trial,final_step,trapped,contact_dead,boundary_dead
0,2,1,1,0
1,1,1,1,0
2,3,1,1,0
3,6,1,1,0
4,3,1,1,0
5,1,1,1,0
6,1,1,1,0
7,3,1,1,0
8,4,1,1,0
9,4,1,1,0
10,4,1,1,0
11,2,1,1,0
12,1,1,1,0
13,4,1,1,0
14,3,1,1,0
15,5,1,1,0
16,1,1,1,0
17,3,1,1,0
18,3,1,1,0
19,3,1,1,0
20,1,1,1,0
21,1,1,1,0
22,1,1,1,0
23,2,1,1,0
24,5,1,1,0
25,5,1,1,0
26,3,1,1,0
27,2,1,1,0
28,1,1,1,0
29,3,1,1,0
30,5,1,1,0
31,1,1,1,0
32,2,1,1,0
33,2,1,1,0
34,1,1,1,0
35,1,1,1,0
36,1,1,1,0
37,1,1,1,0
38,1,1,1,0
39,1,1,1,0
40,2,1,1,0
41,7,1,1,0
42,1,1,1,0
43,3,1,1,0
44,2,1,1,0
45,1,1,1,0
46,6,1,1,0
47,4,1,1,0
48,1,1,1,0
49,2,1,1,0
50,4,1,1,0
51,2,1,1,0
52,1,1,1,0
53,1,1,1,0
54,2,1,1,0
55,2,1,1,0
56,9,1,1,0
57,8,1,1,0
58,1,1,1,0
59,5,1,1,0
60,3,1,1,0
61,1,1,1,0
62,1,1,1,0
63,3,1,1,0
64,2,1,1,0
65,9,1,1,0
66,2,1,1,0
67,3,1,1,0
68,5,1,1,0
69,6,1,1,0
70,1,1,1,0
71,2,1,1,0
72,9,1,1,0
73,9,1,1,0
74,1,1,1,0
75,1,1,1,0
76,7,1,1,0
77,6,1,1,0
78,1,1,1,0
79,2,1,1,0
80,5,1,1,0
81,6,1,1,0
82,2,1,1,0
83,11,1,1,0
84,5,1,1,0
85,1,1,1,0
86,4,1,1,0
87,5,1,1,0
88,4,1,1,0
89,1,1,1,0
90,8,1,1,0
91,9,1,1,0
92,1,1,1,0
93,1,1,1,0
94,3,1,1,0
95,1,1,1,0
96,3,1,1,0
97,2,1,1,0
98,1,1,1,0
99,4,1,1,0
100,3,1,1,0
101,1,1,1,0
102,1,1,1,0
103,9,1,1,0
104,1,1,1,0
105,3,1,1,0
106,2,1,1,0
107,3,1,1,0
108,6,1,1,0
109,3,1,1,0
110,1,1,1,0
111,1,1,1,0
112,3,1,1,0
113,2,1,1,0
114,1,1,1,0
115,11,1,1,0
116,7,1,1,0
117,1,1,1,0
118,1,1,1,0
119,1,1,1,0
120,1,1,1,0
121,4,1,1,0
122,3,1,1,0
123,3,1,1,0
124,1,1,1,0
125,3,1,1,0
126,1,1,1,0
127,2,1,1,0
128,3,1,1,0
129,1,1,1,0
130,6,1,1,0
131,13,1,1,0
132,3,1,1,0
133,2,1,1,0
134,5,1,1,0
135,2,1,1,0
136,2,1,1,0
137,10,1,1,0
138,7,1,1,0
139,1,1,1,0
140,2,1,1,0
141,1,1,1,0
142,2,1,1,0
143,9,1,1,0
144,3,1,1,0
145,2,1,1,0
146,5,1,1,0
147,4,1,1,0
148,1,1,1,0
149,2,1,1,0
150,2,1,1,0
151,2,1,1,0
152,3,1,1,0
153,7,1,1,0
154,5,1,1,0
155,1,1,1,0
156,1,1,1,0
157,6,1,1,0
158,1,1,1,0
159,5,1,1,0
160,3,1,1,0
161,2,1,1,0
162,3,1,1,0
163,5,1,1,0
164,5,1,1,0
165,1,1,1,0
166,1,1,1,0
167,3,1,1,0
168,4,1,1,0
169,3,1,1,0
170,7,1,1,0
171,11,1,1,0
172,1,1,1,0
173,1,1,1,0
174,1,1,1,0
175,4,1,1,0
176,7,1,1,0
177,12,1,1,0
178,7,1,1,0
179,3,1,1,0
180,3,1,1,0
181,1,1,1,0
182,1,1,1,0
183,2,1,1,0
184,13,1,1,0
185,6,1,1,0
186,10,1,1,0
187,2,1,1,0
188,1,1,1,0
189,2,1,1,0
190,1,1,1,0
191,4,1,1,0
192,1,1,1,0
193,5,1,1,0
194,1,1,1,0
195,2,1,1,0
196,3,1,1,0
197,2,1,1,0
198,3,1,1,0
199,1,1,1,0
200,3,1,1,0
201,12,1,1,0
202,2,1,1,0
203,1,1,1,0
204,3,1,1,0
205,7,1,1,0
206,1,1,1,0
207,6,1,1,0
208,2,1,1,0
209,1,1,1,0
210,1,1,1,0
211,1,1,1,0
212,6,1,1,0
213,4,1,1,0
214,6,1,1,0
215,10,1,1,0
216,5,1,1,0
217,4,1,1,0
218,1,1,1,0
219,6,1,1,0
220,4,1,1,0
221,2,1,1,0
222,3,1,1,0
223,1,1,1,0
224,1,1,1,0
225,1,1,1,0
226,1,1,1,0
227,9,1,1,0
228,2,1,1,0
229,3,1,1,0
230,2,1,1,0
231,4,1,1,0
232,3,1,1,0
233,1,1,1,0
234,5,1,1,0
235,3,1,1,0
236,6,1,1,0
237,2,1,1,0
238,6,1,1,0
239,6,1,1,0
240,3,1,1,0
241,2,1,1,0
242,8,1,1,0
243,3,1,1,0
244,17,1,1,0
245,1,1,1,0
246,3,1,1,0
247,7,1,1,0
248,3,1,1,0
249,9,1,1,0
250,1,1,1,0
251,9,1,1,0
252,2,1,1,0
253,10,1,1,0
254,1,1,1,0
255,4,1,1,0
256,2,1,1,0
257,2,1,1,0
258,2,1,1,0
259,5,1,1,0
260,2,1,1,0
261,4,1,1,0
262,5,1,1,0
263,2,1,1,0
264,1,1,1,0
265,1,1,1,0
266,1,1,1,0
267,3,1,1,0
268,6,1,1,0
269,1,1,1,0
270,7,1,1,0
271,2,1,1,0
272,7,1,1,0
273,1,1,1,0
274,2,1,1,0
275,2,1,1,0
276,2,1,1,0
277,2,1,1,0
278,1,1,1,0
279,1,1,1,0
280,1,1,1,0
281,5,1,1,0
282,5,1,1,0
283,2,1,1,0
284,4,1,1,0
285,1,1,1,0
286,4,1,1,0
287,1,1,1,0
288,1,1,1,0
289,1,1,1,0
290,1,1,1,0
291,8,1,1,0
292,2,1,1,0
293,1,1,1,0
294,7,1,1,0
295,4,1,1,0
296,6,1,1,0
297,1,1,1,0
298,1,1,1,0
299,1,1,1,0
300,5,1,1,0
301,3,1,1,0
302,3,1,1,0
303,8,1,1,0
304,2,1,1,0
305,1,1,1,0
306,14,1,1,0
307,7,1,1,0
308,8,1,1,0
309,4,1,1,0
310,6,1,1,0
311,5,1,1,0
312,2,1,1,0
313,2,1,1,0
314,4,1,1,0
315,4,1,1,0
316,1,1,1,0
317,6,1,1,0
318,4,1,1,0
319,1,1,1,0
320,5,1,1,0
321,3,1,1,0
322,5,1,1,0
323,4,1,1,0
324,4,1,1,0
325,3,1,1,0
326,2,1,1,0
327,1,1,1,0
328,5,1,1,0
329,2,1,1,0
330,6,1,1,0
331,1,1,1,0
332,2,1,1,0
333,1,1,1,0
334,5,1,1,0
335,2,1,1,0
336,8,1,1,0
337,8,1,1,0
338,1,1,1,0
339,5,1,1,0
340,3,1,1,0
341,3,1,1,0
342,2,1,1,0
343,1,1,1,0
344,3,1,1,0
345,3,1,1,0
346,1,1,1,0
347,15,1,1,0
348,4,1,1,0
349,3,1,1,0
350,13,1,1,0
351,4,1,1,0
352,8,1,1,0
353,4,1,1,0
354,4,1,1,0
355,1,1,1,0
356,1,1,1,0
357,2,1,1,0
358,2,1,1,0
359,2,1,1,0
360,11,1,1,0
361,1,1,1,0
362,5,1,1,0
363,2,1,1,0
364,5,1,1,0
365,2,1,1,0
366,2,1,1,0
367,1,1,1,0
368,8,1,1,0
369,3,1,1,0
370,5,1,1,0
371,3,1,1,0
372,5,1,1,0
373,1,1,1,0
374,11,1,1,0
375,3,1,1,0
376,5,1,1,0
377,1,1,1,0
378,1,1,1,0
379,4,1,1,0
380,1,1,1,0
381,6,1,1,0
382,6,1,1,0
383,2,1,1,0
384,5,1,1,0
385,3,1,1,0
386,1,1,1,0
387,9,1,1,0
388,3,1,1,0
389,1,1,1,0
390,3,1,1,0
391,3,1,1,0
392,4,1,1,0
393,1,1,1,0
394,4,1,1,0
395,2,1,1,0
396,9,1,1,0
397,5,1,1,0
398,2,1,1,0
399,9,1,1,0
400,4,1,1,0
401,1,1,1,0
402,4,1,1,0
403,2,1,1,0
404,1,1,1,0
405,1,1,1,0
406,2,1,1,0
407,6,1,1,0
408,2,1,1,0
409,10,1,1,0
410,1,1,1,0
411,7,1,1,0
412,3,1,1,0
413,1,1,1,0
414,5,1,1,0
415,5,1,1,0
416,4,1,1,0
417,8,1,1,0
418,14,1,1,0
419,5,1,1,0
420,2,1,1,0
421,3,1,1,0
422,6,1,1,0
423,2,1,1,0
424,2,1,1,0
425,1,1,1,0
426,8,1,1,0
427,1,1,1,0
428,2,1,1,0
429,1,1,1,0
430,1,1,1,0
431,1,1,1,0
432,6,1,1,0
433,1,1,1,0
434,3,1,1,0
435,5,1,1,0
436,1,1,1,0
437,2,1,1,0
438,1,1,1,0
439,1,1,1,0
440,3,1,1,0
441,2,1,1,0
442,5,1,1,0
443,4,1,1,0
444,3,1,1,0
445,1,1,1,0
446,4,1,1,0
447,1,1,1,0
448,14,1,1,0
449,1,1,1,0
450,9,1,1,0
451,2,1,1,0
452,2,1,1,0
453,3,1,1,0
454,1,1,1,0
455,8,1,1,0
456,2,1,1,0
457,8,1,1,0
458,2,1,1,0
459,7,1,1,0
460,6,1,1,0
461,2,1,1,0
462,2,1,1,0
463,2,1,1,0
464,12,1,1,0
465,5,1,1,0
466,1,1,1,0
467,1,1,1,0
468,6,1,1,0
469,1,1,1,0
470,9,1,1,0
471,2,1,1,0
472,3,1,1,0
473,6,1,1,0
474,2,1,1,0
475,3,1,1,0
476,1,1,1,0
477,5,1,1,0
478,3,1,1,0
479,2,1,1,0
480,3,1,1,0
481,2,1,1,0
482,2,1,1,0
483,2,1,1,0
484,6,1,1,0
485,7,1,1,0
486,8,1,1,0
487,1,1,1,0
488,6,1,1,0
489,1,1,1,0
490,3,1,1,0
491,6,1,1,0
492,7,1,1,0
493,1,1,1,0
494,3,1,1,0
495,2,1,1,0
496,1,1,1,0
497,5,1,1,0
498,2,1,1,0
499,10,1,1,0
500,9,1,1,0
501,4,1,1,0
502,1,1,1,0
503,3,1,1,0
504,6,1,1,0
505,9,1,1,0
506,4,1,1,0
507,1,1,1,0
508,8,1,1,0
509,1,1,1,0
510,1,1,1,0
511,4,1,1,0
512,1,1,1,0
513,6,1,1,0
514,2,1,1,0
515,3,1,1,0
516,3,1,1,0
517,4,1,1,0
518,3,1,1,0
519,1,1,1,0
520,8,1,1,0
521,2,1,1,0
522,4,1,1,0
523,1,1,1,0
524,5,1,1,0
525,2,1,1,0
526,1,1,1,0
527,3,1,1,0
528,2,1,1,0
529,2,1,1,0
530,4,1,1,0
531,3,1,1,0
532,1,1,1,0
533,1,1,1,0
534,14,1,1,0
535,5,1,1,0
536,1,1,1,0
537,3,1,1,0
538,1,1,1,0
539,4,1,1,0
540,1,1,1,0
541,1,1,1,0
542,3,1,1,0
543,2,1,1,0
544,2,1,1,0
545,5,1,1,0
546,2,1,1,0
547,1,1,1,0
548,3,1,1,0
549,4,1,1,0
550,1,1,1,0
551,1,1,1,0
552,6,1,1,0
553,2,1,1,0
554,5,1,1,0
555,5,1,1,0
556,2,1,1,0
557,3,1,1,0
558,5,1,1,0
559,7,1,1,0
560,7,1,1,0
561,1,1,1,0
562,6,1,1,0
563,2,1,1,0
564,5,1,1,0
565,3,1,1,0
566,5,1,1,0
567,1,1,1,0
568,1,1,1,0
569,8,1,1,0
570,3,1,1,0
571,1,1,1,0
572,1,1,1,0
