trial,final_step,trapped,contact_dead,boundary_dead
0,125,1,0,0
1,69,1,0,0
2,32,1,0,0
3,75,1,0,0
4,39,1,0,0
5,78,1,0,0
6,42,1,0,0
7,32,1,0,0
8,41,1,0,0
9,58,1,0,0
10,37,1,0,0
11,96,1,0,0
12,14,1,0,0
13,67,1,0,0
14,149,1,0,0
15,69,1,0,0
16,40,1,0,0
17,40,1,0,0
18,12,1,0,0
19,77,1,0,0
20,73,1,0,0
21,104,1,0,0
22,28,1,0,0
23,23,1,0,0
24,53,1,0,0
25,45,1,0,0
26,234,1,0,0
27,106,1,0,0
28,53,1,0,0
29,132,1,0,0
30,74,1,0,0
31,156,1,0,0
32,35,1,0,0
33,74,1,0,0
34,72,1,0,0
35,30,1,0,0
36,149,1,0,0
37,34,1,0,0
38,38,1,0,0
39,33,1,0,0
40,122,1,0,0
41,34,1,0,0
42,93,1,0,0
43,18,1,0,0
44,11,1,0,0
45,48,1,0,0
46,116,1,0,0
47,15,1,0,0
48,11,1,0,0
49,17,1,0,0
50,81,1,0,0
51,68,1,0,0
52,20,1,0,0
53,111,1,0,0
54,86,1,0,0
55,82,1,0,0
56,103,1,0,0
57,90,1,0,0
58,105,1,0,0
59,154,1,0,0
60,67,1,0,0
61,103,1,0,0
62,47,1,0,0
63,52,1,0,0
64,43,1,0,0
65,176,1,0,0
66,78,1,0,0
67,102,1,0,0
68,43,1,0,0
69,86,1,0,0
70,127,1,0,0
71,86,1,0,0
72,129,1,0,0
73,7,1,0,0
74,158,1,0,0
75,109,1,0,0
76,37,1,0,0
77,46,1,0,0
78,69,1,0,0
79,79,1,0,0
80,29,1,0,0
81,78,1,0,0
82,136,1,0,0
83,193,1,0,0
84,34,1,0,0
85,30,1,0,0
86,22,1,0,0
87,23,1,0,0
88,109,1,0,0
89,39,1,0,0
90,18,1,0,0
91,197,1,0,0
92,72,1,0,0
93,210,1,0,0
94,18,1,0,0
95,65,1,0,0
96,44,1,0,0
97,100,1,0,0
98,60,1,0,0
99,57,1,0,0
100,99,1,0,0
101,206,1,0,0
102,110,1,0,0
103,125,1,0,0
104,50,1,0,0
105,70,1,0,0
106,29,1,0,0
107,50,1,0,0
108,25,1,0,0
109,42,1,0,0
110,77,1,0,0
111,115,1,0,0
112,115,1,0,0
113,44,1,0,0
114,89,1,0,0
115,44,1,0,0
116,171,1,0,0
117,76,1,0,0
118,15,1,0,0
119,122,1,0,0
120,20,1,0,0
121,10,1,0,0
122,203,1,0,0
123,156,1,0,0
124,163,1,0,0
125,27,1,0,0
126,42,1,0,0
127,40,1,0,0
128,75,1,0,0
129,16,1,0,0
130,8,1,0,0
131,41,1,0,0
132,154,1,0,0
133,72,1,0,0
134,56,1,0,0
135,91,1,0,0
136,26,1,0,0
137,46,1,0,0
138,113,1,0,0
139,78,1,0,0
140,48,1,0,0
141,25,1,0,0
142,39,1,0,0
143,31,1,0,0
144,20,1,0,0
145,269,1,0,0
146,29,1,0,0
147,66,1,0,0
148,60,1,0,0
149,85,1,0,0
150,31,1,0,0
151,50,1,0,0
152,100,1,0,0
153,78,1,0,0
154,79,1,0,0
155,28,1,0,0
156,16,1,0,0
157,17,1,0,0
158,71,1,0,0
159,135,1,0,0
160,220,1,0,0
161,124,1,0,0
162,58,1,0,0
163,28,1,0,0
164,35,1,0,0
165,34,1,0,0
166,66,1,0,0
167,75,1,0,0
168,30,1,0,0
169,81,1,0,0
170,112,1,0,0
171,126,1,0,0
172,110,1,0,0
173,25,1,0,0
174,137,1,0,0
175,77,1,0,0
176,68,1,0,0
177,87,1,0,0
178,29,1,0,0
179,11,1,0,0
180,25,1,0,0
181,16,1,0,0
182,27,1,0,0
183,79,1,0,0
184,24,1,0,0
185,77,1,0,0
186,126,1,0,0
187,77,1,0,0
188,21,1,0,0
189,58,1,0,0
190,64,1,0,0
191,35,1,0,0
192,9,1,0,0
193,71,1,0,0
194,83,1,0,0
195,13,1,0,0
196,53,1,0,0
197,103,1,0,0
198,146,1,0,0
199,59,1,0,0
200,23,1,0,0
201,46,1,0,0
202,70,1,0,0
203,21,1,0,0
204,25,1,0,0
205,194,1,0,0
206,15,1,0,0
207,48,1,0,0
208,10,1,0,0
209,41,1,0,0
210,41,1,0,0
211,71,1,0,0
212,53,1,0,0
213,50,1,0,0
214,19,1,0,0
215,112,1,0,0
216,94,1,0,0
217,40,1,0,0
218,31,1,0,0
219,73,1,0,0
220,29,1,0,0
221,59,1,0,0
222,87,1,0,0
223,16,1,0,0
224,90,1,0,0
225,39,1,0,0
226,97,1,0,0
227,28,1,0,0
228,56,1,0,0
229,412,1,0,0
230,57,1,0,0
231,130,1,0,0
232,66,1,0,0
233,10,1,0,0
234,85,1,0,0
235,149,1,0,0
236,37,1,0,0
237,32,1,0,0
238,60,1,0,0
239,59,1,0,0
240,51,1,0,0
241,46,1,0,0
242,118,1,0,0
243,77,1,0,0
244,166,1,0,0
245,24,1,0,0
246,31,1,0,0
247,82,1,0,0
248,72,1,0,0
249,77,1,0,0
250,46,1,0,0
251,7,1,0,0
252,51,1,0,0
253,150,1,0,0
254,42,1,0,0
255,26,1,0,0
256,23,1,0,0
257,48,1,0,0
258,68,1,0,0
259,52,1,0,0
260,69,1,0,0
261,64,1,0,0
262,63,1,0,0
263,58,1,0,0
264,17,1,0,0
265,64,1,0,0
266,36,1,0,0
267,27,1,0,0
268,71,1,0,0
269,35,1,0,0
270,61,1,0,0
271,11,1,0,0
272,76,1,0,0
273,18,1,0,0
