trial,step,x,y,z
0,0,512,512,0
0,1,511,512,0
0,2,511,511,0
0,3,512,511,0
0,4,513,511,0
0,5,513,512,0
0,6,514,512,0
0,7,514,513,0
0,8,514,514,0
0,9,515,514,0
0,10,515,515,0
0,11,514,515,0
0,12,513,515,0
0,13,513,516,0
0,14,514,516,0
0,15,514,517,0
0,16,515,517,0
0,17,515,516,0
0,18,516,516,0
0,19,517,516,0
0,20,518,516,0
0,21,519,516,0
0,22,520,516,0
0,23,521,516,0
0,24,521,517,0
0,25,521,518,0
0,26,521,519,0
0,27,522,519,0
0,28,522,518,0
0,29,522,517,0
0,30,523,517,0
0,31,524,517,0
0,32,525,517,0
0,33,525,518,0
0,34,524,518,0
0,35,524,519,0
0,36,525,519,0
0,37,526,519,0
0,38,526,520,0
0,39,526,521,0
0,40,527,521,0
0,41,527,520,0
0,42,528,520,0
0,43,528,521,0
0,44,529,521,0
0,45,529,522,0
0,46,530,522,0
0,47,530,521,0
0,48,530,520,0
0,49,529,520,0
0,50,529,519,0
0,51,528,519,0
0,52,528,518,0
0,53,529,518,0
0,54,529,517,0
0,55,528,517,0
0,56,528,516,0
0,57,527,516,0
0,58,527,515,0
0,59,528,515,0
0,60,529,515,0
0,61,529,516,0
0,62,530,516,0
0,63,530,515,0
0,64,531,515,0
0,65,532,515,0
0,66,532,514,0
0,67,531,514,0
0,68,531,513,0
0,69,532,513,0
0,70,532,512,0
0,71,533,512,0
0,72,533,513,0
0,73,533,514,0
0,74,534,514,0
0,75,534,513,0
0,76,534,512,0
0,77,535,512,0
0,78,535,511,0
0,79,535,510,0
0,80,535,509,0
0,81,536,509,0
0,82,536,510,0
0,83,537,510,0
0,84,537,511,0
0,85,538,511,0
0,86,539,511,0
0,87,540,511,0
0,88,540,512,0
0,89,541,512,0
0,90,541,513,0
0,91,540,513,0
0,92,540,514,0
0,93,541,514,0
0,94,541,515,0
0,95,541,516,0
0,96,542,516,0
0,97,543,516,0
0,98,543,517,0
0,99,542,517,0
0,100,541,517,0
0,101,540,517,0
0,102,540,518,0
0,103,540,519,0
0,104,539,519,0
0,105,539,518,0
0,106,538,518,0
0,107,537,518,0
0,108,537,517,0
0,109,537,516,0
0,110,536,516,0
0,111,536,515,0
0,112,536,514,0
0,113,537,514,0
0,114,537,515,0
0,115,538,515,0
0,116,539,515,0
0,117,539,514,0
0,118,538,514,0
0,119,538,513,0
0,120,538,512,0
0,121,539,512,0
0,122,539,513,0
