step,mean_r2,mean_r,std_r2,std_r,n_alive,trapped_rate,mean_rg2,std_rg2,mean_r2_all,mean_rg2_all,min_r2,max_r2,se_r2,cv_r2
25,69.8366043433,7.7292229685,52.2862389559,3.1773757483,8611,0.1389000000,10.7555162002,4.3318808393,62.5913000000,9.9096180072,1.0000000000,325.0000000000,0.5634567796,0.7486938898
26,73.4707199246,7.9270406710,55.0568870131,3.2607891874,8487,0.1513000000,11.3111918284,4.5789333006,65.1876000000,10.3426521038,2.0000000000,356.0000000000,0.5976329736,0.7493718187
27,77.1982563000,8.1210361644,57.9829835535,3.3536588850,8373,0.1627000000,11.8680738867,4.8233417846,67.8985000000,10.7762268574,1.0000000000,377.0000000000,0.6336654276,0.7510918812
28,80.9939511251,8.3175325637,60.9792991192,3.4369467812,8266,0.1734000000,12.4370285510,5.0802865825,70.6047000000,11.2103325658,2.0000000000,410.0000000000,0.6707099172,0.7528870770
29,84.7548814933,8.4999820616,64.2827235168,3.5362673041,8143,0.1857000000,13.0193506352,5.3423404619,73.1702000000,11.6422549486,1.0000000000,445.0000000000,0.7123641432,0.7584545266
30,88.4535723176,8.6851959908,67.1479100201,3.6084543669,8034,0.1966000000,13.5961899181,5.6025289926,75.7004000000,12.0697457066,2.0000000000,468.0000000000,0.7491462089,0.7591316920
31,92.1564351443,8.8591774679,70.1171831310,3.6974869487,7933,0.2067000000,14.1694169135,5.8697590810,78.2321000000,12.4936469536,1.0000000000,485.0000000000,0.7872374273,0.7608495600
32,95.9759067026,9.0411990763,73.1754018080,3.7726152685,7803,0.2197000000,14.7621534747,6.1320504343,80.6658000000,12.9142240599,2.0000000000,520.0000000000,0.8283889791,0.7624351186
33,99.6381100727,9.2089057674,76.2115700365,3.8515145905,7704,0.2296000000,15.3429405297,6.3926167826,83.1266000000,13.3320118536,1.0000000000,557.0000000000,0.8682859459,0.7648837376
34,103.7031848817,9.3957519241,79.6803125457,3.9272166560,7567,0.2433000000,15.9484049700,6.6666161873,85.5677000000,13.7459734411,2.0000000000,586.0000000000,0.9159866876,0.7683497150
35,107.4680622652,9.5603301887,82.9739103972,4.0085095670,7452,0.2548000000,16.5591021219,6.9432688544,87.8421000000,14.1550071995,1.0000000000,617.0000000000,0.9611809060,0.7720797105
36,111.3497416372,9.7363383467,85.9799219377,4.0685940122,7354,0.2646000000,17.1618512646,7.2179974577,90.2025000000,14.5614531442,2.0000000000,650.0000000000,1.0026173916,0.7721609469
37,115.5426871454,9.9206447288,89.2420706153,4.1380545322,7227,0.2773000000,17.7795381623,7.4980688281,92.6410000000,14.9666505750,1.0000000000,685.0000000000,1.0497614275,0.7723731620
38,119.3400843882,10.0821825306,92.3903171325,4.2059101046,7110,0.2890000000,18.3926839530,7.7735470391,94.8512000000,15.3656805830,2.0000000000,722.0000000000,1.0956999895,0.7741767371
39,123.1816621370,10.2417191285,95.5485897976,4.2765466711,6991,0.3009000000,19.0061681090,8.0459650005,97.0299000000,15.7587203214,1.0000000000,761.0000000000,1.1427589481,0.7756721913
40,127.0031921068,10.3993804543,98.3557833454,4.3423586072,6892,0.3108000000,19.6212423995,8.3225073516,99.1921000000,16.1477364582,2.0000000000,800.0000000000,1.1847515001,0.7744355218
41,131.0906273063,10.5580662618,101.8060063582,4.4292058111,6775,0.3225000000,20.2390162412,8.5986709414,101.4496000000,16.5340504494,1.0000000000,761.0000000000,1.2368548931,0.7766078205
42,135.0263709919,10.7146018920,105.0298282038,4.4970743032,6674,0.3326000000,20.8707759485,8.8770407748,103.4980000000,16.9150771791,2.0000000000,724.0000000000,1.2856405264,0.7778467823
43,139.3373457260,10.8775537908,108.6272838993,4.5843395658,6563,0.3437000000,21.5292619972,9.1661841482,105.6069000000,17.2906714709,1.0000000000,765.0000000000,1.3408732243,0.7795992046
44,143.1006191950,11.0148124469,111.9941082301,4.6663182441,6460,0.3540000000,22.1608997439,9.4428710824,107.4943000000,17.6598631187,2.0000000000,754.0000000000,1.3934099807,0.7826249031
45,147.2897593204,11.1712993833,115.6231410835,4.7425551560,6357,0.3643000000,22.8014971960,9.7228338763,109.5912000000,18.0252859973,1.0000000000,801.0000000000,1.4501691360,0.7850046169
46,151.6430976431,11.3342774749,119.2032024943,4.8142758297,6237,0.3763000000,23.4558988173,10.0160788517,111.6385000000,18.3860886435,2.0000000000,788.0000000000,1.5093850747,0.7860773378
47,155.2557761145,11.4604238736,122.1870914244,4.8902413796,6146,0.3854000000,24.0936213312,10.3017671241,113.4657000000,18.7406252353,1.0000000000,793.0000000000,1.5585798203,0.7870051246
48,159.3462429659,11.6102276920,125.4211928423,4.9546802022,6042,0.3958000000,24.7396818687,10.5945616523,115.3029000000,19.0901498746,2.0000000000,850.0000000000,1.6135430848,0.7870985252
49,163.5871250421,11.7614281213,128.4865799329,5.0255281901,5934,0.4066000000,25.3913144590,10.9080597678,117.1429000000,19.4350510016,1.0000000000,909.0000000000,1.6679537273,0.7854321048
50,167.8553060175,11.9189970213,131.6314474959,5.0786628184,5833,0.4167000000,26.0714190753,11.2159303549,118.8924000000,19.7750626683,2.0000000000,970.0000000000,1.7235094495,0.7841959281
51,172.1983269432,12.0710403748,135.0726953390,5.1466796300,5738,0.4262000000,26.7350584755,11.4875563084,120.8596000000,20.1114845887,1.0000000000,965.0000000000,1.7831476035,0.7844019029
52,176.4087927672,12.2156427166,138.6194993334,5.2141025871,5641,0.4359000000,27.3723078042,11.7878813883,122.7553000000,20.4446234654,2.0000000000,962.0000000000,1.8456369492,0.7857856582
53,180.3821255170,12.3426661918,142.2977400492,5.2953486000,5561,0.4439000000,28.0179765188,12.1172867788,124.5152000000,20.7728830056,1.0000000000,981.0000000000,1.9081897348,0.7888682964
54,185.3231897342,12.5066120783,146.9340344808,5.3766015340,5455,0.4545000000,28.7235498860,12.4579579058,126.5699000000,21.0991442490,2.0000000000,1024.0000000000,1.9894133413,0.7928529327
55,190.1099045123,12.6679532646,150.7547289323,5.4436076822,5341,0.4659000000,29.4453714574,12.7898574966,128.3004000000,21.4205054419,1.0000000000,1089.0000000000,2.0628120285,0.7929872424
56,194.8731642190,12.8300879828,154.4702888030,5.5010913982,5243,0.4757000000,30.1764375100,13.1280265466,130.0641000000,21.7372566539,2.0000000000,1090.0000000000,2.1333152094,0.7926709120
57,199.3140752230,12.9769339342,157.5648313414,5.5599695045,5158,0.4842000000,30.8409013578,13.4685691177,131.8255000000,22.0493075786,1.0000000000,1157.0000000000,2.1939090519,0.7905353958
58,204.3184512051,13.1484621481,161.1344159737,5.6068167747,5062,0.4938000000,31.5313995000,13.8036547692,133.7129000000,22.3589175227,2.0000000000,1160.0000000000,2.2647863504,0.7886434878
59,208.7975090398,13.2998427233,163.9187957890,5.6490435097,4978,0.5022000000,32.2277451899,14.1357215910,135.3485000000,22.6647959441,1.0000000000,1093.0000000000,2.3232786892,0.7850610697
60,213.6445807771,13.4559632313,167.2948747233,5.7080324365,4890,0.5110000000,32.9559663854,14.4672321025,137.0361000000,22.9674216733,2.0000000000,1124.0000000000,2.3923692216,0.7830522736
61,218.0085292282,13.5909806799,170.9983793357,5.7700756829,4807,0.5193000000,33.6433274987,14.7995174344,138.6394000000,23.2662281645,1.0000000000,1145.0000000000,2.4663512826,0.7843655473
62,222.9294994675,13.7495122610,174.6550750556,5.8206882800,4695,0.5305000000,34.3622311466,15.1415552995,140.1853000000,23.5600573163,2.0000000000,1168.0000000000,2.5489622956,0.7834543005
63,228.0686956522,13.9145510613,178.1423919303,5.8697499448,4600,0.5400000000,35.0769517451,15.4319175283,141.8605000000,23.8516787522,1.0000000000,1233.0000000000,2.6265662740,0.7810909403
64,233.5203720106,14.0866053623,181.8454489389,5.9235058351,4516,0.5484000000,35.8282090765,15.7815914913,143.6895000000,24.1418689673,2.0000000000,1258.0000000000,2.7059855291,0.7787134260
65,238.7590252708,14.2478155041,185.5078298282,5.9798644325,4432,0.5568000000,36.5978723898,16.0979097179,145.2923000000,24.4284047323,1.0000000000,1229.0000000000,2.7865213119,0.7769667748
66,243.3785960875,14.3845851583,189.3275084522,6.0384025959,4345,0.5655000000,37.3254648045,16.4047609853,146.9134000000,24.7113450622,2.0000000000,1234.0000000000,2.8722274551,0.7779135532
67,247.8002816240,14.5068157845,193.2876586734,6.1116755000,4261,0.5739000000,38.0567112477,16.7387332500,148.3665000000,24.9903228681,1.0000000000,1305.0000000000,2.9610678457,0.7800138781
68,252.6523091649,14.6486225374,197.0289162218,6.1701026670,4179,0.5821000000,38.8140585907,17.0664735793,149.8348000000,25.2646143632,2.0000000000,1300.0000000000,3.0478513581,0.7798421351
69,258.4166463266,14.8118395957,202.2088723711,6.2470836491,4097,0.5903000000,39.6315016463,17.4322494556,151.2905000000,25.5355979076,1.0000000000,1373.0000000000,3.1591280186,0.7824916670
70,262.8095238095,14.9346550539,205.9501341744,6.3059973224,4032,0.5968000000,40.3913515325,17.7677319398,152.5969000000,25.8026786822,2.0000000000,1378.0000000000,3.2434097471,0.7836479104
71,268.2696969697,15.0936901086,209.4167272387,6.3600484177,3960,0.6040000000,41.2448825641,18.1294330822,153.9363000000,26.0662734432,1.0000000000,1453.0000000000,3.3278502497,0.7806201356
72,274.1081916538,15.2611404853,213.4378703815,6.4191730575,3882,0.6118000000,42.0795095397,18.4965094697,155.3981000000,26.3274659755,2.0000000000,1448.0000000000,3.4256557157,0.7786628670
73,279.6357894737,15.4136378326,217.4612560366,6.4850256930,3800,0.6200000000,42.8678370689,18.8582674266,156.8969000000,26.5853550769,1.0000000000,1525.0000000000,3.5276873995,0.7776588842
74,284.7556863794,15.5523688481,221.2233689091,6.5482447719,3737,0.6263000000,43.6506682366,19.1754702394,158.3160000000,26.8396416267,2.0000000000,1530.0000000000,3.6188405895,0.7768883274
75,289.5468963631,15.6819127297,225.0264154927,6.6048852754,3657,0.6343000000,44.4696287884,19.5416063195,159.4147000000,27.0886472035,1.0000000000,1609.0000000000,3.7210972647,0.7771674237
76,295.2426859850,15.8401145413,229.1841257707,6.6583374278,3589,0.6411000000,45.2992088370,19.9112410277,160.7492000000,27.3359107136,2.0000000000,1690.0000000000,3.8255845441,0.7762567428
77,300.4884910486,15.9773721418,234.1715544895,6.7239921543,3519,0.6481000000,46.0566655718,20.2436687957,162.0571000000,27.5797414278,1.0000000000,1685.0000000000,3.9475215131,0.7793029067
78,306.1233709818,16.1384733660,237.9685330409,6.7581838091,3453,0.6547000000,46.9486824073,20.6166647887,163.0914000000,27.8184948194,2.0000000000,1604.0000000000,4.0496850073,0.7773615333
79,310.8112984324,16.2640002802,241.2603378279,6.8039395440,3381,0.6619000000,47.7533972013,20.9741234707,164.1785000000,28.0526220825,1.0000000000,1625.0000000000,4.1491902265,0.7762276952
80,315.4644578313,16.3933182496,243.8032066156,6.8354644758,3320,0.6680000000,48.5525276231,21.2931111180,165.1103000000,28.2807945971,2.0000000000,1658.0000000000,4.2312664214,0.7728389065
81,320.7306273063,16.5277382159,247.7560027718,6.8967018766,3252,0.6748000000,49.3679277037,21.6557202508,166.2133000000,28.5057738434,1.0000000000,1733.0000000000,4.3445911896,0.7724737885
82,326.3892027621,16.6755093601,251.4391654453,6.9510136200,3186,0.6814000000,50.2551990915,22.0141481379,167.2655000000,28.7274632901,2.0000000000,1700.0000000000,4.4546136222,0.7703660639
83,331.9695610381,16.8109727827,255.7783292294,7.0257209693,3121,0.6879000000,51.1323478179,22.3610411068,168.3818000000,28.9451106175,1.0000000000,1649.0000000000,4.5784329860,0.7704872954
84,337.3087707858,16.9404508347,260.3161471060,7.0943566518,3067,0.6933000000,51.9817321797,22.7181870560,169.4917000000,29.1594308079,2.0000000000,1640.0000000000,4.7005017611,0.7717443768
85,342.5662009315,17.0762601864,263.5788304138,7.1391553407,3006,0.6994000000,52.7811284768,22.9806290264,170.6209000000,29.3712460280,1.0000000000,1685.0000000000,4.8074639740,0.7694245074
86,346.6929347826,17.1682527945,267.6717921628,7.2072207380,2944,0.7056000000,53.5310345007,23.3009259518,171.4709000000,29.5777733909,2.0000000000,1754.0000000000,4.9332565805,0.7720716672
87,351.8694146172,17.2944902293,271.9257764678,7.2642977861,2887,0.7113000000,54.3342662283,23.6849369767,172.4342000000,29.7814642925,1.0000000000,1825.0000000000,5.0608910194,0.7728031058
88,358.8782392616,17.4923269959,275.4983938447,7.2730141983,2817,0.7183000000,55.2793690373,24.0196065551,173.4789000000,29.9820333922,2.0000000000,1898.0000000000,5.1906966356,0.7676653631
89,364.0881502890,17.6158695047,280.6588363172,7.3327547268,2768,0.7232000000,56.1009757011,24.4296504770,174.5203000000,30.1803224892,1.0000000000,1945.0000000000,5.3345240483,0.7708540805
90,369.8539284397,17.7553752856,285.9093332977,7.3892203180,2711,0.7289000000,56.9110117773,24.8039723593,175.5142000000,30.3754602635,2.0000000000,1872.0000000000,5.4911533717,0.7730331120
91,375.2928114415,17.8787647737,291.2955346691,7.4593955256,2657,0.7343000000,57.7501623027,25.2452432435,176.4623000000,30.5678984573,1.0000000000,1801.0000000000,5.6511658104,0.7761820258
92,382.6030150754,18.0669767808,296.1702641976,7.4958231755,2587,0.7413000000,58.8001312896,25.6867823104,177.4014000000,30.7577424456,2.0000000000,1796.0000000000,5.8229523790,0.7740928653
93,387.8870523416,18.1813467553,301.2745982380,7.5713725641,2541,0.7459000000,59.6341841246,26.1094118533,178.3171000000,30.9443791970,1.0000000000,1781.0000000000,5.9766824736,0.7767070244
94,392.9122244489,18.2875555233,306.2178274146,7.6470607053,2495,0.7505000000,60.4882142790,26.5604861199,179.2248000000,31.1267505089,2.0000000000,1832.0000000000,6.1304901067,0.7793542892
95,398.1634575993,18.4158704095,308.8575397110,7.6823938105,2441,0.7559000000,61.3276465204,26.8228068434,180.1777000000,31.3063290356,1.0000000000,1825.0000000000,6.2513572418,0.7757053889
96,403.2866722548,18.5414750761,312.6231967831,7.7136485697,2386,0.7614000000,62.2036710763,27.2045830873,181.0869000000,31.4821926627,2.0000000000,1908.0000000000,6.4000885094,0.7751885155
97,409.0513039761,18.6749036029,317.1493551718,7.7652610643,2339,0.7661000000,63.1254541315,27.6350743190,181.9148000000,31.6543123539,1.0000000000,1913.0000000000,6.5576573742,0.7753290409
98,414.6486013986,18.7979048153,322.2348299144,7.8286254191,2288,0.7712000000,63.9417661463,28.1007447515,182.9684000000,31.8237047747,2.0000000000,1940.0000000000,6.7366575465,0.7771274974
99,421.7960644007,18.9659827293,326.3293817403,7.8795662008,2236,0.7764000000,64.8607846154,28.4427332329,183.8598000000,31.9902950801,1.0000000000,1949.0000000000,6.9011311130,0.7736662555
100,427.5412087912,19.0888549492,330.5741261511,7.9471268720,2184,0.7816000000,65.6035114528,28.7421932717,184.7116000000,32.1538120614,2.0000000000,1954.0000000000,7.0736332920,0.7731982774
101,435.4710280374,19.2580572006,337.8209814617,8.0373043301,2140,0.7860000000,66.5982566015,29.2040727980,185.7704000000,32.3156832835,5.0000000000,2025.0000000000,7.3026373266,0.7757599466
102,441.7523719165,19.4003991702,342.2039259208,8.0855973158,2108,0.7892000000,67.5470789096,29.5805635853,186.6846000000,32.4748232424,4.0000000000,2116.0000000000,7.4533185723,0.7746510210
103,448.5931873479,19.5513704898,347.9983974462,8.1447590093,2055,0.7945000000,68.4343671267,29.9542335767,187.4709000000,32.6314123530,1.0000000000,2153.0000000000,7.6766427623,0.7757549764
104,455.1172962227,19.6947543826,353.1266368164,8.1996308474,2012,0.7988000000,69.3882143871,30.4741867366,188.1509000000,32.7844711431,2.0000000000,2228.0000000000,7.8725692588,0.7759024756
105,460.3629929221,19.7856448174,359.2143864256,8.3000754263,1978,0.8022000000,70.2347294969,30.9475250144,188.9063000000,32.9345477124,1.0000000000,2285.0000000000,8.0768232317,0.7802851053
106,466.4228984012,19.9211867053,363.0753158840,8.3408164260,1939,0.8061000000,71.1040930402,31.3525852551,189.6122000000,33.0821003900,2.0000000000,2210.0000000000,8.2453257737,0.7784251526
107,472.7571277719,20.0487595963,369.7466014037,8.4145330483,1894,0.8106000000,72.1042298581,31.8317785906,190.2946000000,33.2267801049,1.0000000000,2297.0000000000,8.4959941256,0.7821068783
108,479.5399568035,20.2003702862,373.1242215249,8.4548800762,1852,0.8148000000,73.1511422761,32.2761546361,190.7994000000,33.3682158931,2.0000000000,2344.0000000000,8.6702765721,0.7780878657
109,486.8058790904,20.3569356964,379.6128395658,8.5088805459,1803,0.8197000000,74.1950911474,32.6555805098,191.4349000000,33.5068524211,1.0000000000,2421.0000000000,8.9401134432,0.7798033176
110,493.1329937748,20.4830959676,385.5705301228,8.5776321533,1767,0.8233000000,75.0142507028,33.1808616646,192.1872000000,33.6429665947,2.0000000000,2500.0000000000,9.1724543245,0.7818794017
111,497.5925072046,20.5669012339,390.6299758619,8.6368443798,1735,0.8265000000,75.8384440430,33.6138572207,192.8949000000,33.7763334221,5.0000000000,2581.0000000000,9.3781208997,0.7850399076
112,504.3627797409,20.6947101505,398.0974723405,8.7230586109,1698,0.8302000000,76.6442905332,34.0121362126,193.8751000000,33.9084507435,4.0000000000,2664.0000000000,9.6609665219,0.7893077926
113,514.9423076923,20.9230545418,404.7984737668,8.7845373430,1664,0.8336000000,77.8407117131,34.4649685272,194.8727000000,34.0400217800,1.0000000000,2725.0000000000,9.9234390231,0.7861045164
114,524.1856435644,21.1016646350,411.6836839559,8.8828707746,1616,0.8384000000,78.9011236407,35.0487236601,195.6347000000,34.1694632742,2.0000000000,2642.0000000000,10.2410144035,0.7853776406
115,531.2813494589,21.2358778148,416.9114650961,8.9620780456,1571,0.8429000000,79.7376819448,35.3332765369,196.3486000000,34.2969227485,1.0000000000,2693.0000000000,10.5185468560,0.7847282151
116,539.5220779221,21.3995433877,423.4709332773,9.0322544649,1540,0.8460000000,80.7958053343,35.8258518610,197.0762000000,34.4221503431,2.0000000000,2738.0000000000,10.7910385900,0.7849001007
117,545.9907038513,21.5214227267,428.4686294788,9.1004982101,1506,0.8494000000,81.7117521487,36.2382669651,197.6714000000,34.5451845589,1.0000000000,2705.0000000000,11.0409525750,0.7847544408
118,553.7759562842,21.6750792119,433.6703742709,9.1633453194,1464,0.8536000000,82.7090326005,36.6771472179,198.1354000000,34.6650679428,2.0000000000,2770.0000000000,11.3341567983,0.7831152100
119,561.9028651293,21.8374426457,439.5873052655,9.2211151075,1431,0.8569000000,83.9702395372,37.1991178414,198.6487000000,34.7830019471,5.0000000000,2853.0000000000,11.6205136501,0.7823190315
120,565.8972162741,21.9223832366,441.8028030390,9.2361425661,1401,0.8599000000,84.7692482674,37.3985528858,199.0512000000,34.8979655182,2.0000000000,2938.0000000000,11.8034618125,0.7807120981
121,571.6822157434,22.0278075178,447.6378572013,9.2982746626,1372,0.8628000000,85.6948867158,37.9756285936,199.6578000000,35.0106910667,1.0000000000,2873.0000000000,12.0850861997,0.7830186857
122,578.0654275093,22.1603892870,451.7933289416,9.3264448832,1345,0.8655000000,86.6434602444,38.4822105423,200.1555000000,35.1216715878,2.0000000000,2824.0000000000,12.3190912400,0.7815608882
123,584.9878879637,22.3077668194,456.0289243770,9.3461985584,1321,0.8679000000,87.6733980264,38.9824328877,200.7888000000,35.2313562331,1.0000000000,2925.0000000000,12.5470312761,0.7795527630
124,594.9364341085,22.5083440967,461.5826404273,9.3973868780,1290,0.8710000000,88.9790220899,39.6392204906,201.3106000000,35.3389758111,2.0000000000,2962.0000000000,12.8515234202,0.7758520305
125,603.5531914894,22.6745328899,467.3845606660,9.4561487782,1269,0.8731000000,90.1032646926,40.1433638493,201.8481000000,35.4453604462,1.0000000000,3001.0000000000,13.1202935214,0.7743883509
126,610.7548076923,22.8231829755,471.5697165564,9.4792998983,1248,0.8752000000,91.1539649874,40.5418213673,202.4067000000,35.5505411622,2.0000000000,2900.0000000000,13.3486890014,0.7721097085
127,619.5347506132,22.9974631055,475.7408735862,9.5211050473,1223,0.8777000000,92.1614321493,41.0841564099,202.9542000000,35.6542746916,1.0000000000,2809.0000000000,13.6037059907,0.7679002237
128,625.3372189842,23.0917466039,479.3477392694,9.5973151332,1201,0.8799000000,93.0288152498,41.2888021876,203.4931000000,35.7558992947,2.0000000000,2720.0000000000,13.8318152590,0.7665427944
129,636.2705479452,23.2573351985,491.5011414120,9.7655981594,1168,0.8832000000,94.1782100592,41.9015665349,204.0809000000,35.8555083886,1.0000000000,2745.0000000000,14.3814643598,0.7724719351
130,643.1894736842,23.3815265975,497.5440340855,9.8231200570,1140,0.8860000000,95.1836371127,42.3414738386,204.5501000000,35.9525396585,2.0000000000,2704.0000000000,14.7359825113,0.7735574888
131,651.3778966132,23.5293702045,504.0131351843,9.8866897590,1122,0.8878000000,96.2386131408,42.7249780153,205.0267000000,36.0480323257,1.0000000000,2801.0000000000,15.0468442762,0.7737645656
132,658.8813868613,23.6646283878,511.4732411787,9.9431760584,1096,0.8904000000,97.3823791684,43.1936046095,205.4561000000,36.1413258506,4.0000000000,2900.0000000000,15.4496142572,0.7762751405
133,663.7643784787,23.7740484872,514.1497963903,9.9276884019,1078,0.8922000000,98.3942020094,43.6136282353,205.7025000000,36.2324589526,5.0000000000,2941.0000000000,15.6595864149,0.7745968495
134,675.8654028436,24.0025423953,520.7199180639,9.9871598267,1055,0.8945000000,99.7262455223,44.1527041256,206.2592000000,36.3227356465,4.0000000000,3042.0000000000,16.0316403110,0.7704491395
135,683.1058710298,24.1127380630,527.1669138945,10.0837361199,1039,0.8961000000,100.7640096363,44.7265048458,206.6727000000,36.4114959569,5.0000000000,3145.0000000000,16.3546167498,0.7717206604
136,694.4592445328,24.3110870537,535.1727762382,10.1700683775,1006,0.8994000000,102.2410086341,45.3694374115,207.1263000000,36.4984584346,4.0000000000,3104.0000000000,16.8731055317,0.7706323740
137,701.0246406571,24.4530933351,538.8267117224,10.1523823313,974,0.9026000000,103.3654786042,45.5624949720,207.6081000000,36.5837040447,5.0000000000,3125.0000000000,17.2651214936,0.7686273498
138,709.8432203390,24.6185273707,544.0702697915,10.1868214098,944,0.9056000000,104.8120153798,46.0759754771,207.9293000000,36.6664826822,2.0000000000,3176.0000000000,17.7079789803,0.7664654028
139,718.5043103448,24.7717949181,550.5919345847,10.2402386143,928,0.9072000000,106.0279609430,46.6321663431,208.2431000000,36.7479718834,1.0000000000,3277.0000000000,18.0740657229,0.7663028971
140,724.3359116022,24.8648370939,554.6747769260,10.2993100690,905,0.9095000000,106.9883574117,47.0669924694,208.4414000000,36.8269482496,2.0000000000,3226.0000000000,18.4380134642,0.7657700910
141,731.4000000000,24.9792464051,559.2455030265,10.3651941146,885,0.9115000000,108.2302238593,47.7129812685,208.7731000000,36.9044089723,1.0000000000,3177.0000000000,18.7988319344,0.7646233293
142,739.4914089347,25.1273246595,564.9635110576,10.3975460755,873,0.9127000000,109.3979612454,48.3042163194,209.1186000000,36.9805529876,2.0000000000,3130.0000000000,19.1211178131,0.7639892827
