trial,step,x,y,z
0,0,4096,4096,0
0,1,4096,4097,0
0,2,4097,4097,0
0,3,4097,4098,0
0,4,4098,4098,0
0,5,4099,4098,0
0,6,4099,4099,0
0,7,4099,4100,0
0,8,4100,4100,0
0,9,4100,4101,0
0,10,4101,4101,0
0,11,4102,4101,0
0,12,4103,4101,0
0,13,4104,4101,0
0,14,4104,4100,0
0,15,4105,4100,0
0,16,4106,4100,0
0,17,4106,4099,0
0,18,4106,4098,0
0,19,4107,4098,0
0,20,4107,4099,0
0,21,4108,4099,0
0,22,4109,4099,0
0,23,4109,4098,0
0,24,4108,4098,0
0,25,4108,4097,0
0,26,4109,4097,0
0,27,4109,4096,0
0,28,4109,4095,0
0,29,4108,4095,0
0,30,4108,4094,0
0,31,4109,4094,0
0,32,4109,4093,0
0,33,4110,4093,0
0,34,4110,4092,0
0,35,4111,4092,0
0,36,4112,4092,0
0,37,4112,4093,0
0,38,4112,4094,0
0,39,4112,4095,0
0,40,4112,4096,0
0,41,4113,4096,0
0,42,4114,4096,0
0,43,4115,4096,0
0,44,4115,4097,0
0,45,4116,4097,0
0,46,4116,4098,0
0,47,4115,4098,0
0,48,4114,4098,0
0,49,4114,4097,0
0,50,4113,4097,0
0,51,4112,4097,0
0,52,4112,4098,0
0,53,4113,4098,0
0,54,4113,4099,0
0,55,4114,4099,0
0,56,4115,4099,0
0,57,4115,4100,0
0,58,4115,4101,0
0,59,4115,4102,0
0,60,4115,4103,0
0,61,4115,4104,0
0,62,4116,4104,0
0,63,4116,4103,0
0,64,4116,4102,0
0,65,4116,4101,0
0,66,4116,4100,0
0,67,4116,4099,0
0,68,4117,4099,0
0,69,4117,4098,0
0,70,4118,4098,0
0,71,4118,4097,0
0,72,4118,4096,0
0,73,4119,4096,0
0,74,4120,4096,0
0,75,4120,4097,0
0,76,4120,4098,0
0,77,4120,4099,0
0,78,4120,4100,0
0,79,4120,4101,0
0,80,4120,4102,0
0,81,4120,4103,0
0,82,4120,4104,0
0,83,4120,4105,0
0,84,4121,4105,0
0,85,4122,4105,0
0,86,4123,4105,0
0,87,4123,4104,0
0,88,4123,4103,0
0,89,4123,4102,0
0,90,4123,4101,0
0,91,4122,4101,0
0,92,4122,4102,0
0,93,4122,4103,0
0,94,4121,4103,0
0,95,4121,4104,0
0,96,4122,4104,0
