trial,final_step,trapped,boundary_dead,contact_dead
141,70,1,0,0
142,170,1,0,0
143,157,1,0,0
144,69,1,0,0
145,37,1,0,0
146,44,1,0,0
147,131,1,0,0
148,30,1,0,0
149,32,1,0,0
150,54,1,0,0
151,83,1,0,0
152,127,1,0,0
153,15,1,0,0
154,22,1,0,0
155,262,1,0,0
156,68,1,0,0
157,37,1,0,0
158,32,1,0,0
159,65,1,0,0
160,21,1,0,0
161,163,1,0,0
162,22,1,0,0
163,17,1,0,0
164,26,1,0,0
165,85,1,0,0
166,45,1,0,0
167,38,1,0,0
168,35,1,0,0
169,60,1,0,0
170,48,1,0,0
171,79,1,0,0
172,36,1,0,0
173,64,1,0,0
174,39,1,0,0
175,35,1,0,0
176,65,1,0,0
177,17,1,0,0
178,139,1,0,0
179,71,1,0,0
180,22,1,0,0
181,19,1,0,0
182,24,1,0,0
183,126,1,0,0
184,56,1,0,0
185,85,1,0,0
186,35,1,0,0
187,73,1,0,0
188,54,1,0,0
189,111,1,0,0
190,85,1,0,0
191,37,1,0,0
192,51,1,0,0
193,137,1,0,0
194,69,1,0,0
195,34,1,0,0
196,30,1,0,0
197,154,1,0,0
198,30,1,0,0
199,54,1,0,0
200,114,1,0,0
201,32,1,0,0
202,54,1,0,0
203,62,1,0,0
204,75,1,0,0
205,105,1,0,0
206,118,1,0,0
207,161,1,0,0
208,76,1,0,0
209,112,1,0,0
210,117,1,0,0
211,22,1,0,0
212,92,1,0,0
213,17,1,0,0
214,90,1,0,0
215,185,1,0,0
216,25,1,0,0
217,112,1,0,0
218,68,1,0,0
219,31,1,0,0
220,65,1,0,0
221,55,1,0,0
222,61,1,0,0
223,24,1,0,0
224,130,1,0,0
225,118,1,0,0
226,37,1,0,0
227,86,1,0,0
228,39,1,0,0
229,40,1,0,0
230,84,1,0,0
231,17,1,0,0
232,78,1,0,0
233,56,1,0,0
234,53,1,0,0
235,118,1,0,0
236,209,1,0,0
237,95,1,0,0
238,83,1,0,0
239,57,1,0,0
240,87,1,0,0
241,192,1,0,0
242,195,1,0,0
243,84,1,0,0
244,13,1,0,0
245,171,1,0,0
246,37,1,0,0
247,103,1,0,0
248,164,1,0,0
249,87,1,0,0
250,58,1,0,0
251,81,1,0,0
252,76,1,0,0
253,14,1,0,0
254,30,1,0,0
255,45,1,0,0
256,60,1,0,0
257,99,1,0,0
258,73,1,0,0
259,41,1,0,0
260,22,1,0,0
261,36,1,0,0
262,96,1,0,0
263,87,1,0,0
264,70,1,0,0
265,88,1,0,0
266,97,1,0,0
267,88,1,0,0
268,120,1,0,0
269,26,1,0,0
270,16,1,0,0
271,68,1,0,0
272,141,1,0,0
273,46,1,0,0
274,67,1,0,0
275,14,1,0,0
276,83,1,0,0
277,36,1,0,0
278,17,1,0,0
279,37,1,0,0
