trial,step,x,y,z
0,205,244,259,0
0,206,244,258,0
0,207,244,257,0
0,208,244,256,0
0,209,244,257,0
0,210,245,257,0
0,211,246,257,0
0,212,247,257,0
0,213,247,258,0
0,214,247,257,0
0,215,247,258,0
0,216,246,258,0
0,217,246,257,0
0,218,245,257,0
0,219,246,257,0
0,220,246,256,0
0,221,246,255,0
0,222,246,254,0
0,223,247,254,0
0,224,247,253,0
0,225,247,252,0
0,226,246,252,0
0,227,246,253,0
0,228,247,253,0
0,229,248,253,0
0,230,248,252,0
0,231,249,252,0
0,232,248,252,0
0,233,248,251,0
0,234,248,252,0
0,235,248,253,0
0,236,249,253,0
0,237,248,253,0
0,238,247,253,0
0,239,248,253,0
0,240,249,253,0
0,241,248,253,0
0,242,249,253,0
0,243,250,253,0
0,244,250,252,0
0,245,250,251,0
0,246,250,252,0
0,247,251,252,0
0,248,251,253,0
0,249,251,252,0
0,250,252,252,0
0,251,251,252,0
0,252,251,251,0
0,253,251,250,0
0,254,250,250,0
0,255,250,251,0
0,256,250,252,0
0,257,250,251,0
0,258,249,251,0
0,259,249,252,0
0,260,249,251,0
0,261,250,251,0
0,262,250,252,0
0,263,251,252,0
0,264,251,251,0
0,265,250,251,0
0,266,250,252,0
0,267,251,252,0
0,268,251,253,0
0,269,251,252,0
0,270,252,252,0
0,271,252,253,0
0,272,253,253,0
0,273,254,253,0
0,274,254,252,0
0,275,254,251,0
0,276,255,251,0
0,277,254,251,0
0,278,255,251,0
0,279,255,252,0
0,280,254,252,0
0,281,255,252,0
0,282,256,252,0
0,283,257,252,0
0,284,258,252,0
0,285,257,252,0
0,286,257,253,0
0,287,257,254,0
0,288,258,254,0
0,289,258,253,0
0,290,257,253,0
0,291,257,252,0
0,292,258,252,0
0,293,258,251,0
0,294,259,251,0
0,295,259,250,0
0,296,260,250,0
0,297,260,251,0
0,298,260,250,0
0,299,260,249,0
0,300,260,250,0
0,301,260,249,0
0,302,259,249,0
0,303,259,250,0
0,304,260,250,0
0,305,261,250,0
0,306,261,251,0
0,307,262,251,0
0,308,262,252,0
0,309,262,253,0
0,310,262,254,0
0,311,262,253,0
0,312,262,254,0
0,313,262,255,0
0,314,262,254,0
0,315,262,255,0
0,316,263,255,0
0,317,262,255,0
0,318,261,255,0
0,319,262,255,0
0,320,261,255,0
0,321,261,256,0
0,322,262,256,0
0,323,261,256,0
0,324,260,256,0
0,325,261,256,0
0,326,262,256,0
0,327,262,257,0
0,328,262,258,0
0,329,263,258,0
0,330,262,258,0
0,331,263,258,0
0,332,263,257,0
0,333,263,258,0
0,334,263,257,0
0,335,263,256,0
0,336,263,255,0
0,337,262,255,0
0,338,262,254,0
0,339,261,254,0
0,340,261,253,0
0,341,261,254,0
0,342,262,254,0
0,343,261,254,0
0,344,262,254,0
0,345,262,253,0
0,346,263,253,0
0,347,264,253,0
0,348,265,253,0
0,349,264,253,0
0,350,263,253,0
0,351,262,253,0
0,352,262,252,0
0,353,261,252,0
0,354,261,253,0
0,355,262,253,0
0,356,261,253,0
0,357,261,252,0
0,358,261,253,0
0,359,261,252,0
0,360,261,251,0
0,361,261,250,0
0,362,262,250,0
0,363,262,251,0
0,364,262,252,0
0,365,262,251,0
0,366,262,252,0
0,367,261,252,0
0,368,262,252,0
0,369,261,252,0
0,370,261,253,0
0,371,261,252,0
0,372,261,251,0
0,373,261,252,0
0,374,262,252,0
0,375,263,252,0
0,376,262,252,0
0,377,263,252,0
0,378,264,252,0
0,379,263,252,0
0,380,262,252,0
0,381,261,252,0
0,382,261,251,0
0,383,262,251,0
0,384,262,252,0
0,385,261,252,0
0,386,260,252,0
0,387,260,251,0
0,388,261,251,0
0,389,261,250,0
0,390,261,249,0
0,391,261,248,0
0,392,261,247,0
0,393,261,246,0
0,394,261,247,0
0,395,260,247,0
0,396,260,248,0
0,397,261,248,0
0,398,261,249,0
0,399,261,250,0
0,400,260,250,0
0,401,261,250,0
0,402,260,250,0
0,403,259,250,0
0,404,259,251,0
0,405,258,251,0
0,406,257,251,0
0,407,257,250,0
0,408,257,251,0
0,409,256,251,0
0,410,257,251,0
0,411,257,250,0
0,412,257,249,0
0,413,257,248,0
0,414,258,248,0
0,415,257,248,0
0,416,256,248,0
0,417,255,248,0
0,418,254,248,0
0,419,253,248,0
0,420,254,248,0
0,421,255,248,0
0,422,254,248,0
0,423,254,247,0
0,424,254,246,0
0,425,254,245,0
0,426,255,245,0
0,427,254,245,0
0,428,254,244,0
0,429,254,245,0
0,430,254,244,0
0,431,255,244,0
0,432,255,245,0
0,433,256,245,0
0,434,255,245,0
0,435,256,245,0
0,436,255,245,0
0,437,255,246,0
0,438,255,245,0
0,439,255,244,0
0,440,256,244,0
0,441,257,244,0
0,442,257,243,0
0,443,257,242,0
0,444,257,241,0
0,445,257,240,0
0,446,258,240,0
0,447,259,240,0
0,448,260,240,0
0,449,259,240,0
0,450,259,241,0
0,451,260,241,0
0,452,259,241,0
0,453,259,240,0
0,454,260,240,0
0,455,261,240,0
0,456,261,241,0
0,457,262,241,0
0,458,261,241,0
0,459,260,241,0
0,460,260,240,0
0,461,261,240,0
0,462,260,240,0
0,463,259,240,0
0,464,260,240,0
0,465,260,239,0
0,466,260,240,0
0,467,260,241,0
0,468,259,241,0
0,469,258,241,0
0,470,257,241,0
0,471,256,241,0
0,472,255,241,0
0,473,256,241,0
0,474,257,241,0
0,475,256,241,0
0,476,256,240,0
0,477,255,240,0
0,478,254,240,0
0,479,254,239,0
0,480,254,240,0
0,481,254,239,0
0,482,255,239,0
0,483,256,239,0
0,484,256,240,0
0,485,257,240,0
0,486,258,240,0
0,487,259,240,0
0,488,260,240,0
0,489,260,241,0
0,490,259,241,0
0,491,259,240,0
0,492,259,241,0
0,493,259,240,0
0,494,258,240,0
0,495,258,239,0
0,496,258,240,0
0,497,258,239,0
0,498,257,239,0
0,499,257,238,0
0,500,258,238,0
0,501,258,239,0
0,502,257,239,0
0,503,257,240,0
0,504,257,239,0
0,505,256,239,0
0,506,256,238,0
0,507,256,239,0
0,508,256,240,0
0,509,257,240,0
0,510,257,241,0
0,511,256,241,0
0,512,257,241,0
0,513,257,242,0
0,514,256,242,0
0,515,256,243,0
0,516,256,244,0
0,517,255,244,0
0,518,255,243,0
0,519,255,244,0
0,520,255,243,0
0,521,256,243,0
0,522,256,244,0
0,523,256,245,0
0,524,256,244,0
0,525,256,243,0
0,526,255,243,0
0,527,254,243,0
0,528,254,244,0
0,529,254,245,0
0,530,253,245,0
0,531,253,246,0
0,532,254,246,0
0,533,254,247,0
0,534,255,247,0
0,535,255,246,0
0,536,255,245,0
0,537,255,244,0
0,538,255,245,0
0,539,255,246,0
0,540,256,246,0
0,541,257,246,0
0,542,257,245,0
0,543,258,245,0
0,544,258,246,0
0,545,259,246,0
0,546,259,247,0
0,547,260,247,0
0,548,259,247,0
0,549,258,247,0
0,550,258,248,0
0,551,257,248,0
0,552,257,249,0
0,553,258,249,0
0,554,258,248,0
0,555,257,248,0
0,556,257,247,0
0,557,258,247,0
0,558,258,246,0
0,559,257,246,0
0,560,257,247,0
0,561,258,247,0
0,562,259,247,0
0,563,259,248,0
0,564,259,249,0
0,565,260,249,0
0,566,260,250,0
0,567,259,250,0
0,568,260,250,0
0,569,261,250,0
0,570,261,249,0
0,571,262,249,0
0,572,263,249,0
0,573,263,250,0
0,574,264,250,0
0,575,264,251,0
0,576,264,252,0
0,577,264,253,0
0,578,264,254,0
0,579,265,254,0
0,580,266,254,0
0,581,267,254,0
0,582,266,254,0
0,583,266,255,0
0,584,265,255,0
0,585,266,255,0
0,586,266,254,0
0,587,267,254,0
0,588,268,254,0
0,589,268,255,0
0,590,268,256,0
0,591,268,257,0
0,592,268,258,0
0,593,268,259,0
0,594,269,259,0
0,595,270,259,0
0,596,270,260,0
0,597,270,261,0
0,598,270,262,0
0,599,270,263,0
0,600,270,264,0
0,601,269,264,0
0,602,269,265,0
0,603,269,266,0
0,604,270,266,0
0,605,270,267,0
0,606,271,267,0
0,607,271,268,0
0,608,270,268,0
0,609,270,269,0
0,610,270,270,0
0,611,269,270,0
0,612,269,269,0
0,613,269,268,0
0,614,269,267,0
0,615,270,267,0
0,616,270,266,0
0,617,270,267,0
0,618,271,267,0
0,619,271,266,0
0,620,270,266,0
0,621,270,267,0
0,622,269,267,0
0,623,269,266,0
0,624,270,266,0
0,625,270,267,0
0,626,271,267,0
0,627,271,266,0
0,628,272,266,0
0,629,272,267,0
0,630,271,267,0
0,631,271,266,0
0,632,271,265,0
0,633,272,265,0
0,634,271,265,0
0,635,271,264,0
0,636,271,265,0
0,637,271,266,0
0,638,271,267,0
0,639,271,266,0
0,640,272,266,0
0,641,273,266,0
0,642,274,266,0
0,643,274,265,0
0,644,275,265,0
0,645,275,264,0
0,646,275,263,0
0,647,275,262,0
0,648,275,263,0
0,649,276,263,0
0,650,276,262,0
0,651,276,261,0
0,652,276,262,0
0,653,277,262,0
0,654,277,263,0
0,655,277,262,0
0,656,277,263,0
0,657,277,264,0
0,658,277,265,0
0,659,277,264,0
0,660,278,264,0
0,661,278,263,0
0,662,278,264,0
0,663,279,264,0
0,664,279,263,0
0,665,279,262,0
0,666,279,261,0
0,667,279,262,0
0,668,278,262,0
0,669,277,262,0
0,670,276,262,0
0,671,276,263,0
0,672,276,264,0
0,673,276,265,0
0,674,275,265,0
0,675,275,266,0
0,676,274,266,0
0,677,273,266,0
0,678,272,266,0
0,679,272,265,0
0,680,271,265,0
0,681,272,265,0
0,682,272,266,0
0,683,272,265,0
0,684,271,265,0
0,685,270,265,0
0,686,270,266,0
0,687,270,265,0
0,688,270,264,0
0,689,271,264,0
0,690,271,265,0
0,691,272,265,0
0,692,273,265,0
0,693,274,265,0
0,694,275,265,0
0,695,275,264,0
0,696,276,264,0
0,697,276,263,0
0,698,275,263,0
0,699,274,263,0
0,700,273,263,0
0,701,273,262,0
0,702,273,261,0
0,703,273,260,0
0,704,272,260,0
0,705,271,260,0
0,706,270,260,0
0,707,270,261,0
0,708,270,262,0
0,709,270,263,0
0,710,270,264,0
0,711,270,263,0
0,712,270,262,0
0,713,271,262,0
0,714,271,263,0
0,715,272,263,0
0,716,271,263,0
0,717,270,263,0
0,718,270,262,0
0,719,269,262,0
0,720,268,262,0
0,721,268,263,0
0,722,267,263,0
0,723,266,263,0
0,724,266,264,0
0,725,265,264,0
0,726,264,264,0
0,727,264,265,0
0,728,265,265,0
0,729,265,266,0
0,730,266,266,0
0,731,265,266,0
0,732,264,266,0
0,733,264,265,0
0,734,265,265,0
0,735,265,266,0
0,736,266,266,0
0,737,265,266,0
0,738,264,266,0
0,739,264,267,0
0,740,265,267,0
0,741,265,266,0
0,742,264,266,0
0,743,264,265,0
0,744,264,264,0
0,745,265,264,0
0,746,265,263,0
0,747,264,263,0
0,748,263,263,0
0,749,263,264,0
0,750,263,265,0
0,751,263,266,0
0,752,264,266,0
0,753,264,265,0
0,754,265,265,0
0,755,265,264,0
0,756,266,264,0
0,757,265,264,0
0,758,264,264,0
0,759,265,264,0
0,760,265,263,0
0,761,264,263,0
0,762,264,264,0
0,763,263,264,0
0,764,262,264,0
0,765,262,265,0
0,766,262,264,0
0,767,261,264,0
0,768,262,264,0
0,769,263,264,0
0,770,264,264,0
0,771,265,264,0
0,772,265,263,0
0,773,264,263,0
0,774,264,262,0
0,775,264,261,0
0,776,263,261,0
0,777,263,262,0
0,778,264,262,0
0,779,264,263,0
0,780,265,263,0
0,781,265,264,0
0,782,264,264,0
0,783,263,264,0
0,784,262,264,0
0,785,261,264,0
0,786,262,264,0
0,787,261,264,0
0,788,261,265,0
0,789,260,265,0
0,790,259,265,0
0,791,258,265,0
0,792,258,264,0
0,793,258,263,0
0,794,258,264,0
0,795,259,264,0
0,796,259,265,0
0,797,259,266,0
0,798,258,266,0
0,799,258,267,0
0,800,258,268,0
0,801,257,268,0
0,802,257,269,0
0,803,257,270,0
0,804,257,269,0
0,805,256,269,0
0,806,255,269,0
0,807,256,269,0
0,808,256,268,0
0,809,255,268,0
0,810,255,267,0
0,811,255,266,0
0,812,255,265,0
0,813,256,265,0
0,814,257,265,0
0,815,258,265,0
0,816,257,265,0
0,817,258,265,0
0,818,257,265,0
0,819,257,264,0
0,820,257,265,0
0,821,257,266,0
0,822,258,266,0
0,823,257,266,0
0,824,257,267,0
0,825,257,266,0
0,826,256,266,0
0,827,257,266,0
0,828,256,266,0
0,829,256,267,0
0,830,256,268,0
0,831,256,267,0
0,832,257,267,0
0,833,258,267,0
0,834,257,267,0
0,835,257,266,0
0,836,256,266,0
0,837,256,267,0
0,838,256,266,0
0,839,257,266,0
0,840,257,265,0
0,841,257,266,0
0,842,257,265,0
0,843,257,266,0
0,844,257,267,0
0,845,258,267,0
0,846,258,268,0
0,847,258,267,0
0,848,259,267,0
0,849,259,266,0
0,850,259,267,0
0,851,259,268,0
0,852,259,269,0
0,853,259,268,0
0,854,259,267,0
0,855,260,267,0
0,856,260,268,0
0,857,261,268,0
0,858,262,268,0
0,859,262,267,0
0,860,262,266,0
0,861,262,267,0
0,862,262,268,0
0,863,262,267,0
0,864,262,268,0
0,865,263,268,0
0,866,263,269,0
0,867,263,268,0
0,868,263,269,0
0,869,262,269,0
0,870,262,268,0
0,871,262,269,0
0,872,263,269,0
0,873,263,270,0
0,874,264,270,0
0,875,264,271,0
0,876,264,272,0
0,877,264,271,0
0,878,264,272,0
0,879,264,271,0
0,880,264,272,0
0,881,265,272,0
0,882,264,272,0
0,883,265,272,0
0,884,265,271,0
0,885,264,271,0
0,886,265,271,0
0,887,264,271,0
0,888,263,271,0
0,889,264,271,0
0,890,265,271,0
0,891,266,271,0
0,892,266,272,0
0,893,266,271,0
0,894,266,270,0
0,895,267,270,0
0,896,267,269,0
0,897,266,269,0
0,898,266,268,0
0,899,265,268,0
0,900,265,267,0
0,901,265,268,0
0,902,265,267,0
0,903,265,266,0
0,904,264,266,0
0,905,265,266,0
0,906,264,266,0
0,907,264,265,0
0,908,264,264,0
0,909,264,263,0
0,910,264,264,0
0,911,263,264,0
0,912,264,264,0
0,913,265,264,0
0,914,265,265,0
0,915,265,264,0
0,916,264,264,0
0,917,264,265,0
0,918,263,265,0
0,919,263,266,0
0,920,263,265,0
0,921,262,265,0
0,922,262,264,0
0,923,261,264,0
0,924,262,264,0
0,925,262,265,0
0,926,262,266,0
0,927,262,265,0
0,928,263,265,0
0,929,262,265,0
0,930,261,265,0
0,931,261,264,0
0,932,262,264,0
0,933,263,264,0
0,934,263,265,0
0,935,262,265,0
0,936,263,265,0
0,937,263,264,0
0,938,264,264,0
0,939,264,263,0
0,940,264,262,0
0,941,264,261,0
0,942,263,261,0
0,943,263,260,0
0,944,263,259,0
0,945,263,258,0
0,946,263,259,0
0,947,264,259,0
0,948,263,259,0
0,949,263,258,0
0,950,263,259,0
0,951,264,259,0
0,952,263,259,0
0,953,262,259,0
0,954,262,260,0
0,955,261,260,0
0,956,262,260,0
0,957,263,260,0
0,958,262,260,0
0,959,263,260,0
0,960,262,260,0
0,961,262,261,0
0,962,262,260,0
0,963,261,260,0
0,964,261,261,0
0,965,260,261,0
0,966,260,262,0
0,967,260,261,0
0,968,261,261,0
0,969,261,260,0
0,970,261,261,0
0,971,261,260,0
0,972,261,261,0
0,973,261,260,0
0,974,261,261,0
0,975,260,261,0
0,976,260,262,0
0,977,259,262,0
0,978,258,262,0
0,979,259,262,0
0,980,260,262,0
0,981,260,261,0
0,982,261,261,0
0,983,260,261,0
0,984,259,261,0
0,985,259,262,0
0,986,259,261,0
0,987,258,261,0
0,988,258,262,0
0,989,259,262,0
0,990,258,262,0
0,991,259,262,0
0,992,259,263,0
0,993,260,263,0
0,994,259,263,0
0,995,260,263,0
0,996,259,263,0
0,997,260,263,0
0,998,260,262,0
0,999,259,262,0
0,1000,259,261,0
