step,mean_r2,mean_r,std_r2,std_r,n_alive,trapped_rate,mean_rg2,std_rg2,mean_r2_all,mean_rg2_all,min_r2,max_r2,se_r2,cv_r2
27,27.1508800000,4.6318882550,26.6176474397,2.3867323253,100000,0.0000000000,4.6681157653,2.7991670360,27.1508800000,4.6681157653,1.0000000000,337.0000000000,0.0841723919,0.9803603949
28,28.1819600000,4.7093713413,27.6561387500,2.4502615309,100000,0.0000000000,4.8361099405,2.9048964757,28.1819600000,4.8361099405,0.0000000000,356.0000000000,0.0874563897,0.9813419205
29,29.1769200000,4.8004723801,28.6424785819,2.4763652655,100000,0.0000000000,5.0037356000,3.0103793226,29.1769200000,5.0037356000,1.0000000000,337.0000000000,0.0905754702,0.9816827335
30,30.1391200000,4.8711254470,29.5623788898,2.5320459868,100000,0.0000000000,5.1705939438,3.1147341508,30.1391200000,5.1705939438,0.0000000000,320.0000000000,0.0934844503,0.9808640362
31,31.1352400000,4.9602129324,30.5276574624,2.5556853612,100000,0.0000000000,5.3371580469,3.2190337011,31.1352400000,5.3371580469,1.0000000000,305.0000000000,0.0965369292,0.9804856960
32,32.1219200000,5.0301738119,31.5128953845,2.6113734742,100000,0.0000000000,5.5034120661,3.3231888454,32.1219200000,5.5034120661,0.0000000000,320.0000000000,0.0996525251,0.9810402175
33,33.1061600000,5.1137404469,32.5147881748,2.6373886026,100000,0.0000000000,5.6691053633,3.4270773241,33.1061600000,5.6691053633,1.0000000000,349.0000000000,0.1028207883,0.9821371061
34,34.1138000000,5.1814487503,33.5232577409,2.6956240183,100000,0.0000000000,5.8351037551,3.5310760787,34.1138000000,5.8351037551,0.0000000000,340.0000000000,0.1060098490,0.9826890508
35,35.1325200000,5.2661165836,34.5179147465,2.7203926423,100000,0.0000000000,6.0015738889,3.6352576424,35.1325200000,6.0015738889,1.0000000000,349.0000000000,0.1091552307,0.9825060869
36,36.1384000000,5.3318255686,35.5661733314,2.7766951770,100000,0.0000000000,6.1683312929,3.7400122082,36.1384000000,6.1683312929,0.0000000000,386.0000000000,0.1124701154,0.9841656889
37,37.1404000000,5.4122554463,36.5890973903,2.8014087499,100000,0.0000000000,6.3354030194,3.8450657963,37.1404000000,6.3354030194,1.0000000000,377.0000000000,0.1157048853,0.9851562555
38,38.1261400000,5.4759144857,37.6280146792,2.8531562427,100000,0.0000000000,6.5023329915,3.9508493292,38.1261400000,6.5023329915,0.0000000000,404.0000000000,0.1189902302,0.9869348085
39,39.1007200000,5.5543026311,38.5271449173,2.8723583137,100000,0.0000000000,6.6685953750,4.0557718384,39.1007200000,6.6685953750,1.0000000000,425.0000000000,0.1218335297,0.9853308307
40,40.1256200000,5.6194700176,39.5446302248,2.9235554930,100000,0.0000000000,6.8350941344,4.1607485931,40.1256200000,6.8350941344,0.0000000000,466.0000000000,0.1250511007,0.9855207278
41,41.1180000000,5.6941767141,40.5781043914,2.9486185831,100000,0.0000000000,7.0013937188,4.2661470690,41.1180000000,7.0013937188,1.0000000000,477.0000000000,0.1283192330,0.9868696043
42,42.1529800000,5.7600196614,41.5769445380,2.9958560547,100000,0.0000000000,7.1681121904,4.3710859922,42.1529800000,7.1681121904,0.0000000000,520.0000000000,0.1314778429,0.9863346444
43,43.1331200000,5.8316722892,42.5952997297,3.0207148676,100000,0.0000000000,7.3347223864,4.4762606914,43.1331200000,7.3347223864,1.0000000000,565.0000000000,0.1346981648,0.9875311531
44,44.1535000000,5.8939605363,43.6486471468,3.0683430703,100000,0.0000000000,7.5015146568,4.5821271672,44.1535000000,7.5015146568,0.0000000000,612.0000000000,0.1380291418,0.9885659607
45,45.1519200000,5.9661859414,44.6582718017,3.0913662533,100000,0.0000000000,7.6683703592,4.6881737218,45.1519200000,7.6683703592,1.0000000000,601.0000000000,0.1412218553,0.9890669500
46,46.1445400000,6.0264885632,45.6324773400,3.1346412230,100000,0.0000000000,7.8352540516,4.7936454171,46.1445400000,7.8352540516,0.0000000000,554.0000000000,0.1443025637,0.9889030715
47,47.1574800000,6.0983008538,46.6245549046,3.1572466956,100000,0.0000000000,8.0024686198,4.8996878896,47.1574800000,8.0024686198,1.0000000000,565.0000000000,0.1474397884,0.9886990336
48,48.1658800000,6.1574812959,47.6274383504,3.2017657770,100000,0.0000000000,8.1694728280,5.0056879881,48.1658800000,8.1694728280,0.0000000000,586.0000000000,0.1506111843,0.9888210981
49,49.1385200000,6.2247166992,48.6149723049,3.2235728648,100000,0.0000000000,8.3363281920,5.1116690394,49.1385200000,8.3363281920,1.0000000000,617.0000000000,0.1537340409,0.9893454729
50,50.1612400000,6.2835253690,49.6737419736,3.2678049111,100000,0.0000000000,8.5034890427,5.2175976166,50.1612400000,8.5034890427,0.0000000000,650.0000000000,0.1570821645,0.9902813801
51,51.1007600000,6.3487154146,50.6029193567,3.2855094862,100000,0.0000000000,8.6698520932,5.3231157197,51.1007600000,8.6698520932,1.0000000000,613.0000000000,0.1600204814,0.9902576666
52,52.1145800000,6.4058848718,51.6626932266,3.3285460803,100000,0.0000000000,8.8362715771,5.4285939350,52.1145800000,8.8362715771,0.0000000000,584.0000000000,0.1633717807,0.9913289760
53,53.0914400000,6.4706854632,52.6737000668,3.3498760629,100000,0.0000000000,9.0023910974,5.5344347981,53.0914400000,9.0023910974,1.0000000000,629.0000000000,0.1665688650,0.9921316895
54,54.0565800000,6.5224560889,53.6993031491,3.3932501482,100000,0.0000000000,9.1681711207,5.6403983169,54.0565800000,9.1681711207,0.0000000000,650.0000000000,0.1698121067,0.9933906871
55,55.0473200000,6.5866192844,54.7602629725,3.4152256737,100000,0.0000000000,9.3340960395,5.7465967787,55.0473200000,9.3340960395,1.0000000000,629.0000000000,0.1731671563,0.9947852679
56,56.0249200000,6.6415413024,55.6422143610,3.4517892648,100000,0.0000000000,9.4999142690,5.8512082589,56.0249200000,9.4999142690,0.0000000000,650.0000000000,0.1759561314,0.9931690105
57,57.0276400000,6.7059772046,56.6342768651,3.4723925082,100000,0.0000000000,9.6657662901,5.9559398554,57.0276400000,9.6657662901,1.0000000000,697.0000000000,0.1790933085,0.9931022372
58,58.0660400000,6.7621058669,57.7196205698,3.5128285249,100000,0.0000000000,9.8320015628,6.0611627614,58.0660400000,9.8320015628,0.0000000000,650.0000000000,0.1825254667,0.9940340442
59,59.0409200000,6.8241545706,58.6554625381,3.5315484418,100000,0.0000000000,9.9980341278,6.1659826377,59.0409200000,9.9980341278,1.0000000000,697.0000000000,0.1854848588,0.9934713507
60,59.9960400000,6.8735395071,59.6891861590,3.5707834777,100000,0.0000000000,10.1638534534,6.2706295437,59.9960400000,10.1638534534,0.0000000000,676.0000000000,0.1887537799,0.9948854318
61,61.0618000000,6.9358419624,60.8604372377,3.5994299928,100000,0.0000000000,10.3304228512,6.3765893397,61.0618000000,10.3304228512,1.0000000000,673.0000000000,0.1924576011,0.9967023120
62,62.1002400000,6.9902630235,61.9222831616,3.6381950006,100000,0.0000000000,10.4972253867,6.4829950373,62.1002400000,10.4972253867,0.0000000000,720.0000000000,0.1958154527,0.9971343615
63,63.1643600000,7.0540743476,62.9899206682,3.6612013191,100000,0.0000000000,10.6646252490,6.5896524044,63.1643600000,10.6646252490,1.0000000000,757.0000000000,0.1991916189,0.9972383266
64,64.1441800000,7.1030554452,64.0686816793,3.7001058555,100000,0.0000000000,10.8318865467,6.6969002050,64.1441800000,10.8318865467,0.0000000000,776.0000000000,0.2026029608,0.9988229903
65,65.1338000000,7.1619562706,65.0976855008,3.7202395593,100000,0.0000000000,10.9993731313,6.8043300247,65.1338000000,10.9993731313,1.0000000000,797.0000000000,0.2058569566,0.9994455337
66,66.1655400000,7.2119963092,66.2543208893,3.7620006958,100000,0.0000000000,11.1668106483,6.9130723115,66.1655400000,11.1668106483,0.0000000000,820.0000000000,0.2095145588,1.0013417995
67,67.1476800000,7.2687247395,67.2577462499,3.7832949478,100000,0.0000000000,11.3341986592,7.0216189760,67.1476800000,11.3341986592,1.0000000000,845.0000000000,0.2126876684,1.0016391668
68,68.1217000000,7.3167121878,68.3382624092,3.8193484734,100000,0.0000000000,11.5011532451,7.1301858406,68.1217000000,11.5011532451,0.0000000000,872.0000000000,0.2161045606,1.0031790517
69,69.1362800000,7.3734567857,69.4140123301,3.8429695587,100000,0.0000000000,11.6680787673,7.2393671375,69.1362800000,11.6680787673,1.0000000000,901.0000000000,0.2195063805,1.0040171720
70,70.1864600000,7.4255757665,70.5070532122,3.8790829503,100000,0.0000000000,11.8352833565,7.3487355001,70.1864600000,11.8352833565,0.0000000000,954.0000000000,0.2229628793,1.0045677359
71,71.2489600000,7.4832051371,71.6944166509,3.9052017715,100000,0.0000000000,12.0031980710,7.4589374857,71.2489600000,12.0031980710,1.0000000000,901.0000000000,0.2267176521,1.0062521144
72,72.2790200000,7.5327630968,72.8007496379,3.9416367321,100000,0.0000000000,12.1713159917,7.5693461606,72.2790200000,12.1713159917,0.0000000000,932.0000000000,0.2302161842,1.0072182722
73,73.3202400000,7.5883969077,73.8998923297,3.9669222794,100000,0.0000000000,12.3397835281,7.6805347302,73.3202400000,12.3397835281,1.0000000000,925.0000000000,0.2336919786,1.0079057615
74,74.2616200000,7.6324587799,74.8193049619,4.0008990206,100000,0.0000000000,12.5077016107,7.7908865435,74.2616200000,12.5077016107,0.0000000000,980.0000000000,0.2365994166,1.0075097333
75,75.2657600000,7.6870465185,75.8695011953,4.0218249368,100000,0.0000000000,12.6756733830,7.9012942008,75.2657600000,12.6756733830,1.0000000000,981.0000000000,0.2399204287,1.0080214588
76,76.2231800000,7.7328430644,76.7751823878,4.0529394445,100000,0.0000000000,12.8433136279,8.0110882967,76.2231800000,12.8433136279,0.0000000000,1010.0000000000,0.2427844441,1.0072419228
77,77.2180400000,7.7848109533,77.8573771621,4.0761205111,100000,0.0000000000,13.0105959961,8.1210902833,77.2180400000,13.0105959961,1.0000000000,1069.0000000000,0.2462066445,1.0082796347
78,78.2241000000,7.8321321269,78.8713929076,4.1087475398,100000,0.0000000000,13.1778285788,8.2309261882,78.2241000000,13.1778285788,0.0000000000,1044.0000000000,0.2494132438,1.0082748527
79,79.1701200000,7.8843168351,79.7984311825,4.1240354077,100000,0.0000000000,13.3446802375,8.3402261676,79.1701200000,13.3446802375,1.0000000000,985.0000000000,0.2523447962,1.0079362161
80,80.1862000000,7.9330362325,80.8005775323,4.1536894604,100000,0.0000000000,13.5115241091,8.4493943801,80.1862000000,13.5115241091,0.0000000000,928.0000000000,0.2555138613,1.0076618861
81,81.1566800000,7.9826290168,81.8409536319,4.1754417706,100000,0.0000000000,13.6780661333,8.5584035476,81.1566800000,13.6780661333,1.0000000000,941.0000000000,0.2588038194,1.0084315134
82,82.1720400000,8.0292288304,82.9218219906,4.2075556310,100000,0.0000000000,13.8448279983,8.6675874599,82.1720400000,13.8448279983,0.0000000000,962.0000000000,0.2622218252,1.0091245391
83,83.2057200000,8.0814513051,84.0472129180,4.2303504351,100000,0.0000000000,14.0118821344,8.7776666912,83.2057200000,14.0118821344,1.0000000000,1021.0000000000,0.2657806238,1.0101134023
84,84.1896800000,8.1254527540,85.0584581420,4.2622409063,100000,0.0000000000,14.1788131626,8.8878037297,84.1896800000,14.1788131626,0.0000000000,1000.0000000000,0.2689784620,1.0103192950
85,85.1423600000,8.1744895074,86.0325020770,4.2801964083,100000,0.0000000000,14.3456024716,8.9975273388,85.1423600000,14.3456024716,1.0000000000,1037.0000000000,0.2720586594,1.0104547499
86,86.1821600000,8.2184356346,87.2233804535,4.3173459115,100000,0.0000000000,14.5125636623,9.1076409207,86.1821600000,14.5125636623,0.0000000000,1066.0000000000,0.2758245475,1.0120816240
87,87.1924000000,8.2703658518,88.2082378366,4.3351411369,100000,0.0000000000,14.6797585072,9.2178269321,87.1924000000,14.6797585072,1.0000000000,1125.0000000000,0.2789389400,1.0116505319
88,88.2420800000,8.3164965722,89.3099100731,4.3678329597,100000,0.0000000000,14.8473024669,9.3284180572,88.2420800000,14.8473024669,0.0000000000,1156.0000000000,0.2824227335,1.0121011435
89,89.2418400000,8.3670359597,90.3147655337,4.3857210638,100000,0.0000000000,15.0149157926,9.4394072994,89.2418400000,15.0149157926,1.0000000000,1125.0000000000,0.2856003654,1.0120226738
90,90.2801000000,8.4116966787,91.3737585086,4.4185358418,100000,0.0000000000,15.1829265958,9.5505306288,90.2801000000,15.1829265958,0.0000000000,1156.0000000000,0.2889491953,1.0121140596
91,91.3254800000,8.4626991478,92.4554568577,4.4393922033,100000,0.0000000000,15.3510658412,9.6617260419,91.3254800000,15.3510658412,1.0000000000,1125.0000000000,0.2923698258,1.0123730733
92,92.3194200000,8.5063798771,93.4254809507,4.4677646969,100000,0.0000000000,15.5189770910,9.7729317881,92.3194200000,15.5189770910,0.0000000000,1160.0000000000,0.2954373113,1.0119808048
93,93.3674000000,8.5567152773,94.5830152683,4.4888777732,100000,0.0000000000,15.6870276415,9.8846977544,93.3674000000,15.6870276415,1.0000000000,1229.0000000000,0.2990977562,1.0130196971
94,94.3709400000,8.5989690018,95.7090718977,4.5198088573,100000,0.0000000000,15.8550995258,9.9967684957,94.3709400000,15.8550995258,0.0000000000,1300.0000000000,0.3026586599,1.0141794910
95,95.3869600000,8.6470659789,96.7478372986,4.5403975550,100000,0.0000000000,16.0233226562,10.1087765185,95.3869600000,16.0233226562,1.0000000000,1373.0000000000,0.3059435246,1.0142669113
96,96.3807200000,8.6889609129,97.8172439414,4.5697569141,100000,0.0000000000,16.1914618365,10.2207622265,96.3807200000,16.1914618365,0.0000000000,1300.0000000000,0.3093252853,1.0149046816
97,97.3652000000,8.7353549580,98.8880841606,4.5889839570,100000,0.0000000000,16.3596085798,10.3326220437,97.3652000000,16.3596085798,1.0000000000,1373.0000000000,0.3127115794,1.0156409493
98,98.3997000000,8.7810157004,99.9059335571,4.6144840740,100000,0.0000000000,16.5279438343,10.4445496328,98.3997000000,16.5279438343,0.0000000000,1370.0000000000,0.3159303018,1.0153072983
99,99.3348400000,8.8232691847,100.9547124317,4.6351656814,100000,0.0000000000,16.6958579900,10.5566195432,99.3348400000,16.6958579900,1.0000000000,1297.0000000000,0.3192468318,1.0163071932
100,100.3165600000,8.8647578291,101.9472370875,4.6618267483,100000,0.0000000000,16.8636218469,10.6682446862,100.3165600000,16.8636218469,0.0000000000,1370.0000000000,0.3223854704,1.0162553131
101,101.2821200000,8.9089786003,102.9635613618,4.6810490597,100000,0.0000000000,17.0311947674,10.7799223582,101.2821200000,17.0311947674,1.0000000000,1381.0000000000,0.3255993699,1.0166015617
102,102.2953800000,8.9494124604,104.0256094943,4.7120480275,100000,0.0000000000,17.1987410557,10.8915132362,102.2953800000,17.1987410557,0.0000000000,1444.0000000000,0.3289578610,1.0169140531
103,103.3142800000,8.9957649923,105.1673247168,4.7318592756,100000,0.0000000000,17.3662794027,11.0030770580,103.3142800000,17.3662794027,1.0000000000,1445.0000000000,0.3325682815,1.0179359980
104,104.3645200000,9.0387192523,106.2921867550,4.7608900720,100000,0.0000000000,17.5338268662,11.1149799751,104.3645200000,17.5338268662,0.0000000000,1514.0000000000,0.3361254076,1.0184705181
105,105.3436800000,9.0812526596,107.3924450046,4.7827324964,100000,0.0000000000,17.7012031826,11.2270429419,105.3436800000,17.7012031826,1.0000000000,1445.0000000000,0.3396047297,1.0194483903
106,106.3605400000,9.1227011916,108.3568584396,4.8100793100,100000,0.0000000000,17.8685397747,11.3387929847,106.3605400000,17.8685397747,0.0000000000,1480.0000000000,0.3426544728,1.0187693522
107,107.3863200000,9.1700229274,109.4100962291,4.8266965423,100000,0.0000000000,18.0359255418,11.4507440461,107.3863200000,18.0359255418,1.0000000000,1517.0000000000,0.3459851031,1.0188457546
108,108.3875800000,9.2100488583,110.4124771108,4.8541302031,100000,0.0000000000,18.2033054154,11.5626212194,108.3875800000,18.2033054154,0.0000000000,1450.0000000000,0.3491549098,1.0186820031
109,109.3974000000,9.2545700296,111.5190042694,4.8734313956,100000,0.0000000000,18.3706919802,11.6745547636,109.3974000000,18.3706919802,1.0000000000,1521.0000000000,0.3526540559,1.0193935529
110,110.3386000000,9.2915993474,112.5010868838,4.8994674779,100000,0.0000000000,18.5376754825,11.7861976006,110.3386000000,18.5376754825,0.0000000000,1556.0000000000,0.3557596738,1.0195986435
111,111.2041600000,9.3300184569,113.3877562998,4.9147650599,100000,0.0000000000,18.7042040083,11.8973651404,111.2041600000,18.7042040083,1.0000000000,1625.0000000000,0.3585635687,1.0196359228
112,112.2227800000,9.3693299200,114.4736032851,4.9435247395,100000,0.0000000000,18.8708785011,12.0084661735,112.2227800000,18.8708785011,0.0000000000,1696.0000000000,0.3619973183,1.0200567415
113,113.1319600000,9.4097091371,115.3946121210,4.9587633495,100000,0.0000000000,19.0370394829,12.1186449424,113.1319600000,19.0370394829,1.0000000000,1737.0000000000,0.3649098040,1.0200001142
114,114.0711600000,9.4464227461,116.3594687864,4.9835988304,100000,0.0000000000,19.2029434163,12.2287413325,114.0711600000,19.2029434163,0.0000000000,1810.0000000000,0.3679609487,1.0200603622
115,115.0467200000,9.4900530144,117.2639459392,4.9985611713,100000,0.0000000000,19.3685965502,12.3379324047,115.0467200000,19.3685965502,1.0000000000,1885.0000000000,0.3708211566,1.0192723959
116,116.0662600000,9.5297164957,118.2827326773,5.0250137822,100000,0.0000000000,19.5342288392,12.4468923204,116.0662600000,19.5342288392,0.0000000000,1962.0000000000,0.3740428431,1.0190966150
117,117.0642000000,9.5722220608,119.3070185629,5.0434873668,100000,0.0000000000,19.6999585378,12.5558806196,117.0642000000,19.6999585378,1.0000000000,2005.0000000000,0.3772819195,1.0191588766
118,118.0928000000,9.6122613127,120.2976133935,5.0692437756,100000,0.0000000000,19.8658187515,12.6647397509,118.0928000000,19.8658187515,0.0000000000,2084.0000000000,0.3804144554,1.0186701763
119,119.0525600000,9.6536401845,121.3840877440,5.0852523229,100000,0.0000000000,20.0314968653,12.7740645191,119.0525600000,20.0314968653,1.0000000000,2129.0000000000,0.3838501890,1.0195840202
120,120.1545000000,9.6951440233,122.4794432129,5.1145559307,100000,0.0000000000,20.1976183430,12.8834407892,120.1545000000,20.1976183430,0.0000000000,2210.0000000000,0.3873140071,1.0193496141
121,121.0636000000,9.7340226343,123.3882644138,5.1295617117,100000,0.0000000000,20.3634350793,12.9922236600,121.0636000000,20.3634350793,1.0000000000,2129.0000000000,0.3901879521,1.0192020096
122,121.8842000000,9.7647967357,124.2133794338,5.1510139497,100000,0.0000000000,20.5285700549,13.1000642872,121.8842000000,20.5285700549,0.0000000000,2176.0000000000,0.3927971949,1.0191097733
123,122.8562400000,9.8061403107,125.1365403592,5.1668029000,100000,0.0000000000,20.6936650898,13.2077377136,122.8562400000,20.6936650898,1.0000000000,2129.0000000000,0.3957164860,1.0185607207
124,123.8238400000,9.8405332964,126.1659935468,5.1949729973,100000,0.0000000000,20.8585899507,13.3151536982,123.8238400000,20.8585899507,0.0000000000,2176.0000000000,0.3989719029,1.0189152069
125,124.8592800000,9.8847224929,127.2033296651,5.2107140814,100000,0.0000000000,21.0236551222,13.4225992807,124.8592800000,21.0236551222,1.0000000000,2129.0000000000,0.4022522477,1.0187735318
126,125.8358400000,9.9199526192,128.2057855617,5.2374020308,100000,0.0000000000,21.1887053035,13.5300988675,125.8358400000,21.1887053035,0.0000000000,2050.0000000000,0.4054222916,1.0188336293
127,126.8543600000,9.9632877359,129.1461320713,5.2523573271,100000,0.0000000000,21.3539409875,13.6372417805,126.8543600000,21.3539409875,1.0000000000,2097.0000000000,0.4083959283,1.0180661671
128,127.7802600000,9.9972310597,130.1171293656,5.2759483639,100000,0.0000000000,21.5188257352,13.7438488012,127.7802600000,21.5188257352,0.0000000000,2050.0000000000,0.4114664914,1.0182881876
129,128.8507600000,10.0411463876,131.1790006343,5.2939719703,100000,0.0000000000,21.6840959598,13.8506266432,128.8507600000,21.6840959598,1.0000000000,2129.0000000000,0.4148244232,1.0180692813
130,129.9478600000,10.0821595897,132.2752567997,5.3195787435,100000,0.0000000000,21.8496229474,13.9574055263,129.9478600000,21.8496229474,0.0000000000,2176.0000000000,0.4182910896,1.0179102357
131,131.0286800000,10.1246731099,133.3917747744,5.3403814862,100000,0.0000000000,22.0155307254,14.0644079224,131.0286800000,22.0155307254,1.0000000000,2225.0000000000,0.4218218294,1.0180349430
132,131.9158800000,10.1552708091,134.3704591189,5.3652916783,100000,0.0000000000,22.1812389779,14.1712489044,131.9158800000,22.1812389779,0.0000000000,2306.0000000000,0.4249167011,1.0186071542
133,132.9384400000,10.1973923399,135.3520785595,5.3806718416,100000,0.0000000000,22.3469434685,14.2778585727,132.9384400000,22.3469434685,1.0000000000,2389.0000000000,0.4280208543,1.0181560620
134,133.9331400000,10.2337505139,136.3802920137,5.4040253904,100000,0.0000000000,22.5126205575,14.3846426111,133.9331400000,22.5126205575,0.0000000000,2440.0000000000,0.4312723507,1.0182714451
135,134.9514400000,10.2739745320,137.4404477653,5.4218896444,100000,0.0000000000,22.6784267939,14.4917410272,134.9514400000,22.6784267939,1.0000000000,2525.0000000000,0.4346248576,1.0184437288
136,135.9599000000,10.3108090475,138.3684921938,5.4449166004,100000,0.0000000000,22.8442037466,14.5985843306,135.9599000000,22.8442037466,0.0000000000,2440.0000000000,0.4375595917,1.0177154602
137,136.9233600000,10.3483917340,139.3849376594,5.4620644924,100000,0.0000000000,23.0099873178,14.7054691042,136.9233600000,23.0099873178,1.0000000000,2389.0000000000,0.4407738745,1.0179777772
138,137.8551800000,10.3824363914,140.2937442196,5.4827178095,100000,0.0000000000,23.1756174018,14.8123391559,137.8551800000,23.1756174018,0.0000000000,2440.0000000000,0.4436477732,1.0176893187
139,138.8473600000,10.4218567701,141.2842810118,5.4983871694,100000,0.0000000000,23.3414412837,14.9197760893,138.8473600000,23.3414412837,1.0000000000,2389.0000000000,0.4467801256,1.0175510792
140,139.8502600000,10.4583386581,142.3362655753,5.5202728657,100000,0.0000000000,23.5073094341,15.0274685249,139.8502600000,23.5073094341,0.0000000000,2440.0000000000,0.4501067929,1.0177761956
141,140.7991200000,10.4961957705,143.1841118533,5.5343467861,100000,0.0000000000,23.6729265344,15.1345377185,140.7991200000,23.6729265344,1.0000000000,2389.0000000000,0.4527879182,1.0169389685
142,141.7866000000,10.5311238630,144.2650038659,5.5571602624,100000,0.0000000000,23.8386254800,15.2418170491,141.7866000000,23.8386254800,0.0000000000,2340.0000000000,0.4562059989,1.0174798173
