step,mean_r2,mean_r,std_r2,std_r,n_alive,trapped_rate,mean_rg2,std_rg2,mean_r2_all,mean_rg2_all,min_r2,max_r2,se_r2,cv_r2
25,25.1080000000,4.4521722349,24.7562423643,2.2991655857,10000,0.0000000000,4.3342437870,2.6296160870,25.1080000000,4.3342437870,1.0000000000,229.0000000000,0.2475624236,0.9859902168
26,26.0984000000,4.5281410311,25.8002309571,2.3652354644,10000,0.0000000000,4.5022578875,2.7361420988,26.0984000000,4.5022578875,0.0000000000,260.0000000000,0.2580023096,0.9885751984
27,27.1496000000,4.6304443330,26.8223790861,2.3892645896,10000,0.0000000000,4.6709706633,2.8432398842,27.1496000000,4.6709706633,1.0000000000,293.0000000000,0.2682237909,0.9879474867
28,28.0514000000,4.6963820276,27.7294961736,2.4485497444,10000,0.0000000000,4.8373139120,2.9484923793,28.0514000000,4.8373139120,0.0000000000,290.0000000000,0.2772949617,0.9885245005
29,29.0516000000,4.7902614236,28.7010337347,2.4708289081,10000,0.0000000000,5.0041275556,3.0522111574,29.0516000000,5.0041275556,1.0000000000,293.0000000000,0.2870103373,0.9879329791
30,30.1710000000,4.8679580392,30.0258281984,2.5444025878,10000,0.0000000000,5.1734851197,3.1608370875,30.1710000000,5.1734851197,0.0000000000,328.0000000000,0.3002582820,0.9951883663
31,31.0996000000,4.9525598916,30.9523969967,2.5635425723,10000,0.0000000000,5.3420611328,3.2675667402,31.0996000000,5.3420611328,1.0000000000,333.0000000000,0.3095239700,0.9952667236
32,32.0930000000,5.0290380300,31.7775856698,2.6080215667,10000,0.0000000000,5.5102995409,3.3719393704,32.0930000000,5.5102995409,0.0000000000,328.0000000000,0.3177758567,0.9901718652
33,33.0940000000,5.1135493176,32.8245146803,2.6354531634,10000,0.0000000000,5.6796657439,3.4759755052,33.0940000000,5.6796657439,1.0000000000,365.0000000000,0.3282451468,0.9918569735
34,33.8940000000,5.1681992695,33.5392540764,2.6802455690,10000,0.0000000000,5.8464393469,3.5760555354,33.8940000000,5.8464393469,0.0000000000,328.0000000000,0.3353925408,0.9895336660
35,34.7664000000,5.2409949754,34.4320756133,2.7015498640,10000,0.0000000000,6.0107195988,3.6752386609,34.7664000000,6.0107195988,1.0000000000,325.0000000000,0.3443207561,0.9903836927
36,35.8530000000,5.3120878885,35.5030307298,2.7631001186,10000,0.0000000000,6.1762726077,3.7746793197,35.8530000000,6.1762726077,0.0000000000,362.0000000000,0.3550303073,0.9902387730
37,36.9632000000,5.4005550343,36.4920847001,2.7923476362,10000,0.0000000000,6.3429470914,3.8769748479,36.9632000000,6.3429470914,1.0000000000,325.0000000000,0.3649208470,0.9872544774
38,37.7982000000,5.4524355838,37.3928506102,2.8406242632,10000,0.0000000000,6.5070994083,3.9773631809,37.7982000000,6.5070994083,0.0000000000,338.0000000000,0.3739285061,0.9892759605
39,38.8420000000,5.5328318036,38.5660658611,2.8687579599,10000,0.0000000000,6.6716865000,4.0795475953,38.8420000000,6.6716865000,1.0000000000,361.0000000000,0.3856606586,0.9928959853
40,39.9150000000,5.6007817900,39.7372416632,2.9233958577,10000,0.0000000000,6.8371170732,4.1858004467,39.9150000000,6.8371170732,0.0000000000,360.0000000000,0.3973724166,0.9955465781
41,40.9936000000,5.6789666092,40.7355957246,2.9568459973,10000,0.0000000000,7.0024870748,4.2924528543,40.9936000000,7.0024870748,1.0000000000,397.0000000000,0.4073559572,0.9937062304
42,41.9736000000,5.7390464749,41.7345049454,3.0061512868,10000,0.0000000000,7.1673047052,4.3979214340,41.9736000000,7.1673047052,0.0000000000,436.0000000000,0.4173450495,0.9943036801
43,42.8452000000,5.8108704107,42.3963587701,3.0131354217,10000,0.0000000000,7.3316376033,4.4977467178,42.8452000000,7.3316376033,1.0000000000,449.0000000000,0.4239635877,0.9895241187
44,43.7174000000,5.8704808445,43.2718723565,3.0421792608,10000,0.0000000000,7.4934923457,4.5956238060,43.7174000000,7.4934923457,0.0000000000,410.0000000000,0.4327187236,0.9898089172
45,44.7304000000,5.9350402933,44.5198126213,3.0831309926,10000,0.0000000000,7.6557215501,4.6956491484,44.7304000000,7.6557215501,1.0000000000,425.0000000000,0.4451981262,0.9952920748
46,45.8006000000,6.0022390292,45.4652377057,3.1262959932,10000,0.0000000000,7.8190171118,4.7946112344,45.8006000000,7.8190171118,0.0000000000,464.0000000000,0.4546523771,0.9926777751
47,46.8348000000,6.0776037897,46.4711341476,3.1460343571,10000,0.0000000000,7.9827312500,4.8937707800,46.8348000000,7.9827312500,1.0000000000,425.0000000000,0.4647113415,0.9922351360
48,47.8096000000,6.1369463353,47.6081563163,3.1855124669,10000,0.0000000000,8.1465792586,4.9936986602,47.8096000000,8.1465792586,0.0000000000,464.0000000000,0.4760815632,0.9957865432
49,48.6788000000,6.1972045424,48.4255555524,3.2052232153,10000,0.0000000000,8.3091270400,5.0924296984,48.6788000000,8.3091270400,1.0000000000,481.0000000000,0.4842555555,0.9947976440
50,49.5788000000,6.2448328430,49.4332458024,3.2528238136,10000,0.0000000000,8.4709362553,5.1923975454,49.5788000000,8.4709362553,0.0000000000,500.0000000000,0.4943324580,0.9970641847
51,50.6552000000,6.3197856274,50.3465382421,3.2734553035,10000,0.0000000000,8.6330659763,5.2928248724,50.6552000000,8.6330659763,1.0000000000,493.0000000000,0.5034653824,0.9939066126
52,51.6972000000,6.3768158463,51.4150514165,3.3216591731,10000,0.0000000000,8.7960767533,5.3940520692,51.6972000000,8.7960767533,0.0000000000,500.0000000000,0.5141505142,0.9945422850
53,52.7476000000,6.4430790198,52.7709190202,3.3517656161,10000,0.0000000000,8.9607836763,5.4981175841,52.7476000000,8.9607836763,1.0000000000,541.0000000000,0.5277091902,1.0004420868
54,53.7832000000,6.5027039003,53.7481999490,3.3908762858,10000,0.0000000000,9.1250173884,5.6026385569,53.7832000000,9.1250173884,0.0000000000,562.0000000000,0.5374819995,0.9993492382
55,54.6168000000,6.5565499620,54.7611865993,3.4100516998,10000,0.0000000000,9.2883739796,5.7082976507,54.6168000000,9.2883739796,1.0000000000,605.0000000000,0.5476118660,1.0026436298
56,55.5754000000,6.6062941441,55.9547112837,3.4543129102,10000,0.0000000000,9.4517293937,5.8164232975,55.5754000000,9.4517293937,0.0000000000,584.0000000000,0.5595471128,1.0068251652
57,56.5676000000,6.6674355811,57.0187077216,3.4803595751,10000,0.0000000000,9.6154481570,5.9246865701,56.5676000000,9.6154481570,1.0000000000,629.0000000000,0.5701870772,1.0079746661
58,57.7448000000,6.7250681150,58.3759237440,3.5381151547,10000,0.0000000000,9.7806526286,6.0357494819,57.7448000000,9.7806526286,0.0000000000,650.0000000000,0.5837592374,1.0109295338
59,58.6708000000,6.7833425192,59.4775153092,3.5576768075,10000,0.0000000000,9.9461373889,6.1487382616,58.6708000000,9.9461373889,1.0000000000,673.0000000000,0.5947751531,1.0137498604
60,59.5892000000,6.8253860606,60.7002013453,3.6060095846,10000,0.0000000000,10.1107076592,6.2627365203,59.5892000000,10.1107076592,0.0000000000,720.0000000000,0.6070020135,1.0186443407
61,60.6392000000,6.8876318442,61.7409898152,3.6331429341,10000,0.0000000000,10.2770440166,6.3774278408,60.6392000000,10.2770440166,1.0000000000,745.0000000000,0.6174098982,1.0181695968
62,61.6962000000,6.9416128347,63.0322084776,3.6756239270,10000,0.0000000000,10.4444930209,6.4935669761,61.6962000000,10.4444930209,0.0000000000,772.0000000000,0.6303220848,1.0216546315
63,62.6664000000,7.0035560397,64.1235363267,3.6900681293,10000,0.0000000000,10.6117151367,6.6105242601,62.6664000000,10.6117151367,1.0000000000,821.0000000000,0.6412353633,1.0232522744
64,63.4960000000,7.0441282513,64.7458259967,3.7250848553,10000,0.0000000000,10.7766736095,6.7237982919,63.4960000000,10.7766736095,0.0000000000,772.0000000000,0.6474582600,1.0196835391
65,64.5848000000,7.1102696456,65.9483465218,3.7455127241,10000,0.0000000000,10.9422462810,6.8374797561,64.5848000000,10.9422462810,1.0000000000,821.0000000000,0.6594834652,1.0211124989
66,65.3838000000,7.1465653637,66.8583150966,3.7829093966,10000,0.0000000000,11.1065902874,6.9501436561,65.3838000000,11.1065902874,0.0000000000,872.0000000000,0.6685831510,1.0225516886
67,66.4496000000,7.2083989502,67.9978430528,3.8063873391,10000,0.0000000000,11.2715975346,7.0641756399,66.4496000000,11.2715975346,1.0000000000,873.0000000000,0.6799784305,1.0232995090
68,67.7922000000,7.2756156812,69.3232516488,3.8545578811,10000,0.0000000000,11.4394465028,7.1793234843,67.7922000000,11.4394465028,0.0000000000,850.0000000000,0.6932325165,1.0225844809
69,68.7780000000,7.3312495200,70.3257358013,3.8769550521,10000,0.0000000000,11.6067537143,7.2924423759,68.7780000000,11.6067537143,1.0000000000,881.0000000000,0.7032573580,1.0225033557
70,69.9274000000,7.3887409934,71.5355179560,3.9158532316,10000,0.0000000000,11.7754310256,7.4060738511,69.9274000000,11.7754310256,0.0000000000,914.0000000000,0.7153551796,1.0229969648
71,70.8656000000,7.4361662518,72.6901887234,3.9457612036,10000,0.0000000000,11.9438621528,7.5206418507,70.8656000000,11.9438621528,1.0000000000,965.0000000000,0.7269018872,1.0257471710
72,71.6830000000,7.4702387031,73.9776608917,3.9847877885,10000,0.0000000000,12.1113577782,7.6356522076,71.6830000000,12.1113577782,0.0000000000,1018.0000000000,0.7397766089,1.0320112285
73,72.7840000000,7.5323146133,75.3951599508,4.0060250331,10000,0.0000000000,12.2793025566,7.7524268052,72.7840000000,12.2793025566,1.0000000000,965.0000000000,0.7539515995,1.0358754665
74,73.7140000000,7.5763156788,76.2597915287,4.0389900638,10000,0.0000000000,12.4466718578,7.8683232641,73.7140000000,12.4466718578,0.0000000000,914.0000000000,0.7625979153,1.0345360655
75,74.7436000000,7.6296525644,77.6495193742,4.0659564369,10000,0.0000000000,12.6136987535,7.9859129965,74.7436000000,12.6136987535,1.0000000000,965.0000000000,0.7764951937,1.0388785043
76,75.7386000000,7.6748939795,78.8006298835,4.1029991962,10000,0.0000000000,12.7797456569,8.1045420050,75.7386000000,12.7797456569,0.0000000000,914.0000000000,0.7880062988,1.0404289211
77,76.7316000000,7.7329257782,79.4356693271,4.1150284215,10000,0.0000000000,12.9460435897,8.2207573024,76.7316000000,12.9460435897,1.0000000000,881.0000000000,0.7943566933,1.0352406222
78,77.7502000000,7.7738495344,80.5685670715,4.1614256472,10000,0.0000000000,13.1115629547,8.3386569847,77.7502000000,13.1115629547,0.0000000000,872.0000000000,0.8056856707,1.0362490009
79,78.9256000000,7.8378290730,81.8509136457,4.1825871685,10000,0.0000000000,13.2785150000,8.4578086951,78.9256000000,13.2785150000,1.0000000000,925.0000000000,0.8185091365,1.0370641927
80,79.7710000000,7.8750294919,82.6351496580,4.2136576156,10000,0.0000000000,13.4447820759,8.5755340754,79.7710000000,13.4447820759,0.0000000000,980.0000000000,0.8263514966,1.0359046478
81,80.5760000000,7.9181924913,83.2876234743,4.2282653265,10000,0.0000000000,13.6101709102,8.6917634222,80.5760000000,13.6101709102,1.0000000000,953.0000000000,0.8328762347,1.0336529919
82,81.4716000000,7.9636806989,84.1340548972,4.2486927078,10000,0.0000000000,13.7759855712,8.8075154582,81.4716000000,13.7759855712,0.0000000000,980.0000000000,0.8413405490,1.0326795460
83,82.5928000000,8.0172506439,85.7511223726,4.2797771101,10000,0.0000000000,13.9432085317,8.9262582185,82.5928000000,13.9432085317,1.0000000000,1037.0000000000,0.8575112237,1.0382396816
84,83.8042000000,8.0776518780,86.9836562945,4.3076374196,10000,0.0000000000,14.1118969689,9.0461901229,83.8042000000,14.1118969689,0.0000000000,1010.0000000000,0.8698365629,1.0379391044
85,84.8248000000,8.1293730372,88.0810609891,4.3287520167,10000,0.0000000000,14.2808183883,9.1666988668,84.8248000000,14.2808183883,1.0000000000,1037.0000000000,0.8808106099,1.0383880774
86,85.9112000000,8.1771671848,89.4116016776,4.3640734220,10000,0.0000000000,14.4498766019,9.2888156310,85.9112000000,14.4498766019,0.0000000000,1096.0000000000,0.8941160168,1.0407444161
87,86.9148000000,8.2307969251,90.4796062158,4.3782167577,10000,0.0000000000,14.6184806818,9.4124977579,86.9148000000,14.6184806818,1.0000000000,1157.0000000000,0.9047960622,1.0410149505
88,87.8924000000,8.2747077496,91.6512587052,4.4069957634,10000,0.0000000000,14.7872294407,9.5366149186,87.8924000000,14.7872294407,0.0000000000,1130.0000000000,0.9165125871,1.0427665954
89,88.9980000000,8.3300673129,92.7814722668,4.4280897194,10000,0.0000000000,14.9562565926,9.6602217067,88.9980000000,14.9562565926,1.0000000000,1157.0000000000,0.9278147227,1.0425118797
90,90.2160000000,8.3844446697,93.8003099355,4.4628564374,10000,0.0000000000,15.1270217607,9.7835738688,90.2160000000,15.1270217607,0.0000000000,1096.0000000000,0.9380030994,1.0397303132
91,91.2232000000,8.4352762343,94.6039903057,4.4798788879,10000,0.0000000000,15.2978950614,9.9053381129,91.2232000000,15.2978950614,1.0000000000,1105.0000000000,0.9460399031,1.0370606414
92,92.1470000000,8.4795184864,95.5026470366,4.4994184333,10000,0.0000000000,15.4681484796,10.0255801425,92.1470000000,15.4681484796,0.0000000000,1152.0000000000,0.9550264704,1.0364162375
93,93.3820000000,8.5467468985,96.1116999954,4.5094475774,10000,0.0000000000,15.6398618379,10.1439019651,93.3820000000,15.6398618379,1.0000000000,1201.0000000000,0.9611170000,1.0292315435
94,94.6838000000,8.5964110431,97.7378371848,4.5591136395,10000,0.0000000000,15.8132471136,10.2634658344,94.6838000000,15.8132471136,0.0000000000,1154.0000000000,0.9773783718,1.0322551185
95,95.6048000000,8.6470069620,98.5820704640,4.5644354085,10000,0.0000000000,15.9862027995,10.3821687053,95.6048000000,15.9862027995,1.0000000000,1201.0000000000,0.9858207046,1.0311414329
96,96.7762000000,8.6924225841,99.8691559670,4.6062989068,10000,0.0000000000,16.1596583059,10.5010487380,96.7762000000,16.1596583059,0.0000000000,1252.0000000000,0.9986915597,1.0319598824
97,97.8000000000,8.7429855848,100.5691801697,4.6217099718,10000,0.0000000000,16.3327893794,10.6179805090,97.8000000000,16.3327893794,1.0000000000,1305.0000000000,1.0056918017,1.0283147257
98,98.8974000000,8.7867262803,101.8996284254,4.6573427269,10000,0.0000000000,16.5065968779,10.7353844604,98.8974000000,16.5065968779,0.0000000000,1252.0000000000,1.0189962843,1.0303570005
99,99.6404000000,8.8224346744,102.6892764014,4.6695873924,10000,0.0000000000,16.6789583800,10.8519119610,99.6404000000,16.6789583800,1.0000000000,1305.0000000000,1.0268927640,1.0305987973
100,100.6714000000,8.8630587501,103.6576828896,4.7029341471,10000,0.0000000000,16.8512939320,10.9682984863,100.6714000000,16.8512939320,0.0000000000,1252.0000000000,1.0365768289,1.0296636670
101,101.7500000000,8.9101240355,105.0623695716,4.7286033533,10000,0.0000000000,17.0243008074,11.0857880741,101.7500000000,17.0243008074,1.0000000000,1305.0000000000,1.0506236957,1.0325540007
102,102.7694000000,8.9460691122,106.2117791191,4.7683589881,10000,0.0000000000,17.1967927609,11.2038211890,102.7694000000,17.1967927609,0.0000000000,1354.0000000000,1.0621177912,1.0334961488
103,103.6408000000,8.9889171098,106.7753181937,4.7791389594,10000,0.0000000000,17.3681372966,11.3190701584,103.6408000000,17.3681372966,1.0000000000,1369.0000000000,1.0677531819,1.0302440563
104,104.5694000000,9.0295432015,107.8544472131,4.7996614019,10000,0.0000000000,17.5385258776,11.4346223369,104.5694000000,17.5385258776,0.0000000000,1440.0000000000,1.0785444721,1.0314149953
105,105.5068000000,9.0725348908,108.8772995337,4.8162133109,10000,0.0000000000,17.7090158775,11.5503589160,105.5068000000,17.7090158775,1.0000000000,1465.0000000000,1.0887729953,1.0319458038
106,106.3560000000,9.1045588978,109.9798038914,4.8438628465,10000,0.0000000000,17.8786278802,11.6659472640,106.3560000000,17.8786278802,0.0000000000,1492.0000000000,1.0997980389,1.0340723973
107,107.3160000000,9.1482157376,110.9163979942,4.8606737001,10000,0.0000000000,18.0480664609,11.7796366077,107.3160000000,18.0480664609,1.0000000000,1421.0000000000,1.1091639799,1.0335494986
108,108.2202000000,9.1853581466,111.6373016154,4.8835843106,10000,0.0000000000,18.2175613669,11.8915521552,108.2202000000,18.2175613669,0.0000000000,1466.0000000000,1.1163730162,1.0315754509
109,109.2472000000,9.2292472109,113.0319304098,4.9059347652,10000,0.0000000000,18.3867409917,12.0058584939,109.2472000000,18.3867409917,1.0000000000,1421.0000000000,1.1303193041,1.0346437292
110,109.9578000000,9.2564780150,113.5848908049,4.9270087028,10000,0.0000000000,18.5549145524,12.1182984793,109.9578000000,18.5549145524,0.0000000000,1354.0000000000,1.1358489080,1.0329862075
111,110.8880000000,9.2982150311,114.1164328920,4.9427924533,10000,0.0000000000,18.7224313616,12.2282806060,110.8880000000,18.7224313616,1.0000000000,1325.0000000000,1.1411643289,1.0291143577
112,111.8232000000,9.3368731956,115.1349987700,4.9644736810,10000,0.0000000000,18.8889163129,12.3378571307,111.8232000000,18.8889163129,0.0000000000,1354.0000000000,1.1513499877,1.0296163835
113,112.7004000000,9.3748238023,115.9302058992,4.9812727968,10000,0.0000000000,19.0545017236,12.4462500365,112.7004000000,19.0545017236,1.0000000000,1409.0000000000,1.1593020590,1.0286583357
114,113.8264000000,9.4179526565,117.0473214689,5.0128402887,10000,0.0000000000,19.2200047335,12.5555412838,113.8264000000,19.2200047335,0.0000000000,1360.0000000000,1.1704732147,1.0282967876
115,114.7828000000,9.4602644911,118.1656228527,5.0285381333,10000,0.0000000000,19.3853483353,12.6646084861,114.7828000000,19.3853483353,1.0000000000,1417.0000000000,1.1816562285,1.0294715136
116,115.9832000000,9.5056167760,119.5698110635,5.0622573727,10000,0.0000000000,19.5517074001,12.7748372717,115.9832000000,19.5517074001,0.0000000000,1476.0000000000,1.1956981106,1.0309235395
117,116.8204000000,9.5402819440,120.5912556691,5.0797067266,10000,0.0000000000,19.7177199943,12.8850845715,116.8204000000,19.7177199943,1.0000000000,1429.0000000000,1.2059125567,1.0322790854
118,118.0838000000,9.5944278047,121.8527134600,5.1020344080,10000,0.0000000000,19.8845762870,12.9970157275,118.0838000000,19.8845762870,0.0000000000,1490.0000000000,1.2185271346,1.0319172779
119,119.1640000000,9.6374007305,122.9984662669,5.1268418309,10000,0.0000000000,20.0520721528,13.1102588986,119.1640000000,20.0520721528,1.0000000000,1429.0000000000,1.2299846627,1.0321780594
120,120.0204000000,9.6705450956,123.7358427613,5.1479080755,10000,0.0000000000,20.2184188922,13.2225237073,120.0204000000,20.2184188922,0.0000000000,1412.0000000000,1.2373584276,1.0309567604
121,121.1392000000,9.7156604967,124.9232077052,5.1715704687,10000,0.0000000000,20.3851020693,13.3361443441,121.1392000000,20.3851020693,1.0000000000,1345.0000000000,1.2492320771,1.0312368557
122,122.0304000000,9.7515887921,125.6210773550,5.1900786150,10000,0.0000000000,20.5510093198,13.4475776240,122.0304000000,20.5510093198,0.0000000000,1412.0000000000,1.2562107736,1.0294244496
123,122.8340000000,9.7936336906,126.1971079066,5.1883271999,10000,0.0000000000,20.7157610042,13.5578968952,122.8340000000,20.7157610042,1.0000000000,1445.0000000000,1.2619710791,1.0273792916
124,123.9776000000,9.8349105080,127.4815763090,5.2203577751,10000,0.0000000000,20.8806254080,13.6686465109,123.9776000000,20.8806254080,0.0000000000,1412.0000000000,1.2748157631,1.0282629790
125,125.3252000000,9.8922304131,128.9334147727,5.2410855224,10000,0.0000000000,21.0468191232,13.7811220084,125.3252000000,21.0468191232,1.0000000000,1381.0000000000,1.2893341477,1.0287908160
126,126.1570000000,9.9207435188,129.9538647021,5.2664834600,10000,0.0000000000,21.2127277699,13.8931908944,126.1570000000,21.2127277699,0.0000000000,1412.0000000000,1.2995386470,1.0300963458
127,126.9388000000,9.9497853042,131.2054734169,5.2858842590,10000,0.0000000000,21.3780223267,14.0050943553,126.9388000000,21.3780223267,1.0000000000,1381.0000000000,1.3120547342,1.0336120510
128,128.1470000000,9.9919598602,132.5765544544,5.3205016824,10000,0.0000000000,21.5441306412,14.1182423244,128.1470000000,21.5441306412,0.0000000000,1412.0000000000,1.3257655445,1.0345661971
129,129.0812000000,10.0316883439,133.7083804650,5.3335193794,10000,0.0000000000,21.7105869586,14.2317362681,129.0812000000,21.7105869586,1.0000000000,1481.0000000000,1.3370838046,1.0358470518
130,130.1040000000,10.0700031096,134.5920101046,5.3571482500,10000,0.0000000000,21.8775456675,14.3455257898,130.1040000000,21.8775456675,0.0000000000,1450.0000000000,1.3459201010,1.0344955582
131,130.9432000000,10.1019940402,135.7150661266,5.3752131504,10000,0.0000000000,22.0434218893,14.4589144103,130.9432000000,22.0434218893,1.0000000000,1409.0000000000,1.3571506613,1.0364422599
132,131.6854000000,10.1224502047,137.0214400262,5.4056823671,10000,0.0000000000,22.2079306801,14.5721403588,131.6854000000,22.2079306801,0.0000000000,1460.0000000000,1.3702144003,1.0405211210
133,132.6296000000,10.1625633461,137.9216371852,5.4177399565,10000,0.0000000000,22.3725574070,14.6853279294,132.6296000000,22.3725574070,1.0000000000,1517.0000000000,1.3792163719,1.0399008757
134,133.2312000000,10.1849470785,138.3849968261,5.4312110075,10000,0.0000000000,22.5357114184,14.7968256867,133.2312000000,22.5357114184,0.0000000000,1466.0000000000,1.3838499683,1.0386831075
135,134.0160000000,10.2173061375,139.4246855618,5.4426698680,10000,0.0000000000,22.6984458910,14.9089773560,134.0160000000,22.6984458910,1.0000000000,1517.0000000000,1.3942468556,1.0403585062
136,134.9790000000,10.2462498550,140.5143678027,5.4766197520,10000,0.0000000000,22.8611271032,15.0213048343,134.9790000000,22.8611271032,0.0000000000,1576.0000000000,1.4051436780,1.0410091037
137,136.0604000000,10.2881022307,141.9170305208,5.4968493240,10000,0.0000000000,23.0238423230,15.1331002064,136.0604000000,23.0238423230,1.0000000000,1637.0000000000,1.4191703052,1.0430443430
138,137.0466000000,10.3220453308,143.1778258965,5.5228597836,10000,0.0000000000,23.1867277988,15.2453403244,137.0466000000,23.1867277988,0.0000000000,1700.0000000000,1.4317782590,1.0447382562
139,138.0564000000,10.3595013373,144.2431142864,5.5441078672,10000,0.0000000000,23.3499415102,15.3579964838,138.0564000000,23.3499415102,1.0000000000,1649.0000000000,1.4424311429,1.0448129481
140,138.9558000000,10.3905372562,144.8647881521,5.5670939930,10000,0.0000000000,23.5128664856,15.4694569160,138.9558000000,23.5128664856,0.0000000000,1586.0000000000,1.4486478815,1.0425242282
141,140.1084000000,10.4421309485,145.7637000403,5.5740740267,10000,0.0000000000,23.6758751240,15.5797194339,140.1084000000,23.6758751240,1.0000000000,1525.0000000000,1.4576370004,1.0403637472
142,141.0958000000,10.4815263099,146.2564173715,5.5886855533,10000,0.0000000000,23.8392114333,15.6892160822,141.0958000000,23.8392114333,0.0000000000,1466.0000000000,1.4625641737,1.0365752728
