trial,final_step,trapped,contact_dead,boundary_dead
0,1,1,1,0
1,1,1,1,0
2,2,1,1,0
3,2,1,1,0
4,3,1,1,0
5,5,1,1,0
6,9,1,1,0
7,7,1,1,0
8,4,1,1,0
9,8,1,1,0
10,4,1,1,0
11,2,1,1,0
12,7,1,1,0
13,3,1,1,0
14,5,1,1,0
15,3,1,1,0
16,6,1,1,0
17,8,1,1,0
18,5,1,1,0
19,5,1,1,0
20,7,1,1,0
21,2,1,1,0
22,3,1,1,0
23,6,1,1,0
24,1,1,1,0
25,1,1,1,0
26,2,1,1,0
27,2,1,1,0
28,6,1,1,0
29,14,1,1,0
30,5,1,1,0
31,1,1,1,0
32,1,1,1,0
33,12,1,1,0
34,1,1,1,0
35,7,1,1,0
36,3,1,1,0
37,1,1,1,0
38,1,1,1,0
39,8,1,1,0
40,1,1,1,0
41,3,1,1,0
42,2,1,1,0
43,7,1,1,0
44,8,1,1,0
45,4,1,1,0
46,5,1,1,0
47,3,1,1,0
48,1,1,1,0
49,9,1,1,0
50,7,1,1,0
51,10,1,1,0
52,1,1,1,0
53,6,1,1,0
54,3,1,1,0
55,2,1,1,0
56,1,1,1,0
57,10,1,1,0
58,5,1,1,0
59,4,1,1,0
60,1,1,1,0
61,3,1,1,0
62,3,1,1,0
63,2,1,1,0
64,13,1,1,0
65,3,1,1,0
66,5,1,1,0
67,1,1,1,0
68,4,1,1,0
69,1,1,1,0
70,1,1,1,0
71,1,1,1,0
72,7,1,1,0
73,1,1,1,0
74,3,1,1,0
75,3,1,1,0
76,1,1,1,0
77,1,1,1,0
78,9,1,1,0
79,1,1,1,0
80,1,1,1,0
81,5,1,1,0
82,6,1,1,0
83,1,1,1,0
84,9,1,1,0
85,7,1,1,0
86,2,1,1,0
87,1,1,1,0
88,2,1,1,0
89,4,1,1,0
90,12,1,1,0
91,3,1,1,0
92,1,1,1,0
93,2,1,1,0
94,1,1,1,0
95,4,1,1,0
96,4,1,1,0
97,4,1,1,0
98,3,1,1,0
99,4,1,1,0
100,1,1,1,0
101,3,1,1,0
102,4,1,1,0
103,7,1,1,0
104,4,1,1,0
105,3,1,1,0
106,1,1,1,0
107,5,1,1,0
108,2,1,1,0
109,3,1,1,0
110,3,1,1,0
111,3,1,1,0
112,6,1,1,0
113,5,1,1,0
114,8,1,1,0
115,1,1,1,0
116,3,1,1,0
117,7,1,1,0
118,2,1,1,0
119,8,1,1,0
120,6,1,1,0
121,2,1,1,0
122,5,1,1,0
123,3,1,1,0
124,2,1,1,0
125,2,1,1,0
126,4,1,1,0
127,2,1,1,0
128,4,1,1,0
129,2,1,1,0
130,3,1,1,0
131,1,1,1,0
132,3,1,1,0
133,2,1,1,0
134,4,1,1,0
135,6,1,1,0
136,8,1,1,0
137,1,1,1,0
138,4,1,1,0
139,1,1,1,0
140,3,1,1,0
141,3,1,1,0
142,2,1,1,0
143,5,1,1,0
144,4,1,1,0
145,1,1,1,0
146,3,1,1,0
147,3,1,1,0
148,5,1,1,0
149,1,1,1,0
150,4,1,1,0
151,7,1,1,0
152,1,1,1,0
153,6,1,1,0
154,1,1,1,0
155,1,1,1,0
156,4,1,1,0
157,1,1,1,0
158,6,1,1,0
159,1,1,1,0
160,3,1,1,0
161,1,1,1,0
162,6,1,1,0
163,1,1,1,0
164,8,1,1,0
165,2,1,1,0
166,6,1,1,0
167,3,1,1,0
168,1,1,1,0
169,3,1,1,0
170,7,1,1,0
171,3,1,1,0
172,9,1,1,0
173,1,1,1,0
174,5,1,1,0
175,3,1,1,0
176,3,1,1,0
177,11,1,1,0
178,2,1,1,0
179,6,1,1,0
180,1,1,1,0
181,1,1,1,0
182,4,1,1,0
183,1,1,1,0
184,2,1,1,0
185,3,1,1,0
186,6,1,1,0
187,2,1,1,0
188,7,1,1,0
189,3,1,1,0
190,6,1,1,0
191,7,1,1,0
192,5,1,1,0
193,2,1,1,0
194,4,1,1,0
195,1,1,1,0
196,1,1,1,0
197,3,1,1,0
198,2,1,1,0
199,2,1,1,0
200,3,1,1,0
201,1,1,1,0
202,1,1,1,0
203,9,1,1,0
204,2,1,1,0
205,4,1,1,0
206,1,1,1,0
207,9,1,1,0
208,3,1,1,0
209,7,1,1,0
210,1,1,1,0
211,1,1,1,0
212,1,1,1,0
213,6,1,1,0
214,3,1,1,0
215,1,1,1,0
216,7,1,1,0
217,2,1,1,0
218,1,1,1,0
219,4,1,1,0
220,1,1,1,0
221,6,1,1,0
222,1,1,1,0
223,3,1,1,0
224,6,1,1,0
225,2,1,1,0
226,2,1,1,0
227,1,1,1,0
228,3,1,1,0
229,2,1,1,0
230,5,1,1,0
231,5,1,1,0
232,3,1,1,0
233,9,1,1,0
234,1,1,1,0
235,1,1,1,0
236,5,1,1,0
237,2,1,1,0
238,3,1,1,0
239,4,1,1,0
240,1,1,1,0
241,4,1,1,0
242,3,1,1,0
243,1,1,1,0
244,2,1,1,0
245,1,1,1,0
246,1,1,1,0
247,2,1,1,0
248,5,1,1,0
249,2,1,1,0
250,1,1,1,0
251,2,1,1,0
252,3,1,1,0
253,3,1,1,0
254,2,1,1,0
255,3,1,1,0
256,5,1,1,0
257,4,1,1,0
258,3,1,1,0
259,2,1,1,0
260,1,1,1,0
261,6,1,1,0
262,2,1,1,0
263,1,1,1,0
264,6,1,1,0
265,2,1,1,0
266,1,1,1,0
267,1,1,1,0
268,1,1,1,0
269,20,1,1,0
270,2,1,1,0
271,1,1,1,0
272,9,1,1,0
273,4,1,1,0
274,1,1,1,0
275,1,1,1,0
276,1,1,1,0
277,2,1,1,0
278,5,1,1,0
279,7,1,1,0
280,3,1,1,0
281,4,1,1,0
282,8,1,1,0
283,5,1,1,0
284,8,1,1,0
285,3,1,1,0
286,3,1,1,0
287,1,1,1,0
288,3,1,1,0
289,1,1,1,0
290,2,1,1,0
291,6,1,1,0
292,2,1,1,0
293,1,1,1,0
294,10,1,1,0
295,6,1,1,0
296,1,1,1,0
297,1,1,1,0
298,2,1,1,0
299,1,1,1,0
300,4,1,1,0
301,8,1,1,0
302,4,1,1,0
303,6,1,1,0
304,1,1,1,0
305,5,1,1,0
306,1,1,1,0
307,2,1,1,0
308,4,1,1,0
309,1,1,1,0
310,4,1,1,0
311,1,1,1,0
312,1,1,1,0
313,3,1,1,0
314,1,1,1,0
315,1,1,1,0
316,5,1,1,0
317,3,1,1,0
318,1,1,1,0
319,2,1,1,0
320,3,1,1,0
321,2,1,1,0
322,3,1,1,0
323,1,1,1,0
324,1,1,1,0
325,5,1,1,0
326,3,1,1,0
327,3,1,1,0
328,2,1,1,0
329,2,1,1,0
330,6,1,1,0
331,1,1,1,0
332,3,1,1,0
333,2,1,1,0
334,1,1,1,0
335,1,1,1,0
336,2,1,1,0
337,1,1,1,0
338,5,1,1,0
339,3,1,1,0
340,7,1,1,0
341,7,1,1,0
342,3,1,1,0
343,2,1,1,0
344,2,1,1,0
345,2,1,1,0
346,15,1,1,0
347,4,1,1,0
348,1,1,1,0
349,2,1,1,0
350,1,1,1,0
351,3,1,1,0
352,9,1,1,0
353,4,1,1,0
354,6,1,1,0
355,4,1,1,0
356,2,1,1,0
357,6,1,1,0
358,4,1,1,0
359,2,1,1,0
360,1,1,1,0
361,1,1,1,0
362,1,1,1,0
363,2,1,1,0
364,1,1,1,0
365,7,1,1,0
366,3,1,1,0
367,2,1,1,0
368,1,1,1,0
369,3,1,1,0
370,8,1,1,0
371,4,1,1,0
372,1,1,1,0
373,2,1,1,0
374,3,1,1,0
375,3,1,1,0
376,1,1,1,0
377,2,1,1,0
378,1,1,1,0
379,2,1,1,0
380,1,1,1,0
381,1,1,1,0
382,15,1,1,0
383,1,1,1,0
384,1,1,1,0
385,6,1,1,0
386,5,1,1,0
387,1,1,1,0
388,6,1,1,0
389,5,1,1,0
390,1,1,1,0
391,1,1,1,0
392,2,1,1,0
393,7,1,1,0
394,11,1,1,0
395,4,1,1,0
396,4,1,1,0
397,5,1,1,0
398,1,1,1,0
399,3,1,1,0
400,4,1,1,0
401,5,1,1,0
402,3,1,1,0
403,6,1,1,0
404,1,1,1,0
405,3,1,1,0
406,4,1,1,0
407,1,1,1,0
408,11,1,1,0
409,3,1,1,0
410,1,1,1,0
411,1,1,1,0
412,3,1,1,0
413,4,1,1,0
414,1,1,1,0
415,1,1,1,0
416,4,1,1,0
417,1,1,1,0
418,10,1,1,0
419,3,1,1,0
420,2,1,1,0
421,11,1,1,0
422,2,1,1,0
423,1,1,1,0
424,3,1,1,0
425,3,1,1,0
426,6,1,1,0
427,3,1,1,0
428,3,1,1,0
429,7,1,1,0
430,2,1,1,0
431,2,1,1,0
432,2,1,1,0
433,2,1,1,0
434,3,1,1,0
435,10,1,1,0
436,7,1,1,0
437,7,1,1,0
438,9,1,1,0
439,2,1,1,0
440,2,1,1,0
441,8,1,1,0
442,2,1,1,0
443,7,1,1,0
444,2,1,1,0
445,4,1,1,0
446,7,1,1,0
447,2,1,1,0
448,6,1,1,0
449,4,1,1,0
450,2,1,1,0
451,2,1,1,0
452,1,1,1,0
453,3,1,1,0
454,9,1,1,0
455,2,1,1,0
456,2,1,1,0
457,3,1,1,0
458,8,1,1,0
459,3,1,1,0
460,1,1,1,0
461,5,1,1,0
462,3,1,1,0
463,1,1,1,0
464,11,1,1,0
465,2,1,1,0
466,1,1,1,0
467,1,1,1,0
468,5,1,1,0
469,1,1,1,0
470,3,1,1,0
471,3,1,1,0
472,3,1,1,0
473,3,1,1,0
474,4,1,1,0
475,3,1,1,0
476,4,1,1,0
477,5,1,1,0
478,1,1,1,0
479,2,1,1,0
480,1,1,1,0
481,1,1,1,0
482,1,1,1,0
483,1,1,1,0
484,1,1,1,0
485,3,1,1,0
486,2,1,1,0
487,1,1,1,0
488,3,1,1,0
489,3,1,1,0
490,2,1,1,0
491,8,1,1,0
492,1,1,1,0
493,5,1,1,0
494,3,1,1,0
495,3,1,1,0
496,28,1,1,0
497,5,1,1,0
498,4,1,1,0
499,4,1,1,0
500,6,1,1,0
