step,mean_r2,mean_r,std_r2,std_r,n_alive,trapped_rate,mean_rg2,std_rg2,mean_r2_all,mean_rg2_all,min_r2,max_r2,se_r2,cv_r2
25,69.8594733162,7.7455979229,51.8530052723,3.1408893858,8582,0.1418000000,10.8129265326,4.2956371040,62.3165000000,9.9258505906,1.0000000000,325.0000000000,0.5597314080,0.7422472975
26,73.5337742088,7.9459964693,54.7393352222,3.2241145016,8468,0.1532000000,11.3653243422,4.5485443682,65.0217000000,10.3609758826,2.0000000000,362.0000000000,0.5948522302,0.7444107937
27,77.1489820359,8.1341658949,57.4319807697,3.3142611891,8350,0.1650000000,11.9254225223,4.7957166456,67.6159000000,10.7937067066,1.0000000000,401.0000000000,0.6285076341,0.7444295343
28,80.8732702112,8.3298762454,59.9889057621,3.3891639009,8238,0.1762000000,12.4924310329,5.0397736445,70.2295000000,11.2247377180,2.0000000000,410.0000000000,0.6609369719,0.7417643135
29,84.6077660359,8.5160686671,62.7219362461,3.4762538015,8138,0.1862000000,13.0609904153,5.2797921081,72.8763000000,11.6536466288,1.0000000000,401.0000000000,0.6952814041,0.7413259939
30,88.4830592925,8.7154427207,65.4985733898,3.5389429884,8028,0.1972000000,13.6409237803,5.5245344084,75.4569000000,12.0792562396,2.0000000000,442.0000000000,0.7310181483,0.7402385712
31,92.0987124464,8.8875022539,68.3737859361,3.6209137152,7922,0.2078000000,14.2047129927,5.7702546091,77.9753000000,12.5010123907,1.0000000000,461.0000000000,0.7681962962,0.7423967623
32,95.9602767811,9.0712879960,71.3091533165,3.6975682379,7804,0.2196000000,14.8025092733,6.0087220897,80.3775000000,12.9172435573,2.0000000000,500.0000000000,0.8072102158,0.7431111675
33,99.4308731809,9.2284864223,74.0742828483,3.7770241639,7696,0.2304000000,15.3849876627,6.2585804424,82.5631000000,13.3251625693,1.0000000000,541.0000000000,0.8443741439,0.7449827250
34,103.0640822785,9.3906087846,77.1364421243,3.8575314558,7584,0.2416000000,15.9723198140,6.5139437551,84.8245000000,13.7276408505,2.0000000000,562.0000000000,0.8857485320,0.7484318535
35,107.1939620625,9.5713692593,80.3133576794,3.9475121994,7486,0.2514000000,16.5634392017,6.7700377461,87.4117000000,14.1307881716,1.0000000000,577.0000000000,0.9282455407,0.7492339693
36,111.4863728814,9.7589422451,83.6085328388,4.0310568266,7375,0.2625000000,17.1731763133,7.0288700788,89.9874000000,14.5334620298,2.0000000000,576.0000000000,0.9735753965,0.7499439678
37,115.4893675780,9.9259081419,86.9564560736,4.1189458769,7242,0.2758000000,17.7780687984,7.2847921174,92.3222000000,14.9335144719,1.0000000000,577.0000000000,1.0218157005,0.7529390618
38,120.0115120034,10.1204021880,90.5652884196,4.1939207857,7123,0.2877000000,18.4198633147,7.5534919701,94.8225000000,15.3329502162,2.0000000000,626.0000000000,1.0730755569,0.7546383418
39,123.8569797317,10.2801936019,93.5834383502,4.2631677471,7006,0.2994000000,19.0420849986,7.8300556763,96.9571000000,15.7271815803,1.0000000000,625.0000000000,1.1180569641,0.7555766219
40,128.0295566502,10.4490151088,97.0653019578,4.3413868644,6902,0.3098000000,19.6694853124,8.1068120308,99.2545000000,16.1181299680,2.0000000000,676.0000000000,1.1683596029,0.7581476067
41,132.3818932468,10.6203377893,100.4497354437,4.4260951738,6782,0.3218000000,20.3144593432,8.3953144442,101.5933000000,16.5059551285,1.0000000000,677.0000000000,1.2197474099,0.7587875727
42,136.6868717179,10.7871333820,104.0794285969,4.5082840546,6665,0.3335000000,20.9634253344,8.6881055423,103.7762000000,16.8893832726,2.0000000000,730.0000000000,1.2748668322,0.7614442213
43,140.8528651771,10.9413499520,107.7890685149,4.5977958203,6579,0.3421000000,21.5930959577,8.9938286315,106.0363000000,17.2692033315,1.0000000000,729.0000000000,1.3289075710,0.7652600349
44,145.3592202970,11.1148835857,111.6853160544,4.6710366273,6464,0.3536000000,22.2683623640,9.3076175335,108.1537000000,17.6465821644,2.0000000000,784.0000000000,1.3891380384,0.7683400876
45,149.6554171266,11.2780663945,114.8947202155,4.7392652940,6341,0.3659000000,22.9492605807,9.6143381942,110.0952000000,18.0185678541,1.0000000000,841.0000000000,1.4428500383,0.7677284419
46,154.2950345493,11.4552697431,118.3976108960,4.8033144455,6223,0.3777000000,23.6389098779,9.9393805458,112.1943000000,18.3865002708,2.0000000000,842.0000000000,1.5008698675,0.7673455678
47,158.2948655257,11.6028360430,121.6431388678,4.8650859485,6135,0.3865000000,24.2929541055,10.2406286874,114.1030000000,18.7487510188,1.0000000000,901.0000000000,1.5530317503,0.7684591567
48,162.6144917924,11.7669720837,124.8544585926,4.9145559081,6031,0.3969000000,24.9604270757,10.5384132441,116.0951000000,19.1060479562,2.0000000000,900.0000000000,1.6077162134,0.7677941690
49,166.8287255563,11.9157727532,128.1974215483,4.9842838253,5932,0.4068000000,25.6351789616,10.8433780736,118.0341000000,19.4589476531,1.0000000000,961.0000000000,1.6644805286,0.7684373367
50,171.4672624162,12.0770748310,132.0054031097,5.0607831352,5819,0.4181000000,26.3399062808,11.1782330916,119.9966000000,19.8068954779,2.0000000000,1024.0000000000,1.7304837645,0.7698577632
51,175.6801959412,12.2223776800,135.4020911094,5.1277363220,5716,0.4284000000,26.9838027327,11.4829616755,121.9264000000,20.1507150130,1.0000000000,1025.0000000000,1.7909326806,0.7707305333
52,180.2846987738,12.3810401738,139.1699708037,5.1956272951,5627,0.4373000000,27.6501947996,11.7822912238,124.0331000000,20.4934172007,2.0000000000,1090.0000000000,1.8552698143,0.7719455492
53,184.5553951642,12.5258041168,142.5217189180,5.2592419977,5542,0.4458000000,28.3355796786,12.1123371843,125.8213000000,20.8305808627,1.0000000000,1093.0000000000,1.9144665863,0.7722435792
54,189.2470199890,12.6784667240,146.6288206716,5.3388670630,5453,0.4547000000,29.0313963502,12.4386304737,127.7244000000,21.1633159358,2.0000000000,1098.0000000000,1.9856449369,0.7748012131
55,194.0639328984,12.8328025368,150.4014578456,5.4206191483,5365,0.4635000000,29.7552961609,12.7636888023,129.5275000000,21.4910083922,1.0000000000,1165.0000000000,2.0533698587,0.7750098413
56,198.9707668945,12.9966088265,154.0534176368,5.4826021107,5268,0.4732000000,30.4441819958,13.0701279775,131.5277000000,21.8164217712,2.0000000000,1160.0000000000,2.1225036919,0.7742515146
57,204.2213622291,13.1659001238,158.2581088518,5.5570168400,5168,0.4832000000,31.1715578903,13.4111830274,133.4509000000,22.1394567885,1.0000000000,1157.0000000000,2.2014291823,0.7749341554
58,209.5819542947,13.3412422713,162.5356097899,5.6207836601,5076,0.4924000000,31.8969179531,13.7577959887,135.5299000000,22.4617883463,2.0000000000,1226.0000000000,2.2813279338,0.7755229229
59,214.7720911635,13.5110399484,165.9752924917,5.6766090826,5002,0.4998000000,32.6617585188,14.0922461550,137.4239000000,22.7818865417,1.0000000000,1225.0000000000,2.3467757884,0.7727973015
60,220.0203541624,13.6819444583,169.8387484683,5.7292887867,4913,0.5087000000,33.3988101376,14.4451596518,139.3386000000,23.1003857956,2.0000000000,1226.0000000000,2.4230557068,0.7719228937
61,224.9047027139,13.8308193978,173.4019426631,5.7976838047,4827,0.5173000000,34.1288741874,14.7949756168,141.1955000000,23.4166455024,1.0000000000,1229.0000000000,2.4958317735,0.7710018535
62,229.6179633144,13.9786299861,176.8078295538,5.8494330516,4743,0.5257000000,34.8553095472,15.1479701219,142.9138000000,23.7296902306,2.0000000000,1300.0000000000,2.5672900083,0.7700087005
63,234.3364806867,14.1209020861,181.1157292496,5.9107194961,4660,0.5340000000,35.5990133785,15.4997103867,144.5052000000,24.0381376456,1.0000000000,1373.0000000000,2.6531585914,0.7728874681
64,239.5894967177,14.2827933411,185.2204729764,5.9658453797,4570,0.5430000000,36.3945391219,15.8678600244,146.1318000000,24.3417896318,2.0000000000,1370.0000000000,2.7398758780,0.7730742604
65,244.7689047513,14.4425246294,189.0057438846,6.0151797213,4483,0.5517000000,37.1907235210,16.2047319528,147.7159000000,24.6408164063,1.0000000000,1445.0000000000,2.8228684066,0.7721803718
66,250.5095628415,14.6227759638,192.7421805888,6.0567306324,4392,0.5608000000,38.0045719936,16.5771249562,149.4401000000,24.9366149677,2.0000000000,1448.0000000000,2.9083428522,0.7694004908
67,255.8066759388,14.7682056120,197.2395595456,6.1405845765,4314,0.5686000000,38.7463968202,16.9291216540,151.1921000000,25.2289258155,1.0000000000,1453.0000000000,3.0029904679,0.7710493044
68,261.1052880076,14.9173624109,201.0607546580,6.2110857914,4236,0.5764000000,39.5609321012,17.2554680406,152.6667000000,25.5150848802,2.0000000000,1378.0000000000,3.0892235191,0.7700370842
69,266.3730482825,15.0676139508,204.7637376175,6.2721653447,4163,0.5837000000,40.3643831715,17.6184158696,154.1818000000,25.7960619045,1.0000000000,1341.0000000000,3.1735828666,0.7687104192
70,271.6632403328,15.2238860087,208.4033847682,6.3163704077,4086,0.5914000000,41.2400859210,17.9934944932,155.4092000000,26.0714569710,2.0000000000,1402.0000000000,3.2602851594,0.7671386990
71,275.7269116187,15.3392061925,211.1854653974,6.3589043870,4028,0.5972000000,42.0066614141,18.3245799368,156.4186000000,26.3401657787,1.0000000000,1445.0000000000,3.3275094239,0.7659225723
72,280.5341740227,15.4664874697,215.0241422379,6.4282143222,3965,0.6035000000,42.7615090477,18.7001412839,157.7447000000,26.6054019171,2.0000000000,1508.0000000000,3.4148027937,0.7664810998
73,285.0784516129,15.5997179375,217.6575304349,6.4596634498,3875,0.6125000000,43.5271119018,18.9894088783,158.9206000000,26.8648068314,1.0000000000,1553.0000000000,3.4965347105,0.7635004652
74,289.4693662898,15.7147227021,221.5703837778,6.5204951259,3803,0.6197000000,44.2587642271,19.3200605114,160.2419000000,27.1198508969,2.0000000000,1600.0000000000,3.5929282723,0.7654363797
75,294.3688458434,15.8560356989,224.7310096947,6.5540047116,3717,0.6283000000,45.0498712772,19.5626249279,161.5090000000,27.3698223084,1.0000000000,1537.0000000000,3.6860966856,0.7634334029
76,299.3635866594,15.9912308070,228.3676105823,6.6063699515,3658,0.6342000000,45.8210066616,19.9208213223,162.8100000000,27.6159908665,2.0000000000,1594.0000000000,3.7758319525,0.7628436482
77,304.8235622557,16.1381649271,232.0414779410,6.6620713776,3582,0.6418000000,46.6334566580,20.3009062565,164.0820000000,27.8587410863,1.0000000000,1565.0000000000,3.8770627688,0.7612320918
78,310.1518339494,16.2759051177,236.3085425918,6.7265701921,3517,0.6483000000,47.3883893176,20.6167697733,165.5031000000,28.0979629051,2.0000000000,1492.0000000000,3.9846780510,0.7619124465
79,315.4235020361,16.4070839450,240.4336102480,6.7993454432,3438,0.6562000000,48.1821427792,20.9863461612,166.7571000000,28.3325983979,1.0000000000,1465.0000000000,4.1005512242,0.7622564859
80,321.5195266272,16.5683769024,245.0993203533,6.8562681867,3380,0.6620000000,49.0119698704,21.3314082495,168.1763000000,28.5642038391,2.0000000000,1466.0000000000,4.2158364735,0.7623155051
81,327.0060313631,16.7107436114,248.6604012273,6.9106497029,3316,0.6684000000,49.7608490982,21.6670074878,169.4665000000,28.7929406929,1.0000000000,1453.0000000000,4.3181663536,0.7604153360
82,332.3116723129,16.8510213760,252.2251455529,6.9537580413,3247,0.6753000000,50.5523755349,21.9358662192,170.6598000000,29.0182239327,2.0000000000,1522.0000000000,4.4263651410,0.7590017642
83,337.1753287414,16.9582362554,257.3620414040,7.0422689416,3194,0.6806000000,51.3095033985,22.3091286635,171.8028000000,29.2399554686,1.0000000000,1525.0000000000,4.5538323383,0.7632884718
84,342.4109589041,17.0919132736,261.2805587488,7.0906600224,3139,0.6861000000,52.1568427562,22.6310028788,172.8701000000,29.4577564086,2.0000000000,1586.0000000000,4.6634941712,0.7630613214
85,346.3787289235,17.1863216864,264.1917375768,7.1420638344,3084,0.6916000000,52.9361692688,22.9807787983,173.5917000000,29.6700224021,1.0000000000,1609.0000000000,4.7573165101,0.7627250622
86,351.8619774386,17.3343693511,267.4025758146,7.1680971421,3014,0.6986000000,53.8458177687,23.3325819225,174.4115000000,29.8779009041,2.0000000000,1636.0000000000,4.8707289511,0.7599643979
87,356.7965644998,17.4603220848,270.6628249527,7.2065051998,2969,0.7031000000,54.6561771049,23.6278809017,175.3300000000,30.0815957222,1.0000000000,1665.0000000000,4.9673357029,0.7585914549
88,363.5339538090,17.6227025732,275.9827052627,7.2783451295,2901,0.7099000000,55.4587781505,24.0474396916,176.5107000000,30.2826845002,2.0000000000,1744.0000000000,5.1239868086,0.7591662412
89,370.6299435028,17.8045019437,280.2860903376,7.3232270237,2832,0.7168000000,56.4568204645,24.4434654843,177.6225000000,30.4819739954,1.0000000000,1813.0000000000,5.2668981627,0.7562424333
90,375.1599713056,17.9107904104,283.5016470470,7.3731647331,2788,0.7212000000,57.2801749073,24.8020998298,178.5163000000,30.6779828090,2.0000000000,1898.0000000000,5.3691953034,0.7556820256
91,380.1558156547,18.0291178267,287.1788589172,7.4233904682,2734,0.7266000000,58.1164147340,25.1637959497,179.3569000000,30.8705097640,1.0000000000,1913.0000000000,5.4922868376,0.7554240843
92,386.0052277819,18.1718816610,292.5751111101,7.4691327931,2678,0.7322000000,58.9312869144,25.4669238619,180.2765000000,31.0597012636,2.0000000000,1930.0000000000,5.6536913081,0.7579563437
93,391.1953629799,18.2885739613,297.2162289122,7.5314955648,2631,0.7369000000,59.7834983746,25.8693682167,181.1338000000,31.2458155329,1.0000000000,1949.0000000000,5.7944483427,0.7597641921
94,396.9236760125,18.4287570364,300.1446594637,7.5699795315,2568,0.7432000000,60.6313597570,26.2846184470,181.8614000000,31.4275365410,2.0000000000,1864.0000000000,5.9228824115,0.7561772643
95,403.4336107808,18.5812707643,304.7861739370,7.6269251710,2523,0.7477000000,61.5411706226,26.6177155633,183.0477000000,31.6077375899,1.0000000000,1845.0000000000,6.0678751575,0.7554803710
96,409.7505062778,18.7201209498,310.3337848906,7.7011413376,2469,0.7531000000,62.3879527116,26.9508080003,184.2014000000,31.7856257620,2.0000000000,1832.0000000000,6.2455187027,0.7573725478
97,415.3950207469,18.8517314472,315.3648851150,7.7464341596,2410,0.7590000000,63.2436836484,27.3516516948,185.0338000000,31.9603884665,1.0000000000,1885.0000000000,6.4239893618,0.7591927427
98,422.2855935784,19.0039612146,320.9349979255,7.8188906970,2367,0.7633000000,64.1873730843,27.7974693998,185.9189000000,32.1323605107,2.0000000000,1940.0000000000,6.5965665844,0.7599951379
99,427.8736027515,19.1258207386,325.6157978727,7.8788694511,2326,0.7674000000,65.0081079966,28.2052399341,186.8501000000,32.3022449206,1.0000000000,1997.0000000000,6.7515052882,0.7610093163
100,432.7568042142,19.2287417924,328.9345660728,7.9380283004,2278,0.7722000000,65.7764738243,28.4855245238,187.6835000000,32.4683203778,2.0000000000,1930.0000000000,6.8917998110,0.7600910324
101,440.1913746631,19.3951329889,334.2350968160,8.0012618384,2226,0.7774000000,66.7976083392,28.9154742985,188.4711000000,32.6309199498,1.0000000000,1985.0000000000,7.0841781097,0.7592949704
102,448.3394664213,19.5703558099,340.5113703215,8.0833557324,2174,0.7826000000,67.8404044647,29.3648285835,189.4067000000,32.7917278981,2.0000000000,2048.0000000000,7.3030092132,0.7594945255
103,453.4227336778,19.6627520776,345.4906828008,8.1730602844,2129,0.7871000000,68.6271753344,29.7623109307,190.2368000000,32.9498604455,1.0000000000,2113.0000000000,7.4877012642,0.7619615364
104,459.4574162679,19.7868206674,349.9456558699,8.2425204970,2090,0.7910000000,69.5461609001,30.2196962067,190.9336000000,33.1057119567,2.0000000000,2178.0000000000,7.6546874672,0.7616498145
105,463.6881091618,19.8692676889,353.8093700928,8.3006211015,2052,0.7948000000,70.4030521500,30.6517410814,191.4740000000,33.2578797545,1.0000000000,2245.0000000000,7.8105326487,0.7630330886
106,469.5513459621,19.9841741905,358.9362122888,8.3775967847,2006,0.7994000000,71.2334217541,30.9936402095,192.2394000000,33.4082675795,2.0000000000,2180.0000000000,8.0140456365,0.7644237747
107,473.8870803662,20.0663931975,362.9771920928,8.4396057022,1966,0.8034000000,71.9796607485,31.2771052717,192.9816000000,33.5555380415,1.0000000000,2249.0000000000,8.1862985666,0.7659571386
108,478.9911227154,20.1701397050,367.1832596066,8.4945033401,1915,0.8085000000,72.8376990886,31.6201436776,193.6241000000,33.6997356235,2.0000000000,2186.0000000000,8.3907056045,0.7665763355
109,485.3132658498,20.3111772470,371.0559625322,8.5304949852,1877,0.8123000000,73.7156646574,32.0823083710,194.2944000000,33.8409001781,1.0000000000,2209.0000000000,8.5646038228,0.7645699977
110,491.4811578372,20.4362391400,377.0482725542,8.5930953475,1831,0.8169000000,74.5402474522,32.4242901876,194.9191000000,33.9797126189,2.0000000000,2210.0000000000,8.8115596038,0.7671672994
111,498.1479620324,20.5672609939,382.5355997637,8.6680872885,1791,0.8209000000,75.4855515175,32.8170162968,195.6276000000,34.1169659840,1.0000000000,2249.0000000000,9.0390765640,0.7679156173
112,505.6225769669,20.7149618491,388.7329549079,8.7471671161,1754,0.8246000000,76.5740306238,33.3118159571,196.2152000000,34.2520805792,2.0000000000,2210.0000000000,9.2818931588,0.7688204060
113,511.5497076023,20.8496365576,390.8568748941,8.7659775847,1710,0.8290000000,77.6520567732,33.6053276070,196.6604000000,34.3836076613,1.0000000000,2173.0000000000,9.4519126643,0.7640643110
114,517.9726353361,20.9683807524,396.7156258202,8.8487086040,1681,0.8319000000,78.7402889404,33.9819696968,197.2247000000,34.5127828192,2.0000000000,2218.0000000000,9.6759908737,0.7659007422
115,523.2345828295,21.0725138423,400.3197248363,8.8985247764,1654,0.8346000000,79.6268611423,34.3381112409,197.7451000000,34.6384064763,1.0000000000,2213.0000000000,9.8432663501,0.7650865175
116,530.9049382716,21.2259731748,405.8379879271,8.9645413186,1620,0.8380000000,80.6327657874,34.7680191303,198.4237000000,34.7626203157,2.0000000000,2308.0000000000,10.0831258762,0.7644268468
117,536.4422712934,21.3400942704,409.4201076955,9.0023690118,1585,0.8415000000,81.3971805937,35.0318760306,199.0164000000,34.8843721468,1.0000000000,2305.0000000000,10.2838216204,0.7632137317
118,541.7516087516,21.4625530312,411.5042219219,9.0061326959,1554,0.8446000000,82.1993905898,35.4163074506,199.6064000000,35.0045878523,2.0000000000,2304.0000000000,10.4387570039,0.7595809874
119,547.4821192053,21.5775557644,415.7159443286,9.0493760248,1510,0.8490000000,83.0866235283,35.8332779896,200.1010000000,35.1222090121,1.0000000000,2305.0000000000,10.6981383034,0.7593233272
120,556.8152692570,21.7728240199,420.5559025501,9.0972195452,1467,0.8533000000,84.1415596833,36.2626324242,200.7735000000,35.2385251232,2.0000000000,2308.0000000000,10.9801601825,0.7552880206
121,560.5153203343,21.8427357807,423.8098711313,9.1329192457,1436,0.8564000000,84.9652138094,36.5514565838,201.2581000000,35.3521545513,1.0000000000,2313.0000000000,11.1839147472,0.7561075599
122,570.4520255864,22.0404014712,430.1294630911,9.2017785551,1407,0.8593000000,86.1462765396,37.0327632001,202.0576000000,35.4649826169,2.0000000000,2378.0000000000,11.4670615403,0.7540151385
123,576.6989869754,22.1529547181,435.5285515692,9.2706841297,1382,0.8618000000,87.1801477786,37.5784943506,202.6074000000,35.5758118974,1.0000000000,2465.0000000000,11.7155480458,0.7552094965
124,583.2945508100,22.2766526802,440.9138055584,9.3298068670,1358,0.8642000000,88.0489767776,38.0547490075,203.2662000000,35.6860393225,2.0000000000,2420.0000000000,11.9647550631,0.7559024938
125,592.3679458239,22.4666322836,445.3355251135,9.3604689870,1329,0.8671000000,89.1036667070,38.4185616301,203.9961000000,35.7957019463,5.0000000000,2509.0000000000,12.2158826024,0.7517886953
126,595.8479087452,22.5138713479,450.1130112270,9.4325768312,1315,0.8685000000,89.9751033905,38.8863208862,204.4570000000,35.9031597945,2.0000000000,2466.0000000000,12.4124836852,0.7554159453
127,602.2015444015,22.6161703604,457.0782909011,9.5241998419,1295,0.8705000000,90.7918416498,39.4153177295,204.9575000000,36.0090433464,1.0000000000,2437.0000000000,12.7015204153,0.7590121532
128,610.5816164818,22.7738589293,463.1767324619,9.5881680185,1262,0.8738000000,92.0739638251,39.9552034358,205.3767000000,36.1127096978,2.0000000000,2536.0000000000,13.0381825435,0.7585828331
129,615.2792574657,22.8627236985,467.8606155585,9.6215966736,1239,0.8761000000,93.0230712399,40.1846324262,205.7134000000,36.2137888182,5.0000000000,2637.0000000000,13.2917093104,0.7604036864
130,617.7909465021,22.9332737147,466.4599603055,9.5841485395,1215,0.8785000000,93.9350913151,40.3165178314,205.9507000000,36.3116734485,2.0000000000,2650.0000000000,13.3821604292,0.7550449921
131,625.2967959528,23.0871454454,470.6951906514,9.6062745711,1186,0.8814000000,95.0183459228,40.8002781454,206.3263000000,36.4074304881,1.0000000000,2753.0000000000,13.6677622730,0.7527548417
132,630.5366695427,23.1678494020,477.1866341989,9.6843907206,1159,0.8841000000,96.0803424092,41.2213834572,206.6400000000,36.5006869966,2.0000000000,2858.0000000000,14.0167249986,0.7567944217
133,637.9063336307,23.3041928729,484.9507761377,9.7376038210,1121,0.8879000000,97.0653539756,41.7960135441,207.1301000000,36.5920465822,9.0000000000,2873.0000000000,14.4842113209,0.7602225446
134,636.6212534060,23.2645225322,486.8767755884,9.7664345979,1101,0.8899000000,97.6515802943,41.9953373758,207.2296000000,36.6803101382,8.0000000000,2890.0000000000,14.6732189953,0.7647824715
135,639.7881040892,23.3154390014,491.4209006224,9.8070591036,1076,0.8924000000,98.3778807595,42.4713934665,207.5782000000,36.7657808185,5.0000000000,2997.0000000000,14.9812305608,0.7680994652
136,645.3752380952,23.4037018780,496.6824013067,9.8813954734,1050,0.8950000000,99.3424053340,42.9357054960,207.9472000000,36.8492113738,2.0000000000,3016.0000000000,15.3279516778,0.7696025072
137,654.2492725509,23.5470413937,505.0751612033,9.9892999831,1031,0.8969000000,100.4180942657,43.5373817961,208.4743000000,36.9318774978,1.0000000000,3037.0000000000,15.7299259620,0.7719919340
138,659.5516224189,23.6321066802,510.8030228582,10.0536140903,1017,0.8983000000,101.4346193892,44.0979369202,208.7294000000,37.0129372217,2.0000000000,3060.0000000000,16.0174354412,0.7744701180
139,664.8121878122,23.7318103447,514.3888886461,10.0803455088,1001,0.8999000000,102.3969445860,44.6558490534,209.0329000000,37.0928604022,1.0000000000,2953.0000000000,16.2582778044,0.7737356476
140,669.9267548321,23.8195949993,520.0549414656,10.1268775495,983,0.9017000000,103.5135246988,45.1145959355,209.1184000000,37.1708059005,2.0000000000,2978.0000000000,16.5871765955,0.7762862697
141,673.4407484407,23.8732963181,525.6726935963,10.1738130192,962,0.9038000000,103.9949248800,45.2986440319,209.5492000000,37.2473633658,1.0000000000,3085.0000000000,16.9483678678,0.7805774967
142,681.4088983051,24.0132652696,533.6405527898,10.2358189412,944,0.9056000000,105.2313311910,45.8601408666,209.8978000000,37.3222627839,2.0000000000,3194.0000000000,17.3685206057,0.7831429177
