trial,step,x,y,z
0,0,32,32,0
0,1,31,32,0
0,2,31,31,0
0,3,32,31,0
0,4,33,31,0
0,5,33,32,0
0,6,34,32,0
0,7,34,33,0
0,8,34,34,0
0,9,35,34,0
0,10,35,35,0
0,11,34,35,0
0,12,33,35,0
0,13,33,36,0
0,14,34,36,0
0,15,34,37,0
0,16,35,37,0
0,17,35,36,0
0,18,36,36,0
0,19,37,36,0
0,20,38,36,0
0,21,39,36,0
0,22,40,36,0
0,23,41,36,0
0,24,41,37,0
0,25,41,38,0
0,26,41,39,0
0,27,42,39,0
0,28,42,38,0
0,29,42,37,0
0,30,43,37,0
0,31,44,37,0
0,32,45,37,0
0,33,45,38,0
0,34,44,38,0
0,35,44,39,0
0,36,45,39,0
0,37,46,39,0
0,38,46,40,0
0,39,46,41,0
0,40,47,41,0
0,41,47,40,0
0,42,48,40,0
0,43,48,41,0
0,44,49,41,0
0,45,49,42,0
0,46,50,42,0
0,47,50,41,0
0,48,50,40,0
0,49,49,40,0
0,50,49,39,0
0,51,48,39,0
0,52,48,38,0
0,53,49,38,0
0,54,49,37,0
0,55,48,37,0
0,56,48,36,0
0,57,47,36,0
0,58,47,35,0
0,59,48,35,0
0,60,49,35,0
0,61,49,36,0
0,62,50,36,0
0,63,50,35,0
0,64,51,35,0
0,65,52,35,0
0,66,52,34,0
0,67,51,34,0
0,68,51,33,0
0,69,52,33,0
0,70,52,32,0
0,71,53,32,0
0,72,53,33,0
0,73,53,34,0
0,74,54,34,0
0,75,54,33,0
0,76,54,32,0
0,77,55,32,0
0,78,55,31,0
0,79,55,30,0
0,80,55,29,0
0,81,56,29,0
0,82,56,30,0
0,83,57,30,0
0,84,57,31,0
0,85,58,31,0
0,86,59,31,0
0,87,60,31,0
0,88,60,32,0
0,89,61,32,0
0,90,61,33,0
0,91,60,33,0
0,92,60,34,0
0,93,61,34,0
0,94,61,35,0
0,95,61,36,0
0,96,62,36,0
0,97,63,36,0
0,98,63,35,0
0,99,63,34,0
0,100,62,34,0
0,101,62,35,0
