trial,final_step,trapped,boundary_dead,contact_dead
348,38,1,0,0
349,59,1,0,0
350,15,1,0,0
351,92,1,0,0
352,116,1,0,0
353,30,1,0,0
354,70,1,0,0
355,54,1,0,0
356,30,1,0,0
357,165,1,0,0
358,66,1,0,0
359,34,1,0,0
360,103,1,0,0
361,62,1,0,0
362,166,1,0,0
363,130,1,0,0
364,40,1,0,0
365,119,1,0,0
366,56,1,0,0
367,26,1,0,0
368,57,1,0,0
369,26,1,0,0
370,8,1,0,0
371,55,1,0,0
372,49,1,0,0
373,99,1,0,0
374,46,1,0,0
375,84,1,0,0
376,80,1,0,0
377,145,1,0,0
378,57,1,0,0
379,17,1,0,0
380,66,1,0,0
381,86,1,0,0
382,66,1,0,0
383,159,1,0,0
384,43,1,0,0
385,23,1,0,0
386,113,1,0,0
387,160,1,0,0
388,62,1,0,0
389,81,1,0,0
390,178,1,0,0
391,80,1,0,0
392,89,1,0,0
393,49,1,0,0
394,29,1,0,0
395,93,1,0,0
396,93,1,0,0
397,101,1,0,0
398,11,1,0,0
399,128,1,0,0
400,16,1,0,0
401,67,1,0,0
402,21,1,0,0
403,60,1,0,0
404,129,1,0,0
405,61,1,0,0
406,35,1,0,0
407,16,1,0,0
408,98,1,0,0
409,27,1,0,0
410,63,1,0,0
411,49,1,0,0
412,49,1,0,0
413,124,1,0,0
414,62,1,0,0
415,41,1,0,0
416,10,1,0,0
417,28,1,0,0
418,50,1,0,0
419,108,1,0,0
420,65,1,0,0
421,20,1,0,0
422,110,1,0,0
423,98,1,0,0
424,24,1,0,0
425,23,1,0,0
426,92,1,0,0
427,15,1,0,0
428,93,1,0,0
429,23,1,0,0
430,108,1,0,0
431,36,1,0,0
432,87,1,0,0
433,99,1,0,0
434,69,1,0,0
435,34,1,0,0
436,41,1,0,0
437,29,1,0,0
438,26,1,0,0
439,36,1,0,0
440,52,1,0,0
441,41,1,0,0
442,48,1,0,0
443,71,1,0,0
444,134,1,0,0
445,63,1,0,0
446,21,1,0,0
447,18,1,0,0
448,29,1,0,0
449,209,1,0,0
450,139,1,0,0
451,13,1,0,0
452,17,1,0,0
453,19,1,0,0
454,28,1,0,0
455,128,1,0,0
456,71,1,0,0
457,34,1,0,0
458,182,1,0,0
459,47,1,0,0
460,34,1,0,0
461,38,1,0,0
462,41,1,0,0
463,164,1,0,0
464,42,1,0,0
465,154,1,0,0
466,39,1,0,0
467,30,1,0,0
468,171,1,0,0
469,61,1,0,0
470,35,1,0,0
471,45,1,0,0
472,44,1,0,0
473,220,1,0,0
474,123,1,0,0
475,45,1,0,0
476,108,1,0,0
477,21,1,0,0
478,92,1,0,0
479,57,1,0,0
480,36,1,0,0
481,60,1,0,0
482,36,1,0,0
483,13,1,0,0
484,19,1,0,0
485,111,1,0,0
486,180,1,0,0
487,10,1,0,0
488,27,1,0,0
489,87,1,0,0
490,17,1,0,0
491,36,1,0,0
492,161,1,0,0
493,61,1,0,0
494,48,1,0,0
495,28,1,0,0
496,34,1,0,0
497,69,1,0,0
498,81,1,0,0
499,103,1,0,0
500,33,1,0,0
501,68,1,0,0
502,163,1,0,0
503,46,1,0,0
504,70,1,0,0
505,74,1,0,0
506,37,1,0,0
507,24,1,0,0
508,104,1,0,0
509,87,1,0,0
510,183,1,0,0
511,55,1,0,0
512,54,1,0,0
513,63,1,0,0
514,101,1,0,0
515,40,1,0,0
516,45,1,0,0
517,74,1,0,0
518,147,1,0,0
519,12,1,0,0
520,93,1,0,0
521,58,1,0,0
522,67,1,0,0
523,60,1,0,0
524,110,1,0,0
525,67,1,0,0
526,25,1,0,0
527,100,1,0,0
528,24,1,0,0
529,73,1,0,0
530,46,1,0,0
531,100,1,0,0
532,33,1,0,0
533,83,1,0,0
534,11,1,0,0
535,21,1,0,0
536,149,1,0,0
537,62,1,0,0
538,163,1,0,0
539,95,1,0,0
540,110,1,0,0
541,64,1,0,0
542,59,1,0,0
543,387,1,0,0
544,33,1,0,0
545,131,1,0,0
546,39,1,0,0
547,64,1,0,0
548,65,1,0,0
549,53,1,0,0
550,32,1,0,0
551,131,1,0,0
552,90,1,0,0
553,99,1,0,0
554,65,1,0,0
555,103,1,0,0
556,14,1,0,0
557,54,1,0,0
558,27,1,0,0
559,56,1,0,0
560,141,1,0,0
561,140,1,0,0
562,27,1,0,0
563,68,1,0,0
564,160,1,0,0
565,100,1,0,0
566,25,1,0,0
567,157,1,0,0
568,63,1,0,0
569,111,1,0,0
570,16,1,0,0
571,27,1,0,0
572,18,1,0,0
573,88,1,0,0
574,107,1,0,0
575,189,1,0,0
576,24,1,0,0
577,14,1,0,0
578,49,1,0,0
579,61,1,0,0
580,28,1,0,0
581,58,1,0,0
582,193,1,0,0
583,68,1,0,0
584,28,1,0,0
585,62,1,0,0
586,53,1,0,0
587,90,1,0,0
588,168,1,0,0
589,74,1,0,0
590,123,1,0,0
591,28,1,0,0
592,84,1,0,0
593,91,1,0,0
594,27,1,0,0
595,133,1,0,0
596,174,1,0,0
597,70,1,0,0
598,43,1,0,0
599,29,1,0,0
600,216,1,0,0
601,107,1,0,0
602,29,1,0,0
603,203,1,0,0
604,30,1,0,0
605,50,1,0,0
606,32,1,0,0
607,69,1,0,0
608,57,1,0,0
609,110,1,0,0
610,107,1,0,0
611,49,1,0,0
612,132,1,0,0
613,22,1,0,0
614,62,1,0,0
615,31,1,0,0
616,18,1,0,0
617,50,1,0,0
618,51,1,0,0
619,101,1,0,0
620,53,1,0,0
621,34,1,0,0
622,22,1,0,0
623,85,1,0,0
624,17,1,0,0
625,51,1,0,0
626,25,1,0,0
627,72,1,0,0
628,10,1,0,0
629,39,1,0,0
630,16,1,0,0
631,41,1,0,0
632,44,1,0,0
633,85,1,0,0
634,143,1,0,0
635,22,1,0,0
636,97,1,0,0
637,16,1,0,0
638,166,1,0,0
639,42,1,0,0
640,31,1,0,0
641,77,1,0,0
642,41,1,0,0
643,35,1,0,0
644,113,1,0,0
645,61,1,0,0
646,152,1,0,0
647,99,1,0,0
648,20,1,0,0
649,102,1,0,0
650,99,1,0,0
651,45,1,0,0
652,41,1,0,0
653,51,1,0,0
654,31,1,0,0
655,13,1,0,0
656,152,1,0,0
657,62,1,0,0
658,41,1,0,0
659,29,1,0,0
660,75,1,0,0
661,60,1,0,0
662,40,1,0,0
663,101,1,0,0
664,23,1,0,0
665,34,1,0,0
666,60,1,0,0
667,53,1,0,0
668,50,1,0,0
669,22,1,0,0
670,67,1,0,0
671,41,1,0,0
672,80,1,0,0
673,56,1,0,0
674,61,1,0,0
675,19,1,0,0
676,86,1,0,0
677,85,1,0,0
678,61,1,0,0
679,59,1,0,0
680,75,1,0,0
681,25,1,0,0
682,147,1,0,0
683,30,1,0,0
684,36,1,0,0
685,17,1,0,0
686,32,1,0,0
687,212,1,0,0
688,46,1,0,0
689,109,1,0,0
690,51,1,0,0
691,14,1,0,0
692,63,1,0,0
693,78,1,0,0
694,63,1,0,0
695,55,1,0,0
696,65,1,0,0
697,14,1,0,0
698,24,1,0,0
699,16,1,0,0
700,48,1,0,0
701,35,1,0,0
702,44,1,0,0
703,70,1,0,0
704,33,1,0,0
705,74,1,0,0
706,156,1,0,0
707,44,1,0,0
708,126,1,0,0
709,20,1,0,0
710,15,1,0,0
711,19,1,0,0
712,69,1,0,0
713,99,1,0,0
714,53,1,0,0
715,165,1,0,0
716,89,1,0,0
717,103,1,0,0
718,38,1,0,0
719,76,1,0,0
720,143,1,0,0
721,113,1,0,0
722,32,1,0,0
723,166,1,0,0
724,78,1,0,0
725,22,1,0,0
726,54,1,0,0
727,52,1,0,0
728,167,1,0,0
729,64,1,0,0
730,32,1,0,0
731,22,1,0,0
732,68,1,0,0
733,67,1,0,0
734,59,1,0,0
735,177,1,0,0
736,54,1,0,0
737,122,1,0,0
738,70,1,0,0
739,97,1,0,0
740,45,1,0,0
741,39,1,0,0
742,100,1,0,0
743,131,1,0,0
744,213,1,0,0
745,122,1,0,0
746,81,1,0,0
747,60,1,0,0
748,17,1,0,0
749,54,1,0,0
750,154,1,0,0
751,73,1,0,0
752,48,1,0,0
753,37,1,0,0
754,34,1,0,0
755,80,1,0,0
756,91,1,0,0
757,12,1,0,0
758,76,1,0,0
759,33,1,0,0
760,100,1,0,0
761,58,1,0,0
762,72,1,0,0
763,44,1,0,0
764,104,1,0,0
765,71,1,0,0
766,32,1,0,0
767,44,1,0,0
768,37,1,0,0
769,30,1,0,0
770,126,1,0,0
771,54,1,0,0
772,35,1,0,0
773,72,1,0,0
774,156,1,0,0
775,50,1,0,0
776,71,1,0,0
777,106,1,0,0
778,66,1,0,0
779,40,1,0,0
780,13,1,0,0
781,114,1,0,0
782,79,1,0,0
783,36,1,0,0
784,125,1,0,0
785,52,1,0,0
786,57,1,0,0
787,76,1,0,0
788,169,1,0,0
789,154,1,0,0
790,142,1,0,0
791,128,1,0,0
792,99,1,0,0
793,159,1,0,0
794,53,1,0,0
795,88,1,0,0
796,38,1,0,0
797,55,1,0,0
798,148,1,0,0
799,69,1,0,0
800,34,1,0,0
801,14,1,0,0
802,115,1,0,0
803,75,1,0,0
804,63,1,0,0
805,37,1,0,0
806,37,1,0,0
807,76,1,0,0
808,26,1,0,0
809,137,1,0,0
810,25,1,0,0
811,35,1,0,0
812,102,1,0,0
813,36,1,0,0
814,149,1,0,0
815,28,1,0,0
816,31,1,0,0
817,44,1,0,0
818,16,1,0,0
819,126,1,0,0
820,66,1,0,0
821,66,1,0,0
822,31,1,0,0
823,54,1,0,0
824,64,1,0,0
825,63,1,0,0
826,53,1,0,0
827,38,1,0,0
828,65,1,0,0
829,60,1,0,0
830,51,1,0,0
831,13,1,0,0
832,12,1,0,0
833,155,1,0,0
834,18,1,0,0
835,148,1,0,0
836,28,1,0,0
837,55,1,0,0
838,25,1,0,0
839,129,1,0,0
840,101,1,0,0
841,122,1,0,0
842,27,1,0,0
843,76,1,0,0
844,111,1,0,0
845,32,1,0,0
846,84,1,0,0
847,22,1,0,0
848,63,1,0,0
849,160,1,0,0
850,148,1,0,0
851,12,1,0,0
852,19,1,0,0
853,59,1,0,0
854,62,1,0,0
855,25,1,0,0
856,101,1,0,0
857,71,1,0,0
858,133,1,0,0
859,101,1,0,0
860,40,1,0,0
861,63,1,0,0
862,27,1,0,0
863,99,1,0,0
864,33,1,0,0
865,47,1,0,0
866,83,1,0,0
867,73,1,0,0
868,139,1,0,0
869,103,1,0,0
870,19,1,0,0
871,110,1,0,0
872,92,1,0,0
873,188,1,0,0
874,123,1,0,0
875,31,1,0,0
876,194,1,0,0
877,30,1,0,0
878,175,1,0,0
879,104,1,0,0
880,135,1,0,0
881,15,1,0,0
882,62,1,0,0
883,29,1,0,0
884,213,1,0,0
885,41,1,0,0
886,109,1,0,0
887,119,1,0,0
888,170,1,0,0
889,21,1,0,0
890,74,1,0,0
891,56,1,0,0
892,104,1,0,0
893,32,1,0,0
894,259,1,0,0
895,135,1,0,0
896,70,1,0,0
897,150,1,0,0
898,23,1,0,0
899,51,1,0,0
900,68,1,0,0
901,78,1,0,0
902,72,1,0,0
903,104,1,0,0
904,12,1,0,0
905,35,1,0,0
906,33,1,0,0
907,24,1,0,0
908,52,1,0,0
909,253,1,0,0
910,127,1,0,0
911,49,1,0,0
912,204,1,0,0
913,62,1,0,0
914,43,1,0,0
915,74,1,0,0
916,34,1,0,0
917,100,1,0,0
918,83,1,0,0
919,91,1,0,0
920,137,1,0,0
921,136,1,0,0
922,91,1,0,0
923,129,1,0,0
924,44,1,0,0
925,65,1,0,0
926,117,1,0,0
927,57,1,0,0
928,78,1,0,0
929,83,1,0,0
930,91,1,0,0
931,106,1,0,0
932,27,1,0,0
933,128,1,0,0
934,110,1,0,0
935,106,1,0,0
936,153,1,0,0
937,114,1,0,0
938,22,1,0,0
939,142,1,0,0
940,68,1,0,0
941,11,1,0,0
942,139,1,0,0
943,66,1,0,0
944,27,1,0,0
945,22,1,0,0
946,78,1,0,0
947,29,1,0,0
948,80,1,0,0
949,15,1,0,0
950,15,1,0,0
951,57,1,0,0
952,85,1,0,0
953,49,1,0,0
954,77,1,0,0
955,136,1,0,0
956,16,1,0,0
957,21,1,0,0
958,109,1,0,0
959,100,1,0,0
960,93,1,0,0
961,106,1,0,0
962,171,1,0,0
963,65,1,0,0
964,93,1,0,0
965,147,1,0,0
966,63,1,0,0
967,36,1,0,0
968,19,1,0,0
969,46,1,0,0
970,148,1,0,0
971,159,1,0,0
972,45,1,0,0
973,30,1,0,0
974,81,1,0,0
975,34,1,0,0
976,75,1,0,0
977,20,1,0,0
978,89,1,0,0
979,69,1,0,0
980,127,1,0,0
981,96,1,0,0
982,126,1,0,0
983,100,1,0,0
984,146,1,0,0
985,132,1,0,0
986,57,1,0,0
987,84,1,0,0
988,57,1,0,0
989,90,1,0,0
990,41,1,0,0
991,139,1,0,0
992,47,1,0,0
993,189,1,0,0
994,116,1,0,0
995,43,1,0,0
996,50,1,0,0
997,55,1,0,0
998,66,1,0,0
999,47,1,0,0
1000,54,1,0,0
1001,138,1,0,0
1002,76,1,0,0
1003,129,1,0,0
1004,45,1,0,0
1005,97,1,0,0
1006,40,1,0,0
1007,65,1,0,0
1008,72,1,0,0
1009,162,1,0,0
1010,33,1,0,0
1011,32,1,0,0
1012,22,1,0,0
1013,209,1,0,0
1014,53,1,0,0
1015,70,1,0,0
1016,108,1,0,0
1017,98,1,0,0
1018,184,1,0,0
1019,50,1,0,0
1020,132,1,0,0
1021,76,1,0,0
1022,149,1,0,0
1023,32,1,0,0
1024,48,1,0,0
1025,19,1,0,0
1026,32,1,0,0
1027,27,1,0,0
1028,74,1,0,0
1029,61,1,0,0
1030,33,1,0,0
1031,11,1,0,0
1032,88,1,0,0
1033,43,1,0,0
1034,42,1,0,0
1035,111,1,0,0
1036,149,1,0,0
1037,74,1,0,0
1038,42,1,0,0
1039,87,1,0,0
1040,51,1,0,0
1041,53,1,0,0
1042,49,1,0,0
1043,87,1,0,0
1044,25,1,0,0
1045,13,1,0,0
1046,21,1,0,0
1047,34,1,0,0
1048,82,1,0,0
1049,74,1,0,0
1050,47,1,0,0
1051,86,1,0,0
1052,63,1,0,0
1053,18,1,0,0
1054,78,1,0,0
1055,86,1,0,0
1056,79,1,0,0
1057,89,1,0,0
1058,15,1,0,0
1059,55,1,0,0
1060,184,1,0,0
1061,133,1,0,0
1062,132,1,0,0
1063,28,1,0,0
1064,112,1,0,0
1065,60,1,0,0
1066,87,1,0,0
1067,156,1,0,0
1068,81,1,0,0
1069,13,1,0,0
1070,248,1,0,0
1071,52,1,0,0
1072,58,1,0,0
1073,12,1,0,0
1074,53,1,0,0
1075,49,1,0,0
1076,30,1,0,0
1077,85,1,0,0
1078,87,1,0,0
1079,13,1,0,0
1080,16,1,0,0
1081,102,1,0,0
1082,61,1,0,0
1083,126,1,0,0
1084,15,1,0,0
1085,74,1,0,0
1086,127,1,0,0
1087,108,1,0,0
1088,15,1,0,0
1089,37,1,0,0
1090,28,1,0,0
1091,53,1,0,0
1092,36,1,0,0
1093,81,1,0,0
1094,43,1,0,0
1095,43,1,0,0
1096,63,1,0,0
1097,54,1,0,0
1098,124,1,0,0
1099,118,1,0,0
1100,60,1,0,0
1101,33,1,0,0
1102,98,1,0,0
1103,72,1,0,0
1104,137,1,0,0
1105,79,1,0,0
1106,40,1,0,0
1107,32,1,0,0
1108,82,1,0,0
1109,25,1,0,0
1110,72,1,0,0
1111,27,1,0,0
1112,44,1,0,0
1113,52,1,0,0
1114,18,1,0,0
1115,14,1,0,0
1116,129,1,0,0
1117,128,1,0,0
1118,25,1,0,0
1119,41,1,0,0
1120,23,1,0,0
1121,86,1,0,0
1122,66,1,0,0
1123,21,1,0,0
1124,13,1,0,0
1125,78,1,0,0
1126,35,1,0,0
1127,115,1,0,0
1128,98,1,0,0
1129,20,1,0,0
1130,61,1,0,0
1131,11,1,0,0
1132,29,1,0,0
1133,79,1,0,0
1134,27,1,0,0
1135,42,1,0,0
1136,79,1,0,0
1137,111,1,0,0
1138,13,1,0,0
1139,138,1,0,0
1140,41,1,0,0
1141,72,1,0,0
1142,14,1,0,0
1143,178,1,0,0
1144,77,1,0,0
1145,76,1,0,0
1146,144,1,0,0
1147,144,1,0,0
1148,88,1,0,0
1149,23,1,0,0
1150,59,1,0,0
1151,59,1,0,0
1152,50,1,0,0
1153,47,1,0,0
1154,100,1,0,0
1155,107,1,0,0
1156,151,1,0,0
1157,43,1,0,0
1158,40,1,0,0
1159,58,1,0,0
1160,21,1,0,0
1161,45,1,0,0
1162,79,1,0,0
1163,32,1,0,0
1164,44,1,0,0
1165,23,1,0,0
1166,65,1,0,0
1167,49,1,0,0
1168,26,1,0,0
1169,26,1,0,0
1170,87,1,0,0
1171,46,1,0,0
1172,59,1,0,0
1173,109,1,0,0
1174,152,1,0,0
1175,18,1,0,0
1176,70,1,0,0
1177,82,1,0,0
1178,34,1,0,0
1179,15,1,0,0
1180,88,1,0,0
1181,46,1,0,0
1182,87,1,0,0
1183,20,1,0,0
1184,46,1,0,0
1185,48,1,0,0
1186,71,1,0,0
1187,129,1,0,0
1188,51,1,0,0
1189,25,1,0,0
1190,47,1,0,0
1191,124,1,0,0
1192,121,1,0,0
1193,107,1,0,0
1194,28,1,0,0
1195,136,1,0,0
1196,81,1,0,0
1197,55,1,0,0
1198,62,1,0,0
1199,110,1,0,0
1200,15,1,0,0
1201,13,1,0,0
1202,108,1,0,0
1203,24,1,0,0
1204,94,1,0,0
1205,57,1,0,0
1206,12,1,0,0
1207,107,1,0,0
1208,123,1,0,0
1209,79,1,0,0
1210,70,1,0,0
1211,49,1,0,0
1212,30,1,0,0
1213,37,1,0,0
1214,164,1,0,0
1215,38,1,0,0
1216,8,1,0,0
1217,132,1,0,0
1218,17,1,0,0
1219,141,1,0,0
1220,69,1,0,0
1221,20,1,0,0
1222,132,1,0,0
1223,67,1,0,0
1224,27,1,0,0
1225,17,1,0,0
1226,14,1,0,0
1227,107,1,0,0
1228,77,1,0,0
1229,114,1,0,0
1230,27,1,0,0
1231,37,1,0,0
1232,167,1,0,0
1233,74,1,0,0
1234,70,1,0,0
1235,155,1,0,0
1236,14,1,0,0
1237,45,1,0,0
1238,95,1,0,0
1239,115,1,0,0
1240,48,1,0,0
1241,13,1,0,0
1242,78,1,0,0
1243,28,1,0,0
1244,107,1,0,0
1245,119,1,0,0
1246,20,1,0,0
1247,166,1,0,0
1248,85,1,0,0
1249,111,1,0,0
1250,109,1,0,0
1251,71,1,0,0
1252,92,1,0,0
1253,17,1,0,0
1254,67,1,0,0
1255,87,1,0,0
1256,54,1,0,0
1257,117,1,0,0
1258,92,1,0,0
1259,30,1,0,0
1260,34,1,0,0
1261,40,1,0,0
1262,165,1,0,0
1263,104,1,0,0
1264,74,1,0,0
1265,115,1,0,0
1266,65,1,0,0
1267,48,1,0,0
1268,106,1,0,0
1269,121,1,0,0
1270,34,1,0,0
1271,129,1,0,0
1272,126,1,0,0
1273,48,1,0,0
1274,54,1,0,0
1275,59,1,0,0
1276,23,1,0,0
1277,172,1,0,0
1278,109,1,0,0
1279,18,1,0,0
1280,78,1,0,0
1281,101,1,0,0
1282,94,1,0,0
1283,63,1,0,0
1284,107,1,0,0
1285,44,1,0,0
1286,94,1,0,0
1287,31,1,0,0
1288,64,1,0,0
1289,91,1,0,0
1290,52,1,0,0
1291,86,1,0,0
1292,242,1,0,0
1293,62,1,0,0
1294,88,1,0,0
1295,99,1,0,0
1296,36,1,0,0
1297,43,1,0,0
1298,17,1,0,0
1299,103,1,0,0
1300,68,1,0,0
1301,106,1,0,0
1302,76,1,0,0
1303,50,1,0,0
1304,123,1,0,0
1305,13,1,0,0
1306,26,1,0,0
1307,108,1,0,0
1308,41,1,0,0
1309,42,1,0,0
1310,27,1,0,0
1311,29,1,0,0
1312,52,1,0,0
1313,55,1,0,0
1314,11,1,0,0
1315,52,1,0,0
1316,37,1,0,0
1317,100,1,0,0
1318,48,1,0,0
1319,115,1,0,0
1320,63,1,0,0
1321,33,1,0,0
1322,45,1,0,0
1323,52,1,0,0
1324,43,1,0,0
1325,54,1,0,0
1326,130,1,0,0
1327,144,1,0,0
1328,26,1,0,0
1329,76,1,0,0
1330,15,1,0,0
1331,164,1,0,0
1332,51,1,0,0
1333,51,1,0,0
1334,103,1,0,0
1335,33,1,0,0
1336,29,1,0,0
1337,57,1,0,0
1338,59,1,0,0
1339,29,1,0,0
1340,37,1,0,0
1341,12,1,0,0
1342,16,1,0,0
1343,31,1,0,0
1344,57,1,0,0
1345,30,1,0,0
1346,82,1,0,0
1347,97,1,0,0
1348,25,1,0,0
1349,30,1,0,0
1350,67,1,0,0
1351,34,1,0,0
1352,66,1,0,0
1353,78,1,0,0
1354,51,1,0,0
1355,26,1,0,0
1356,84,1,0,0
1357,56,1,0,0
1358,50,1,0,0
