step,mean_r2,mean_r,std_r2,std_r,n_alive,trapped_rate,mean_rg2,std_rg2,mean_r2_all,mean_rg2_all,min_r2,max_r2,se_r2,cv_r2
25,70.0602522186,7.7586661860,51.5409679900,3.1405972733,8564,0.1436000000,10.8102632735,4.3301859556,62.4211000000,9.9182831496,1.0000000000,337.0000000000,0.5569474777,0.7356663209
26,73.3877261440,7.9427353165,54.1420901624,3.2094675316,8457,0.1543000000,11.3540218710,4.5560074811,64.8218000000,10.3434609548,2.0000000000,370.0000000000,0.5887444857,0.7377540225
27,76.7149017729,8.1123979505,56.8969948611,3.3021055806,8348,0.1652000000,11.8946591754,4.7858512197,67.2122000000,10.7639885523,1.0000000000,353.0000000000,0.6227275914,0.7416680925
28,80.2516668687,8.2981530570,59.7450005563,3.3752515035,8249,0.1751000000,12.4426733381,5.0195711308,69.7009000000,11.1822082073,2.0000000000,346.0000000000,0.6578106761,0.7444705249
29,83.8588293163,8.4761348079,62.6400034834,3.4661171410,8132,0.1868000000,12.9854101765,5.2596101523,72.2703000000,11.5996412658,1.0000000000,373.0000000000,0.6946292840,0.7469696870
30,87.7804421132,8.6712421038,65.6898355301,3.5482393509,8007,0.1993000000,13.5625734350,5.4983335348,74.8602000000,12.0175437042,2.0000000000,400.0000000000,0.7341135839,0.7483425003
31,91.6427845528,8.8575150171,68.6638850084,3.6314201458,7872,0.2128000000,14.1452202526,5.7495405265,77.3350000000,12.4346302857,1.0000000000,441.0000000000,0.7739017514,0.7492557689
32,95.5816707427,9.0416479877,72.0534158756,3.7189074216,7769,0.2231000000,14.7351482033,6.0086528458,79.9295000000,12.8534264952,2.0000000000,458.0000000000,0.8174703579,0.7538413518
33,99.5415200104,9.2228893156,75.3389823653,3.8052375330,7671,0.2329000000,15.3314883178,6.2705296582,82.4810000000,13.2706952976,1.0000000000,493.0000000000,0.8601887500,0.7568598747
34,103.7365776250,9.4170608272,78.7988940607,3.8801472912,7562,0.2438000000,15.9403904593,6.5493052021,85.0636000000,13.6863156217,2.0000000000,530.0000000000,0.9061535281,0.7596056846
35,107.5323509712,9.5795935228,82.0873307175,3.9703575291,7465,0.2535000000,16.5428278468,6.8304477733,87.4281000000,14.0967168543,1.0000000000,569.0000000000,0.9500823008,0.7633733474
36,111.1578804348,9.7363683331,85.2222928828,4.0448747962,7360,0.2640000000,17.1404127100,7.1115067975,89.5867000000,14.4997621521,2.0000000000,610.0000000000,0.9933774735,0.7666779229
37,115.2622860298,9.9107849858,88.3325358716,4.1277871791,7244,0.2756000000,17.7685764587,7.3820000988,91.9147000000,14.8994197423,1.0000000000,585.0000000000,1.0378425631,0.7663611309
38,119.5267518607,10.0918630452,91.8135471895,4.2048843191,7121,0.2879000000,18.3923017187,7.6636495980,94.3256000000,15.2969749568,2.0000000000,610.0000000000,1.0880184844,0.7681422423
39,123.6795950378,10.2611393843,95.0263714551,4.2881946755,7013,0.2987000000,19.0162701412,7.9445002234,96.6935000000,15.6936821825,1.0000000000,637.0000000000,1.1347291897,0.7683269938
40,127.6286956522,10.4269973443,97.8044638428,4.3481515653,6900,0.3100000000,19.6518069817,8.2122996763,98.7341000000,16.0853921249,2.0000000000,666.0000000000,1.1774273815,0.7663203274
41,131.5622796710,10.5833604621,100.7650345343,4.4220765484,6808,0.3192000000,20.2859917371,8.4862130549,100.8951000000,16.4740471139,1.0000000000,697.0000000000,1.2212373679,0.7659112839
42,135.4806860552,10.7434057298,103.8159587008,4.4788301352,6705,0.3295000000,20.9273185941,8.7501354507,102.9204000000,16.8563212040,2.0000000000,740.0000000000,1.2678408123,0.7662786610
43,139.5842526825,10.8968856641,107.5120718409,4.5653187738,6617,0.3383000000,21.5612882608,9.0108728007,105.1043000000,17.2339049323,1.0000000000,773.0000000000,1.3216810518,0.7702306655
44,144.1357340720,11.0722567598,111.3111070605,4.6412136686,6498,0.3502000000,22.2276883676,9.3060235546,107.3035000000,17.6075595195,2.0000000000,730.0000000000,1.3808568180,0.7722658630
45,148.9693270736,11.2459841874,115.4167911480,4.7431178280,6390,0.3610000000,22.8796644391,9.6056942926,109.7803000000,17.9819766022,1.0000000000,729.0000000000,1.4438383290,0.7747688294
46,153.7684110068,11.4284098821,119.0788613471,4.8124690725,6287,0.3713000000,23.5617012204,9.9264219528,112.1190000000,18.3554115905,2.0000000000,784.0000000000,1.5018029152,0.7744039271
47,157.9424692954,11.5757102131,122.6480132402,4.8934039644,6188,0.3812000000,24.2029879460,10.2444653446,114.2572000000,18.7244705088,1.0000000000,841.0000000000,1.5591409026,0.7765359994
48,162.2100591716,11.7441065125,125.5827281969,4.9280849622,6084,0.3916000000,24.8829611867,10.5582464575,116.1362000000,19.0876576712,2.0000000000,900.0000000000,1.6100349769,0.7741981529
49,166.4761186526,11.8946158190,129.1207366380,4.9994232839,5967,0.4033000000,25.5731463717,10.8677036472,118.0013000000,19.4444473224,1.0000000000,961.0000000000,1.6715446279,0.7756111668
50,170.7247114732,12.0426310533,132.6643298701,5.0694919655,5892,0.4108000000,26.2328116529,11.1849211099,120.0571000000,19.7982185083,2.0000000000,1024.0000000000,1.7283145994,0.7770657729
51,175.5936958781,12.2151899839,136.1847834981,5.1364218611,5774,0.4226000000,26.9161739116,11.4903422590,122.1335000000,20.1473578093,1.0000000000,1089.0000000000,1.7922153595,0.7755676126
52,179.9447183099,12.3620739915,139.7586265835,5.2080557735,5680,0.4320000000,27.6047074544,11.8094601614,124.0429000000,20.4930473239,2.0000000000,1090.0000000000,1.8544044308,0.7766753473
53,184.4553587404,12.5181181181,143.0696310396,5.2680240623,5589,0.4411000000,28.2724080664,12.1201356359,126.0652000000,20.8355404784,1.0000000000,1157.0000000000,1.9137288426,0.7756328253
54,189.0238051972,12.6708571103,146.9217762537,5.3360271071,5503,0.4497000000,28.9774447897,12.4548188214,127.9123000000,21.1743785862,2.0000000000,1226.0000000000,1.9805527497,0.7772659962
55,193.6837922750,12.8282385374,150.1385585447,5.3963032071,5411,0.4589000000,29.7149156904,12.7924621614,129.6400000000,21.5076095820,1.0000000000,1225.0000000000,2.0410492065,0.7751735795
56,198.2057829516,12.9757025551,154.1652692427,5.4623187523,5326,0.4674000000,30.4187573472,13.1376734028,131.4818000000,21.8376960589,2.0000000000,1296.0000000000,2.1124476961,0.7778040930
57,202.8087954111,13.1201857898,158.2159769807,5.5380068845,5230,0.4770000000,31.0778524383,13.4675191199,133.5116000000,22.1653517576,1.0000000000,1369.0000000000,2.1877590695,0.7801238435
58,207.9805598756,13.2849035912,162.5148145275,5.6117641120,5144,0.4856000000,31.8283215304,13.8273370882,135.3976000000,22.4893717441,2.0000000000,1370.0000000000,2.2659090636,0.7813942545
59,213.1547312041,13.4427601700,166.6433300985,5.6962206958,5041,0.4959000000,32.5928135952,14.1473336839,137.1883000000,22.8090250498,1.0000000000,1373.0000000000,2.3470891563,0.7817951267
60,217.6852750809,13.5882783634,170.3107135089,5.7483881393,4944,0.5056000000,33.3195988568,14.4972940535,138.7819000000,23.1232415580,2.0000000000,1300.0000000000,2.4221594954,0.7823713085
61,222.6425200082,13.7411411013,174.0421231601,5.8158027169,4873,0.5127000000,34.0637502127,14.8570650604,140.5618000000,23.4347878214,1.0000000000,1297.0000000000,2.4931945391,0.7817110728
62,227.8783190466,13.9111395243,177.1348556728,5.8616137865,4783,0.5217000000,34.8390853914,15.1947121187,142.2437000000,23.7430136492,2.0000000000,1226.0000000000,2.5612610045,0.7773221095
63,232.8531796842,14.0653630451,180.4766647017,5.9176635672,4686,0.5314000000,35.5983115639,15.5283766241,143.7457000000,24.0459267161,1.0000000000,1217.0000000000,2.6364522757,0.7750663527
64,237.4121225288,14.2051692164,183.4362409312,5.9686924919,4603,0.5397000000,36.3276700171,15.8516722987,145.1470000000,24.3418885277,2.0000000000,1186.0000000000,2.7037383092,0.7726490079
65,242.3061766659,14.3538384976,186.6747609135,6.0227482970,4517,0.5483000000,37.1155486375,16.1954427006,146.5603000000,24.6332389360,1.0000000000,1157.0000000000,2.7775415123,0.7704085941
66,246.9448961156,14.4907356867,190.1441179249,6.0797594833,4428,0.5572000000,37.8634365285,16.5576052721,147.8835000000,24.9177159219,2.0000000000,1170.0000000000,2.8574529557,0.7699860208
67,251.8859709744,14.6321300173,193.6782055526,6.1470921688,4341,0.5659000000,38.6113550567,16.8952407222,149.4872000000,25.1988247332,1.0000000000,1153.0000000000,2.9395838977,0.7689122376
68,257.5249060150,14.8031484337,197.5760604467,6.1961038133,4256,0.5744000000,39.4335356942,17.2608138458,151.0246000000,25.4760051285,2.0000000000,1202.0000000000,3.0285413800,0.7672114651
69,262.3502513766,14.9346302442,201.6870957744,6.2695351378,4177,0.5823000000,40.2266443058,17.6453036160,152.3261000000,25.7479948079,1.0000000000,1241.0000000000,3.1206558353,0.7687703546
70,267.5095261358,15.0888363057,205.2380123226,6.3116198457,4094,0.5906000000,41.0366394684,17.9781172973,153.6159000000,26.0149757818,2.0000000000,1300.0000000000,3.2076271503,0.7672175839
71,273.0359730202,15.2560246502,208.4088074715,6.3474156074,4003,0.5997000000,41.9005577029,18.3409483638,154.9646000000,26.2782649636,1.0000000000,1261.0000000000,3.2939975627,0.7633016454
72,277.5851361670,15.3842161012,212.1159753825,6.3961731621,3929,0.6071000000,42.6314532759,18.6372035901,156.3257000000,26.5373411193,2.0000000000,1322.0000000000,3.3840156587,0.7641474551
73,282.2126556017,15.5160097850,215.6208886928,6.4394173613,3856,0.6144000000,43.4040878871,18.9764955330,157.5101000000,26.7911558322,1.0000000000,1321.0000000000,3.4723406060,0.7640369218
74,287.4378635643,15.6578607705,219.7643423792,6.5014813432,3782,0.6218000000,44.1836279922,19.3515496972,158.8317000000,27.0417513823,2.0000000000,1352.0000000000,3.5735220448,0.7645629551
75,293.4917767592,15.8232351428,224.0904367898,6.5663541158,3709,0.6291000000,45.0125407129,19.6571129292,160.2836000000,27.2899669816,1.0000000000,1413.0000000000,3.6795516749,0.7635322504
76,298.8064781773,15.9693428550,227.5329036104,6.6171419025,3643,0.6357000000,45.8612555278,20.0198979970,161.4541000000,27.5345857360,2.0000000000,1450.0000000000,3.7697679984,0.7614724587
77,304.3186013986,16.1149782439,231.6713491514,6.6802752635,3575,0.6425000000,46.6363111773,20.3539281291,162.7924000000,27.7751308038,1.0000000000,1521.0000000000,3.8746662935,0.7612789625
78,309.2391242536,16.2438489624,235.2675751769,6.7362077714,3517,0.6483000000,47.3728530870,20.6140083275,164.1525000000,28.0120296217,2.0000000000,1552.0000000000,3.9671250673,0.7607949859
79,314.4261676820,16.3794946411,238.9070249447,6.7925196343,3447,0.6553000000,48.2019987489,20.9445800469,165.2654000000,28.2445067238,1.0000000000,1585.0000000000,4.0691929037,0.7598191547
80,319.6362023070,16.5070468935,242.9322576132,6.8668482699,3381,0.6619000000,49.0332350723,21.2976110822,166.3927000000,28.4731889392,2.0000000000,1620.0000000000,4.1779438678,0.7600273557
81,323.8739849624,16.6220614024,245.7813003035,6.8979025579,3325,0.6675000000,49.8345405304,21.5707093437,167.3054000000,28.6974617010,1.0000000000,1549.0000000000,4.2623883163,0.7588794152
82,328.3334354888,16.7456046117,248.1694361178,6.9222945385,3263,0.6737000000,50.6402711674,21.8594488561,168.1511000000,28.9163654815,2.0000000000,1514.0000000000,4.3444995544,0.7558457632
83,332.7060662914,16.8517679491,251.5157574927,6.9802566774,3198,0.6802000000,51.3032131760,22.1415632849,169.3061000000,29.1330663982,1.0000000000,1521.0000000000,4.4476025355,0.7559698574
84,338.0730301089,16.9912881007,254.2194390167,7.0263190071,3122,0.6878000000,52.1346784623,22.4906642917,170.3183000000,29.3458905652,2.0000000000,1594.0000000000,4.5498000031,0.7519660439
85,343.4028776978,17.1106298122,258.8583222895,7.1154216408,3058,0.6942000000,52.9050867473,22.8330642842,171.5031000000,29.5564311028,1.0000000000,1669.0000000000,4.6810512024,0.7538035908
86,349.7815517816,17.2739286323,262.8866375109,7.1688870398,3003,0.6997000000,53.7493738921,23.1810223596,172.7330000000,29.7654929745,2.0000000000,1746.0000000000,4.7972333637,0.7515737642
87,356.4597544338,17.4461236466,266.9362173837,7.2175150947,2932,0.7068000000,54.6595767845,23.4561917703,173.8764000000,29.9723286087,1.0000000000,1825.0000000000,4.9297570758,0.7488537319
88,362.4481558803,17.5849391653,271.8352116921,7.2950716537,2874,0.7126000000,55.5197239582,23.8036936696,175.0810000000,30.1762444075,2.0000000000,1796.0000000000,5.0706347653,0.7499975025
89,366.9787535411,17.6979056637,274.8863264450,7.3323180959,2824,0.7176000000,56.2540338544,24.0430078682,175.9638000000,30.3758013183,1.0000000000,1877.0000000000,5.1727416849,0.7490524282
90,372.4697841727,17.8293722183,278.7259751636,7.3880491657,2780,0.7220000000,57.0925174122,24.3973786435,176.9612000000,30.5722613070,2.0000000000,1960.0000000000,5.2863394344,0.7483183523
91,377.3708609272,17.9485447164,282.3730058135,7.4310566874,2718,0.7282000000,57.8426998439,24.5974733022,177.7138000000,30.7639887573,1.0000000000,1989.0000000000,5.4162468648,0.7482639362
92,383.7138576779,18.1074466222,286.3185814920,7.4722308919,2670,0.7330000000,58.7286051125,24.8980676262,178.8972000000,30.9541794414,2.0000000000,2020.0000000000,5.5410733998,0.7461773292
93,391.0045977011,18.2819458664,291.3448010216,7.5349222318,2610,0.7390000000,59.6045608439,25.2865961924,180.1072000000,31.1427251228,1.0000000000,2105.0000000000,5.7027852670,0.7451186066
94,397.0932601881,18.4334432698,295.3048699635,7.5697707632,2552,0.7448000000,60.4817308243,25.5989721192,181.0218000000,31.3272812538,2.0000000000,2138.0000000000,5.8456158794,0.7436662859
95,400.8800479808,18.5088796320,299.1256003017,7.6355368343,2501,0.7499000000,61.0730755441,25.7141612598,182.0823000000,31.5093549987,1.0000000000,2053.0000000000,5.9813158625,0.7461723321
96,406.9796251019,18.6456282227,303.1609438187,7.7019590548,2454,0.7546000000,61.9674694580,26.1116964038,182.9185000000,31.6883330280,2.0000000000,1970.0000000000,6.1197822729,0.7449044746
97,411.6019095060,18.7429974456,307.2445080481,7.7654334240,2409,0.7591000000,62.7985240428,26.4474244735,183.6988000000,31.8638138053,1.0000000000,1889.0000000000,6.2598759739,0.7464603564
98,417.6474605207,18.8891545597,311.4893722483,7.8004679694,2343,0.7657000000,63.6531644689,26.8560423999,184.6261000000,32.0362405881,2.0000000000,1924.0000000000,6.4351265092,0.7458189064
99,424.0147697654,19.0295153114,317.0220397978,7.8671670109,2302,0.7698000000,64.4930578627,27.2257114172,185.7079000000,32.2069034509,1.0000000000,2005.0000000000,6.6074942878,0.7476674456
100,431.7334517992,19.2015386666,323.3951059044,7.9394184066,2251,0.7749000000,65.4925360538,27.6454793886,186.7108000000,32.3751229166,2.0000000000,2088.0000000000,6.8162529041,0.7490619607
101,438.7336343115,19.3624035620,327.7613394541,7.9894281780,2215,0.7785000000,66.3914199956,28.0064113081,187.7375000000,32.5422357776,1.0000000000,2173.0000000000,6.9641939973,0.7470622579
102,445.8848987109,19.5304774870,332.1625603434,8.0277859863,2172,0.7828000000,67.3850469571,28.3872004383,188.5493000000,32.7064701682,2.0000000000,2210.0000000000,7.1272299180,0.7449513570
103,453.9420631182,19.7139689540,337.7173910387,8.0809338074,2123,0.7877000000,68.4360110421,28.7704802329,189.5660000000,32.8688804062,1.0000000000,2297.0000000000,7.3295688460,0.7439658460
104,459.9749276760,19.8483470438,342.4392777798,8.1251490637,2074,0.7926000000,69.3616323907,29.1639252374,190.1910000000,33.0278388812,2.0000000000,2386.0000000000,7.5193308887,0.7444737901
105,466.9812530834,20.0043011514,346.4730998553,8.1736887957,2027,0.7973000000,70.3310057460,29.5181681526,191.0525000000,33.1841676325,1.0000000000,2349.0000000000,7.6956028592,0.7419422034
106,472.8164493480,20.1202286356,351.1460237568,8.2457776467,1994,0.8006000000,71.1807674749,29.9503614510,191.8163000000,33.3382127916,2.0000000000,2260.0000000000,7.8636681536,0.7426687972
107,476.2127114300,20.1849591001,354.4526687367,8.2933791397,1951,0.8049000000,71.8823790902,30.3633277640,192.4114000000,33.4884150263,1.0000000000,2225.0000000000,8.0247149745,0.7443158493
108,483.6266386995,20.3528073749,358.8162953453,8.3300582626,1907,0.8093000000,72.8107963842,30.8879087233,193.1807000000,33.6354872404,2.0000000000,2192.0000000000,8.2166882828,0.7419283113
109,489.3888292159,20.4602369945,364.6560512423,8.4123439864,1862,0.8138000000,73.7656611126,31.3454356964,193.7741000000,33.7786761660,1.0000000000,2281.0000000000,8.4507175509,0.7451254084
110,496.6139483800,20.6115638917,369.2801058796,8.4721533459,1821,0.8179000000,74.7620454508,31.8876156663,194.4422000000,33.9195209979,2.0000000000,2250.0000000000,8.6536821352,0.7435959201
111,501.3923766816,20.7050210169,373.4863002094,8.5261058737,1784,0.8216000000,75.6491746362,32.3741189487,194.8490000000,34.0567443690,1.0000000000,2221.0000000000,8.8425444402,0.7448982425
112,509.8175519630,20.9052247307,376.4676762824,8.5316546414,1732,0.8268000000,76.7251667894,32.5788383500,195.4942000000,34.1910082602,2.0000000000,2194.0000000000,9.0459409730,0.7384360833
113,514.8198940553,20.9936389046,381.5408962299,8.6073816923,1699,0.8301000000,77.6965371787,33.0057700298,196.0679000000,34.3223653157,1.0000000000,2205.0000000000,9.2564488598,0.7411152922
114,521.7170263789,21.1326979904,385.6872672611,8.6675314841,1668,0.8332000000,78.6907013369,33.4276977071,196.7859000000,34.4521652189,4.0000000000,2290.0000000000,9.4435933686,0.7392652487
115,529.6121696374,21.3098239106,389.6366282536,8.6892792875,1627,0.8373000000,79.7138875815,33.7841318226,197.5382000000,34.5797471746,5.0000000000,2333.0000000000,9.6597525192,0.7357018033
116,534.6992481203,21.4145234799,393.6078825270,8.7245304887,1596,0.8404000000,80.5799348433,34.1211200422,198.1874000000,34.7052119694,4.0000000000,2420.0000000000,9.8525204206,0.7361294857
117,539.1365666879,21.5059985799,396.8364487477,8.7537758579,1567,0.8433000000,81.4620914576,34.4389820804,198.6863000000,34.8275514181,1.0000000000,2509.0000000000,10.0248309152,0.7360592348
118,543.7335932424,21.5935953268,401.5316798350,8.8005814640,1539,0.8461000000,82.2183600192,34.5505359338,199.3266000000,34.9474039153,2.0000000000,2466.0000000000,10.2352983335,0.7384713485
119,551.6213333333,21.7270007920,409.3450613825,8.9195722946,1500,0.8500000000,83.2195359259,35.0352815610,200.1372000000,35.0657854446,1.0000000000,2557.0000000000,10.5692440372,0.7420761973
120,556.6874576271,21.8206203665,413.9070057826,8.9748528928,1475,0.8525000000,84.0653706390,35.3263467486,200.7439000000,35.1819735861,2.0000000000,2516.0000000000,10.7772204660,0.7435177497
121,565.2130013831,21.9937748726,419.1823550039,9.0270077123,1446,0.8554000000,85.2177827574,35.6383981626,201.3899000000,35.2958850124,5.0000000000,2425.0000000000,11.0234832557,0.7416360805
122,571.1994382022,22.1167777385,422.7642908497,9.0580119600,1424,0.8576000000,86.1248478441,36.0625996689,201.8587000000,35.4078023403,2.0000000000,2336.0000000000,11.2032313011,0.7401342904
123,579.0057471264,22.2655265655,429.5975930112,9.1242574430,1392,0.8608000000,87.1062997865,36.5087382949,202.4779000000,35.5184354528,1.0000000000,2425.0000000000,11.5144241101,0.7419573901
124,588.0499632623,22.4553280317,433.1371715827,9.1546822037,1361,0.8639000000,87.9209332432,36.7135669906,203.3614000000,35.6283924433,2.0000000000,2404.0000000000,11.7407649517,0.7365652557
125,596.5154251317,22.6205931071,438.1774895696,9.2100050280,1329,0.8671000000,88.9850155958,37.1580561251,203.9125000000,35.7368218863,5.0000000000,2421.0000000000,12.0195323969,0.7345618757
126,602.2812982998,22.7185181362,443.9526284720,9.2817149274,1294,0.8706000000,90.0285177572,37.4974944251,204.3459000000,35.8423407941,2.0000000000,2482.0000000000,12.3415439306,0.7371184025
127,609.6956521739,22.8606152093,448.4518012500,9.3320911069,1265,0.8735000000,91.0897260221,38.1194679251,204.7412000000,35.9455956371,1.0000000000,2465.0000000000,12.6087057585,0.7355338678
128,616.5659163987,22.9809008302,453.5071563183,9.4044730544,1244,0.8756000000,92.0724447482,38.6027838926,205.4156000000,36.0477050538,2.0000000000,2482.0000000000,12.8580157801,0.7355371814
129,622.7723177723,23.0982089122,457.5322517906,9.4469605071,1221,0.8779000000,93.0801535748,39.0052527648,205.9481000000,36.1482196041,1.0000000000,2501.0000000000,13.0937450737,0.7346701816
130,630.9127516779,23.2476423971,464.5370710442,9.5110396200,1192,0.8808000000,94.1106290446,39.5246199459,206.5105000000,36.2464806217,2.0000000000,2522.0000000000,13.4549550008,0.7362936790
131,637.1606837607,23.3373981309,473.5115462554,9.6190712775,1170,0.8830000000,95.0325768367,40.1030919496,207.0167000000,36.3428233045,1.0000000000,2621.0000000000,13.8432366293,0.7431587641
132,642.1821335646,23.4171662154,479.0964589281,9.6859929797,1153,0.8847000000,96.0434673143,40.6730146949,207.4406000000,36.4372093282,2.0000000000,2600.0000000000,14.1093922498,0.7460445159
133,648.3315555556,23.5389459785,482.6632866638,9.7082221739,1125,0.8875000000,96.9527416153,40.8155896759,207.8961000000,36.5300201103,5.0000000000,2581.0000000000,14.3902389230,0.7444698357
134,656.9827429609,23.7150632600,489.1745412059,9.7251487154,1101,0.8899000000,98.0283202326,41.2201391385,208.2962000000,36.6209990222,2.0000000000,2682.0000000000,14.7424677658,0.7445774588
135,663.3457249071,23.8190579053,496.8402009771,9.7978673909,1076,0.8924000000,99.0676652884,41.8134984652,208.6760000000,36.7101804492,1.0000000000,2725.0000000000,15.1464408479,0.7489913364
136,669.7495256167,23.9266898405,501.3130670076,9.8622025377,1054,0.8946000000,100.1280746453,42.1898273759,208.9326000000,36.7977152759,2.0000000000,2738.0000000000,15.4414727533,0.7485082823
137,675.0694980695,24.0113978071,507.2253036704,9.9258386758,1036,0.8964000000,101.1128921928,42.5396079969,209.3910000000,36.8834695144,1.0000000000,2665.0000000000,15.7587234126,0.7513675334
138,679.8509803922,24.1056700873,509.6211447011,9.9381914871,1020,0.8980000000,102.0967780663,42.9669606258,209.7214000000,36.9672891023,2.0000000000,2740.0000000000,15.9568570031,0.7496071336
139,687.0939060939,24.2464097507,514.1894945801,9.9601968001,1001,0.8999000000,103.0940199596,43.4855135534,210.2003000000,37.0498444628,1.0000000000,2669.0000000000,16.2519755607,0.7483540314
140,688.9959432049,24.2835914105,516.0604650956,9.9650956551,986,0.9014000000,103.7309493515,43.6923554982,210.6391000000,37.1309703137,2.0000000000,2746.0000000000,16.4347132876,0.7490036337
141,699.9366562825,24.4984607932,522.3372976131,9.9880966679,963,0.9037000000,104.9955617828,44.0272846766,211.1416000000,37.2109423048,1.0000000000,2817.0000000000,16.8320841731,0.7462636696
142,706.3991552270,24.6005924575,528.5186697615,10.0603183830,947,0.9053000000,105.7976862933,44.4736443919,211.6105000000,37.2902266455,2.0000000000,2890.0000000000,17.1745490923,0.7481870071
