trial,final_step,trapped,contact_dead,boundary_dead
0,129,1,0,0
1,35,1,0,0
2,106,1,0,0
3,83,1,0,0
4,119,1,0,0
5,65,1,0,0
6,95,1,0,0
7,23,1,0,0
8,43,1,0,0
9,92,1,0,0
10,54,1,0,0
11,124,1,0,0
12,319,1,0,0
13,64,1,0,0
14,33,1,0,0
15,38,1,0,0
16,13,1,0,0
17,72,1,0,0
18,12,1,0,0
19,202,1,0,0
20,26,1,0,0
21,28,1,0,0
22,74,1,0,0
23,65,1,0,0
24,126,1,0,0
25,62,1,0,0
26,43,1,0,0
27,113,1,0,0
28,51,1,0,0
29,99,1,0,0
30,11,1,0,0
31,101,1,0,0
32,83,1,0,0
33,25,1,0,0
34,73,1,0,0
35,66,1,0,0
36,19,1,0,0
37,69,1,0,0
38,37,1,0,0
39,40,1,0,0
40,31,1,0,0
41,23,1,0,0
42,58,1,0,0
43,47,1,0,0
44,57,1,0,0
45,78,1,0,0
46,16,1,0,0
47,79,1,0,0
48,94,1,0,0
49,58,1,0,0
50,123,1,0,0
51,25,1,0,0
52,63,1,0,0
53,98,1,0,0
54,136,1,0,0
55,58,1,0,0
56,87,1,0,0
57,21,1,0,0
58,33,1,0,0
59,35,1,0,0
60,100,1,0,0
61,51,1,0,0
62,234,1,0,0
63,66,1,0,0
64,53,1,0,0
65,47,1,0,0
66,56,1,0,0
67,64,1,0,0
68,78,1,0,0
69,248,1,0,0
70,16,1,0,0
71,83,1,0,0
72,46,1,0,0
73,80,1,0,0
74,111,1,0,0
75,24,1,0,0
76,85,1,0,0
77,247,1,0,0
78,20,1,0,0
79,67,1,0,0
80,59,1,0,0
81,101,1,0,0
82,54,1,0,0
83,38,1,0,0
84,67,1,0,0
85,56,1,0,0
86,13,1,0,0
87,201,1,0,0
88,77,1,0,0
89,11,1,0,0
90,104,1,0,0
91,44,1,0,0
92,39,1,0,0
93,48,1,0,0
94,263,1,0,0
95,74,1,0,0
96,28,1,0,0
97,56,1,0,0
98,66,1,0,0
99,64,1,0,0
100,39,1,0,0
101,65,1,0,0
102,94,1,0,0
103,180,1,0,0
104,69,1,0,0
105,34,1,0,0
106,39,1,0,0
107,100,1,0,0
108,34,1,0,0
109,51,1,0,0
110,70,1,0,0
111,60,1,0,0
112,33,1,0,0
113,31,1,0,0
114,118,1,0,0
115,55,1,0,0
116,52,1,0,0
117,167,1,0,0
118,26,1,0,0
119,94,1,0,0
120,160,1,0,0
121,125,1,0,0
122,30,1,0,0
123,16,1,0,0
124,81,1,0,0
