step,mean_r2,mean_r,std_r2,std_r,n_alive,trapped_rate,mean_rg2,std_rg2,mean_r2_all,mean_rg2_all,min_r2,max_r2,se_r2,cv_r2
25,70.1754242247,7.7661389033,51.7894667240,3.1404634625,8545,0.1455000000,10.7960288552,4.2919722168,62.5247000000,9.8936197220,1.0000000000,325.0000000000,0.5602545672,0.7380000520
26,73.7777514231,7.9628896362,54.5870076349,3.2202701850,8432,0.1568000000,11.3494711505,4.5200767168,65.1349000000,10.3259594766,2.0000000000,346.0000000000,0.5944618501,0.7398844039
27,77.3748796920,8.1486367537,57.2966209832,3.3127931943,8312,0.1688000000,11.9080540060,4.7573640775,67.6469000000,10.7548648306,1.0000000000,377.0000000000,0.6284579773,0.7405067538
28,80.9476248477,8.3327789457,60.0480557439,3.3929957103,8210,0.1790000000,12.4604375917,4.9870899398,70.1615000000,11.1799843485,2.0000000000,360.0000000000,0.6627158714,0.7418136833
29,84.6315139541,8.5055943810,63.4221766552,3.5051930304,8098,0.1902000000,13.0293715869,5.2369604074,72.7105000000,11.6029987105,1.0000000000,389.0000000000,0.7047778667,0.7493919663
30,88.8373380299,8.7194027099,66.4838059201,3.5790158441,7949,0.2051000000,13.6206856693,5.4911561766,75.4132000000,12.0263491934,2.0000000000,410.0000000000,0.7456922415,0.7483768356
31,92.6890080429,8.9042503192,69.3786933612,3.6610564454,7833,0.2167000000,14.2052923130,5.7512301066,77.9329000000,12.4455011762,1.0000000000,433.0000000000,0.7839025064,0.7485104742
32,96.5881744081,9.0900978161,72.3204744406,3.7360803126,7729,0.2271000000,14.7918496175,6.0171372774,80.4910000000,12.8634604174,2.0000000000,424.0000000000,0.8226206607,0.7487508164
33,100.7213695396,9.2813438506,75.2743586387,3.8181181054,7623,0.2377000000,15.3866707111,6.2849979537,83.1507000000,13.2804280404,1.0000000000,449.0000000000,0.8621525241,0.7473524137
34,104.7919498867,9.4624438266,78.5981553844,3.9056506134,7503,0.2497000000,15.9931201397,6.5641803471,85.6762000000,13.6951924653,2.0000000000,490.0000000000,0.9073918632,0.7500400123
35,109.1073607157,9.6518942070,81.9761443545,3.9935321375,7377,0.2623000000,16.6183943421,6.8438481878,88.2003000000,14.1072696449,1.0000000000,505.0000000000,0.9544377236,0.7513346837
36,113.4806949807,9.8489498424,85.1324592467,4.0594189219,7252,0.2748000000,17.2360645480,7.1294712375,90.7801000000,14.5183235317,2.0000000000,548.0000000000,0.9996921491,0.7501933193
37,117.7260485342,10.0302127769,88.1954895575,4.1377385350,7129,0.2871000000,17.8593265811,7.4120681229,93.2602000000,14.9257119583,1.0000000000,541.0000000000,1.0445568175,0.7491586667
38,122.0539926115,10.2140275114,91.3431923251,4.2104197661,7038,0.2962000000,18.4872979387,7.6887024513,95.8884000000,15.3323912227,2.0000000000,578.0000000000,1.0888086296,0.7483834848
39,126.6793188050,10.4052884034,95.0205448661,4.2906050909,6929,0.3071000000,19.1397109973,7.9884192245,98.4673000000,15.7380915815,1.0000000000,625.0000000000,1.1415166114,0.7500872736
40,131.1301039075,10.5854012989,98.5191966053,4.3679953352,6833,0.3167000000,19.7870109826,8.2808322916,100.9404000000,16.1414424359,2.0000000000,612.0000000000,1.1918323004,0.7513087664
41,135.5661950856,10.7604931469,101.9585211432,4.4472443514,6715,0.3285000000,20.4497339020,8.5881988464,103.2473000000,16.5408511247,1.0000000000,637.0000000000,1.2442295719,0.7520939942
42,139.6130105900,10.9216895825,105.2669066999,4.5088476636,6610,0.3390000000,21.1195761048,8.8896611099,105.2073000000,16.9319865082,2.0000000000,680.0000000000,1.2947655379,0.7539906650
43,143.6783625731,11.0815870224,108.2168475082,4.5691127845,6498,0.3502000000,21.7693702322,9.1742987194,107.2839000000,17.3163807215,1.0000000000,709.0000000000,1.3424713458,0.7531882016
44,148.0162550797,11.2515615978,111.2769148714,4.6280251393,6398,0.3602000000,22.4508427402,9.4654392890,109.4157000000,17.6971107951,2.0000000000,698.0000000000,1.3911788246,0.7517884763
45,152.2448396316,11.4109130265,114.2021910238,4.6942415291,6298,0.3702000000,23.0979185339,9.7531049850,111.6015000000,18.0732552458,1.0000000000,725.0000000000,1.4390408022,0.7501219174
46,157.3532837269,11.6051786454,117.6645721588,4.7616291681,6182,0.3818000000,23.8154247960,10.0633573806,113.8827000000,18.4466634255,2.0000000000,730.0000000000,1.4965155010,0.7477732232
47,162.0639907880,11.7767417320,121.0448875339,4.8344953166,6079,0.3921000000,24.5061939098,10.3633053875,116.0480000000,18.8155208491,1.0000000000,745.0000000000,1.5524956056,0.7468956364
48,166.2105263158,11.9327321091,124.2440847860,4.8806178635,5985,0.4015000000,25.1693408170,10.6404201363,118.0297000000,19.1790870399,2.0000000000,800.0000000000,1.6059929850,0.7475103265
49,170.4305579108,12.0876654068,127.0441111383,4.9314199704,5897,0.4103000000,25.8293429880,10.9115102735,120.0932000000,19.5387187381,1.0000000000,793.0000000000,1.6543941097,0.7454303541
50,175.1763080642,12.2586631419,130.2438628932,4.9901388796,5791,0.4209000000,26.5661374745,11.1991126213,122.0087000000,19.8935022696,2.0000000000,820.0000000000,1.7115141183,0.7435015861
51,179.8468848997,12.4180555609,133.9660503192,5.0634751886,5682,0.4318000000,27.2693100448,11.4936278829,124.0251000000,20.2434138180,1.0000000000,845.0000000000,1.7772320587,0.7448894675
52,184.5691784500,12.5876032200,137.0951063907,5.1109122107,5587,0.4413000000,27.9703716410,11.7778777364,125.9512000000,20.5879174804,2.0000000000,898.0000000000,1.8341405698,0.7427843996
53,189.2430858806,12.7442914876,140.5500703576,5.1793938218,5496,0.4504000000,28.6833025340,12.0932735295,127.9330000000,20.9293667831,1.0000000000,925.0000000000,1.8958662934,0.7426959337
54,194.0140506563,12.9018842940,144.4282618457,5.2493268445,5409,0.4591000000,29.3638304082,12.4146913045,130.0839000000,21.2695124108,2.0000000000,954.0000000000,1.9637838945,0.7444216610
55,199.1128668172,13.0684348936,148.0705175127,5.3224877875,5316,0.4684000000,30.0910385811,12.7121679300,132.0807000000,21.6066888841,1.0000000000,901.0000000000,2.0308418673,0.7436511757
56,203.9497795668,13.2247535323,151.5741836519,5.3903314905,5217,0.4783000000,30.8495693194,13.0229242181,133.7780000000,21.9384801164,2.0000000000,932.0000000000,2.0985282478,0.7431936625
57,208.8949416342,13.3861243709,154.8897482047,5.4503775981,5140,0.4860000000,31.5787130385,13.3568355398,135.6520000000,22.2670061467,1.0000000000,985.0000000000,2.1604345515,0.7414719906
58,214.2990691226,13.5498301643,159.4032446842,5.5408637992,5049,0.4951000000,32.3201827491,13.6921091604,137.7131000000,22.5939983727,2.0000000000,1018.0000000000,2.2433367552,0.7438354508
59,218.7048387097,13.6879599775,162.7446742872,5.5986239707,4960,0.5040000000,33.0390145609,13.9995947160,139.4731000000,22.9162102097,1.0000000000,981.0000000000,2.3108190931,0.7441292806
60,222.8839212469,13.8161233490,165.9597452967,5.6567355295,4876,0.5124000000,33.7437558685,14.3108226719,141.0777000000,23.2332232934,2.0000000000,970.0000000000,2.3766810923,0.7446016939
61,227.0947214688,13.9416778068,169.2846234789,5.7205193296,4793,0.5207000000,34.4683096099,14.6307547226,142.6296000000,23.5448731784,1.0000000000,1025.0000000000,2.4451966798,0.7454361880
62,231.8160919540,14.0831702713,172.8495859843,5.7862256319,4698,0.5302000000,35.2351285468,14.9616731144,144.1210000000,23.8502875062,2.0000000000,1024.0000000000,2.5218069508,0.7456323870
63,236.5798173119,14.2232032972,176.5886421726,5.8549385375,4598,0.5402000000,35.9690030609,15.2888976574,145.7806000000,24.1518781472,1.0000000000,1089.0000000000,2.6042236808,0.7464231065
64,241.8987791343,14.3832673388,180.8480760259,5.9178036293,4505,0.5495000000,36.7404554834,15.5879147451,147.4847000000,24.4500475807,2.0000000000,1114.0000000000,2.6944274554,0.7476188043
65,247.2351075878,14.5330413584,185.4045412919,6.0021509864,4415,0.5585000000,37.5323526108,15.9263470552,149.0124000000,24.7428908442,1.0000000000,1125.0000000000,2.7903264353,0.7499118677
66,251.8774193548,14.6659656703,189.1492027969,6.0652180762,4340,0.5660000000,38.2888103331,16.2640999078,150.4816000000,25.0305345287,2.0000000000,1060.0000000000,2.8711749116,0.7509573636
67,256.8432292889,14.7980209196,194.0174502740,6.1531947922,4261,0.5739000000,39.0362427513,16.5925748553,152.0539000000,25.3146289574,1.0000000000,1109.0000000000,2.9722478789,0.7553925046
68,261.8133206016,14.9397737209,197.8584955175,6.2142161027,4189,0.5811000000,39.8144962033,16.9253828132,153.4694000000,25.5952905778,2.0000000000,1160.0000000000,3.0570287442,0.7557235631
69,267.5152327565,15.0992657031,202.2637633823,6.2870826290,4103,0.5897000000,40.6324978239,17.2923200253,154.9591000000,25.8732582892,1.0000000000,1213.0000000000,3.1576742467,0.7560831632
70,272.2210135970,15.2268952517,206.4175077220,6.3531625661,4045,0.5955000000,41.3936238542,17.6653483948,156.3532000000,26.1471325056,2.0000000000,1268.0000000000,3.2455422502,0.7582717623
71,276.3932980600,15.3405919136,209.8722325821,6.4077716720,3969,0.6031000000,42.1247451312,17.9515621580,157.6301000000,26.4161514062,1.0000000000,1241.0000000000,3.3313052791,0.7593246076
72,281.5674704977,15.4837659796,214.3150237109,6.4668741742,3898,0.6102000000,42.8486183762,18.2358181252,159.1493000000,26.6813220545,2.0000000000,1300.0000000000,3.4326671919,0.7611497995
73,287.6600418410,15.6480883046,219.0236788024,6.5419702119,3824,0.6176000000,43.7030375606,18.6065891244,160.6325000000,26.9437918406,1.0000000000,1261.0000000000,3.5418660084,0.7613976463
74,293.0991183543,15.7858769642,224.0493451545,6.6261004238,3743,0.6257000000,44.5537503725,18.9795375078,161.8524000000,27.2017471829,2.0000000000,1258.0000000000,3.6621300702,0.7644149406
75,298.5297326787,15.9281608793,228.3689344655,6.6950297746,3666,0.6334000000,45.3752922339,19.3285649732,163.2194000000,27.4558134047,1.0000000000,1321.0000000000,3.7717317292,0.7649788596
76,304.1534185659,16.0764857859,232.8866078739,6.7601792389,3598,0.6402000000,46.1667099964,19.7437491203,164.5996000000,27.7063598581,2.0000000000,1314.0000000000,3.8825220928,0.7656879511
77,310.0648541490,16.2263011597,238.2127710950,6.8390061284,3531,0.6469000000,46.9962279712,20.1593151936,166.0825000000,27.9541967353,1.0000000000,1345.0000000000,4.0088165478,0.7682675670
78,315.3221515327,16.3705162701,242.8374936649,6.8795602028,3458,0.6542000000,47.8040949934,20.5365309850,167.3999000000,28.1981351969,2.0000000000,1378.0000000000,4.1295549305,0.7701250689
79,320.3489461358,16.4932061242,247.4007406621,6.9514817039,3416,0.6584000000,48.5717867206,20.9560762130,168.7609000000,28.4396700066,1.0000000000,1405.0000000000,4.2329395309,0.7722851710
80,326.0722172486,16.6381854644,252.6480765589,7.0173357980,3351,0.6649000000,49.3778041765,21.3785233722,170.1546000000,28.6780458112,2.0000000000,1458.0000000000,4.3644425617,0.7748224571
81,331.2523563393,16.7649322639,257.7216843198,7.0844479338,3289,0.6711000000,50.1829264223,21.7955751038,171.3985000000,28.9125999472,1.0000000000,1513.0000000000,4.4938546792,0.7780221918
82,336.3269230769,16.8885212018,262.3897354513,7.1487603605,3224,0.6776000000,51.0708443208,22.2253540638,172.4207000000,29.1425464620,2.0000000000,1570.0000000000,4.6211421195,0.7801627448
83,342.0380622837,17.0217963707,267.7048973143,7.2316326370,3179,0.6821000000,51.8354879385,22.5833216806,173.8028000000,29.3698456680,1.0000000000,1625.0000000000,4.7480037376,0.7826757511
84,349.5609756098,17.2171483744,273.1246473368,7.2890861885,3116,0.6884000000,52.7447149437,23.0460921191,175.2488000000,29.5962082549,2.0000000000,1682.0000000000,4.8928530108,0.7813362085
85,356.6999672453,17.3978701513,277.7079914577,7.3494272867,3053,0.6947000000,53.6806537275,23.5188640909,176.7379000000,29.8218136234,1.0000000000,1625.0000000000,5.0260288278,0.7785478468
86,363.1550516839,17.5804426372,280.4564509996,7.3541205024,2999,0.7001000000,54.6145634223,23.9406966957,177.8842000000,30.0442386761,2.0000000000,1684.0000000000,5.1212644356,0.7722774327
87,369.3818615752,17.7365178249,284.3516238726,7.4025534123,2933,0.7067000000,55.5213879606,24.4139987311,178.9771000000,30.2625514202,1.0000000000,1629.0000000000,5.2504881334,0.7698039710
88,374.3545706371,17.8625892309,287.7997274911,7.4352186655,2888,0.7112000000,56.4118342629,24.8610705982,179.7675000000,30.4754449662,2.0000000000,1706.0000000000,5.3553983930,0.7687891375
89,379.0528727529,17.9759498099,291.4698424210,7.4778406766,2837,0.7163000000,57.1744762986,25.3052656872,180.6354000000,30.6844669701,1.0000000000,1717.0000000000,5.4722251565,0.7689424441
90,387.1535688536,18.1945274252,295.1522553699,7.4908437861,2774,0.7226000000,58.2143443522,25.6772143841,181.7576000000,30.8917192045,2.0000000000,1800.0000000000,5.6039322715,0.7623648059
91,391.9679321784,18.3165804550,297.8427352714,7.5147064224,2713,0.7287000000,58.9970338153,26.0218198284,182.7693000000,31.0951562006,1.0000000000,1813.0000000000,5.7182365184,0.7598650574
92,398.9544599172,18.4840209903,302.4101128607,7.5693743432,2657,0.7343000000,60.0080506891,26.4587862728,183.7294000000,31.2952541297,2.0000000000,1818.0000000000,5.8667898650,0.7580065979
93,405.4430816405,18.6338848271,307.1358206738,7.6302960552,2609,0.7391000000,60.9367680059,26.8560670753,184.8877000000,31.4928993351,1.0000000000,1885.0000000000,6.0130308332,0.7575312900
94,410.9630793401,18.7643249548,311.4327926535,7.6722348981,2546,0.7454000000,61.8582513878,27.3271543814,185.6939000000,31.6855185359,2.0000000000,1940.0000000000,6.1721310760,0.7578120963
95,415.7229972100,18.8567274362,316.8585063813,7.7554385825,2509,0.7491000000,62.7275552802,27.8222529877,186.5598000000,31.8738567928,1.0000000000,2009.0000000000,6.3257939279,0.7621866207
96,422.3603896104,19.0083722255,320.9445778750,7.8129491837,2464,0.7536000000,63.6435387402,28.2827572852,187.4562000000,32.0587404068,2.0000000000,2050.0000000000,6.4656127758,0.7598832319
97,427.9768211921,19.1337943280,326.0767585138,7.8660495680,2416,0.7584000000,64.5392337906,28.6570721083,188.3632000000,32.2399778622,1.0000000000,2117.0000000000,6.6339375688,0.7619028470
98,433.4074695762,19.2491808015,330.3055385273,7.9294708555,2383,0.7617000000,65.3955442213,29.0944974977,189.4139000000,32.4191893300,2.0000000000,2056.0000000000,6.7663402810,0.7621131654
99,438.2063220846,19.3560387983,334.3923734760,7.9718306633,2341,0.7659000000,66.2195425886,29.4892202540,190.2530000000,32.5951527430,1.0000000000,2045.0000000000,6.9112349469,0.7630934485
100,444.6899563319,19.5009653598,339.3504750563,8.0251047575,2290,0.7710000000,67.1979573884,29.9881945498,190.9992000000,32.7673204050,2.0000000000,2066.0000000000,7.0913793819,0.7631170217
101,450.2989782319,19.6414667466,342.0516312354,8.0319214558,2251,0.7749000000,67.9347947113,30.2848812730,191.9719000000,32.9376790243,1.0000000000,2125.0000000000,7.2094796186,0.7596100541
102,456.2038966923,19.7768767495,346.2192460135,8.0671582807,2207,0.7793000000,68.9555601691,30.7575397339,192.6726000000,33.1044718552,2.0000000000,2196.0000000000,7.3697039092,0.7589133905
103,460.8092592593,19.8846047536,348.8246517837,8.0877532759,2160,0.7840000000,69.7636458505,31.0923826692,193.5462000000,33.2671133546,1.0000000000,2269.0000000000,7.5055114839,0.7569827315
104,467.3852691218,20.0193917267,354.8505727757,8.1614474215,2118,0.7882000000,70.6357172620,31.5972920458,194.4730000000,33.4274048498,2.0000000000,2344.0000000000,7.7104998435,0.7592249825
105,473.1828681424,20.1423526495,359.8016848363,8.2139209813,2078,0.7922000000,71.5772572588,32.0053745857,195.2368000000,33.5843110171,1.0000000000,2405.0000000000,7.8929694356,0.7603861193
106,477.7033398821,20.2279846498,363.7625340081,8.2784042479,2036,0.7964000000,72.3950985501,32.2859148373,195.7900000000,33.7374531175,2.0000000000,2468.0000000000,8.0617454231,0.7614820824
107,483.4596895343,20.3502450165,368.4317738204,8.3262967339,1997,0.8003000000,73.2664882097,32.6635895605,196.4479000000,33.8876842202,1.0000000000,2545.0000000000,8.2445706619,0.7620734092
108,489.0509164969,20.4643496289,374.2319704038,8.3822020235,1964,0.8036000000,74.1041200150,33.1167518760,197.2759000000,34.0361783329,2.0000000000,2610.0000000000,8.4444261999,0.7652208753
109,495.7437500000,20.6012184816,379.4709652959,8.4459189596,1920,0.8080000000,75.0824581612,33.6308675990,198.0235000000,34.1824857649,1.0000000000,2677.0000000000,8.6602003171,0.7654578909
110,504.0447761194,20.7647358051,385.3247932451,8.5364233181,1876,0.8124000000,76.2123830740,34.2048143916,198.7879000000,34.3260441023,2.0000000000,2600.0000000000,8.8963228877,0.7644654037
111,510.0260303688,20.8827650157,389.2578585596,8.5986135898,1844,0.8156000000,77.0325939893,34.6056232209,199.5959000000,34.4676567551,1.0000000000,2525.0000000000,9.0647729538,0.7632117488
112,517.7665198238,21.0492150135,394.3949842947,8.6427465043,1816,0.8184000000,78.0517776395,35.0729435441,200.4427000000,34.6078046478,2.0000000000,2458.0000000000,9.2549368787,0.7617236132
113,524.8783098592,21.2035625785,398.5818054227,8.6768222202,1775,0.8225000000,79.0893167995,35.5406816832,201.1208000000,34.7451991347,1.0000000000,2425.0000000000,9.4605915193,0.7593794560
114,529.7967853042,21.2896155013,403.8457351048,8.7492318011,1742,0.8258000000,79.7872261204,36.0179855633,201.8192000000,34.8797204899,2.0000000000,2522.0000000000,9.6759012065,0.7622653559
115,536.8204081633,21.4190617209,409.9525171151,8.8342630230,1715,0.8285000000,80.7450574250,36.5198473141,202.5255000000,35.0126881295,1.0000000000,2621.0000000000,9.8992318308,0.7636679062
116,546.1867145422,21.6232017466,414.4881016896,8.8670096858,1671,0.8329000000,81.9883929222,36.9320008712,203.0718000000,35.1429795023,2.0000000000,2644.0000000000,10.1396705212,0.7588762060
117,550.8546120953,21.7185501888,416.9372587113,8.8971450359,1637,0.8363000000,82.7345690814,37.2172430557,203.5831000000,35.2701185771,1.0000000000,2745.0000000000,10.3049613432,0.7568916545
118,555.9426433915,21.8075296313,420.4575902976,8.9651712071,1604,0.8396000000,83.6443318122,37.7057533373,204.0515000000,35.3942434015,2.0000000000,2722.0000000000,10.4983250427,0.7562967067
119,561.3552715655,21.9090693782,424.1276395294,9.0193098708,1565,0.8435000000,84.5810533369,38.0496557603,204.5936000000,35.5158238246,1.0000000000,2825.0000000000,10.7211014232,0.7555422760
120,567.7089018843,22.0129110214,430.8203800452,9.1181494970,1539,0.8461000000,85.4857967596,38.6109049614,205.2405000000,35.6357756126,2.0000000000,2930.0000000000,10.9818859616,0.7588755058
121,575.1981505945,22.1625595529,435.0226558084,9.1661935753,1514,0.8486000000,86.4808966532,39.1032348538,205.8043000000,35.7541519746,1.0000000000,3037.0000000000,11.1801836590,0.7563005120
122,583.3118279570,22.3343095911,439.7481250853,9.1918683109,1488,0.8512000000,87.5228416443,39.4859796797,206.5439000000,35.8710694084,2.0000000000,3146.0000000000,11.3999390890,0.7538817216
123,591.7956104252,22.4870292094,446.9599285212,9.2805779864,1458,0.8542000000,88.6261630724,40.0279661851,207.2109000000,35.9863816987,1.0000000000,3257.0000000000,11.7054961621,0.7552606350
124,599.4016736402,22.6404192791,451.8066219031,9.3173541582,1434,0.8566000000,89.6834354700,40.3114237151,207.8457000000,36.1002002369,2.0000000000,3370.0000000000,11.9310321561,0.7537626967
125,607.9367448472,22.8087759045,457.4007660876,9.3646402273,1407,0.8593000000,90.6566323889,40.5850882405,208.7824000000,36.2134618476,1.0000000000,3485.0000000000,12.1941024351,0.7523821680
126,617.0663749088,22.9710526771,463.5916650655,9.4550046968,1371,0.8629000000,91.6555551681,40.9547291747,209.5287000000,36.3249929396,2.0000000000,3508.0000000000,12.5203621729,0.7512833042
127,628.7513108614,23.1950760280,470.0298607418,9.5257419091,1335,0.8665000000,92.9109809333,41.4210219424,210.1426000000,36.4347151748,1.0000000000,3533.0000000000,12.8642602198,0.7475608442
128,633.8576893650,23.2848595643,471.1713849645,9.5746020511,1307,0.8693000000,93.8086621262,41.5938694163,210.6519000000,36.5420281033,2.0000000000,3418.0000000000,13.0329015117,0.7433393850
129,641.2480376766,23.4319537428,474.4402515513,9.6016447275,1274,0.8726000000,94.7837012438,42.0218412336,211.0831000000,36.6470267166,1.0000000000,3393.0000000000,13.2921983555,0.7398701028
130,647.3258606886,23.5523433559,478.6872330378,9.6235639519,1249,0.8751000000,95.7181235927,42.3750460062,211.5628000000,36.7495700989,2.0000000000,3280.0000000000,13.5447385214,0.7394841796
131,653.8758169935,23.6541811872,484.9805780123,9.7136774374,1224,0.8776000000,96.7506514754,43.0248989304,212.0940000000,36.8499599496,1.0000000000,3169.0000000000,13.8622471585,0.7417013528
132,661.2621035058,23.7819393157,491.5118339244,9.7816903390,1198,0.8802000000,97.7413901719,43.5427406121,212.6414000000,36.9492084164,4.0000000000,3194.0000000000,14.2005632189,0.7432935160
133,670.1027397260,23.9363943163,498.8979804770,9.8565595853,1168,0.8832000000,98.9559904042,44.1443612615,213.0790000000,37.0470673720,5.0000000000,3305.0000000000,14.5978979922,0.7445096862
134,675.9895923677,24.0280832589,504.4514902838,9.9318078551,1153,0.8847000000,99.7913503391,44.5692530811,213.6181000000,37.1436081448,4.0000000000,3332.0000000000,14.8560980045,0.7462415043
135,680.5763459841,24.1040257744,507.4792320031,9.9785914564,1133,0.8867000000,100.6807118621,45.1837190663,214.0212000000,37.2383355751,1.0000000000,3221.0000000000,15.0765967500,0.7456609901
136,693.7882352941,24.3518981298,513.7942634956,10.0385901784,1105,0.8895000000,102.1332764699,45.7621389998,214.6359000000,37.3327996925,2.0000000000,3250.0000000000,15.4563915875,0.7405635284
137,700.4106813996,24.4659603659,519.5672151024,10.0909595567,1086,0.8914000000,103.0660682850,46.3262056323,215.1729000000,37.4262552347,1.0000000000,3141.0000000000,15.7661925593,0.7418036716
138,712.1581920904,24.6694982610,526.8738109263,10.1771335671,1062,0.8938000000,104.4294919874,46.9913009977,215.7635000000,37.5187645847,4.0000000000,3172.0000000000,16.1675552391,0.7398269328
139,720.0570048309,24.8083346408,532.9884171247,10.2275870654,1035,0.8965000000,105.3884951198,47.3570950696,216.3062000000,37.6096887668,5.0000000000,3281.0000000000,16.5671420568,0.7402030861
140,728.6305418719,24.9765989055,536.2432912789,10.2371895061,1015,0.8985000000,106.6027278068,47.9677534911,216.5379000000,37.6983193840,2.0000000000,3314.0000000000,16.8317336767,0.7359604909
141,730.2849949648,25.0048435657,536.9445394222,10.2490386485,993,0.9007000000,107.6325293220,48.3354991657,216.7610000000,37.7844709018,1.0000000000,3205.0000000000,17.0394199207,0.7352534190
142,739.3244078270,25.1936219107,540.5209952008,10.2276988051,971,0.9029000000,109.0592912090,48.7985428957,217.1551000000,37.8691443299,4.0000000000,3098.0000000000,17.3461442144,0.7311012452
