trial,step,x,y,z
0,0,128,128,0
0,1,127,128,0
0,2,127,127,0
0,3,128,127,0
0,4,129,127,0
0,5,129,128,0
0,6,130,128,0
0,7,130,129,0
0,8,130,130,0
0,9,131,130,0
0,10,131,131,0
0,11,130,131,0
0,12,129,131,0
0,13,129,132,0
0,14,130,132,0
0,15,130,133,0
0,16,131,133,0
0,17,131,132,0
0,18,132,132,0
0,19,133,132,0
0,20,134,132,0
0,21,135,132,0
0,22,136,132,0
0,23,137,132,0
0,24,137,133,0
0,25,137,134,0
0,26,137,135,0
0,27,138,135,0
0,28,138,134,0
0,29,138,133,0
0,30,139,133,0
0,31,140,133,0
0,32,141,133,0
0,33,141,134,0
0,34,140,134,0
0,35,140,135,0
0,36,141,135,0
0,37,142,135,0
0,38,142,136,0
0,39,142,137,0
0,40,143,137,0
0,41,143,136,0
0,42,144,136,0
0,43,144,137,0
0,44,145,137,0
0,45,145,138,0
0,46,146,138,0
0,47,146,137,0
0,48,146,136,0
0,49,145,136,0
0,50,145,135,0
0,51,144,135,0
0,52,144,134,0
0,53,145,134,0
0,54,145,133,0
0,55,144,133,0
0,56,144,132,0
0,57,143,132,0
0,58,143,131,0
0,59,144,131,0
0,60,145,131,0
0,61,145,132,0
0,62,146,132,0
0,63,146,131,0
0,64,147,131,0
0,65,148,131,0
0,66,148,130,0
0,67,147,130,0
0,68,147,129,0
0,69,148,129,0
0,70,148,128,0
0,71,149,128,0
0,72,149,129,0
0,73,149,130,0
0,74,150,130,0
0,75,150,129,0
0,76,150,128,0
0,77,151,128,0
0,78,151,127,0
0,79,151,126,0
0,80,151,125,0
0,81,152,125,0
0,82,152,126,0
0,83,153,126,0
0,84,153,127,0
0,85,154,127,0
0,86,155,127,0
0,87,156,127,0
0,88,156,128,0
0,89,157,128,0
0,90,157,129,0
0,91,156,129,0
0,92,156,130,0
0,93,157,130,0
0,94,157,131,0
0,95,157,132,0
0,96,158,132,0
0,97,159,132,0
0,98,159,133,0
0,99,158,133,0
0,100,157,133,0
0,101,156,133,0
0,102,156,134,0
0,103,156,135,0
0,104,155,135,0
0,105,155,134,0
0,106,154,134,0
0,107,153,134,0
0,108,153,133,0
0,109,153,132,0
0,110,152,132,0
0,111,152,131,0
0,112,152,130,0
0,113,153,130,0
0,114,153,131,0
0,115,154,131,0
0,116,155,131,0
0,117,155,130,0
0,118,154,130,0
0,119,154,129,0
0,120,154,128,0
0,121,155,128,0
0,122,155,129,0
